RevisionColumn,periods,Units,Indicators,ValueColumn
"r_6","2024","1000BGN","3.1.2.4.3.1.4.3","362962"
"r_6","2024","1000BGN","3.1.2.4.3.1.4.4","87034"
"r_6","2024","1000BGN","3.1.2.4.3.1.4.5","#"
"r_6","2024","1000BGN","3.1.2.4.3.1","709923"
"r_6","2024","1000BGN","3.1.2.4.3.2.1","387285"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.1","101264"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.1.1","101264"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.1.2","#"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.1.3","0"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.2","12207"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.2.1",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.1.2.2",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.1.2.3","9210"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.3","273814"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.3.1","153819"
"r_6","2024","1000BGN","3.1.2.4.3.2.1.3.2","119995"
"r_6","2024","1000BGN","3.1.2.4.3.2.2","286796"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.1",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.2.2",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.2.3","115957"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.1.1","#"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.1.2","#"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.4","166843"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.2.1","153549"
"r_6","2024","1000BGN","3.1.2.4.3.2.2.2.2","13294"
"r_6","2024","1000BGN","3.1.2.4.3.2.3","11500"
"r_6","2024","1000BGN","3.1.2.4.3.2.3.1",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.3.2",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.4","24342"
"r_6","2024","1000BGN","3.1.2.4.3.2.4.1",".."
"r_6","2024","1000BGN","3.1.2.4.3.2.4.2",".."
"r_6","2024","1000BGN","3.1.2.4.3.2","709923"
