RevisionColumn,NKPD2011_CLS,Units,periods,GenderID,ValueColumn
"r_20","1","1000cp","2020Q2","1","104.4"
"r_20","1","1000cp","2020Q2","2","74.8"
"r_20","2","1000cp","2020Q2","0","574.3"
"r_20","2","1000cp","2020Q2","1","211.6"
"r_20","2","1000cp","2020Q2","2","362.6"
"r_20","3","1000cp","2020Q2","0","302.5"
"r_20","3","1000cp","2020Q2","1","152.5"
"r_20","3","1000cp","2020Q2","2","150"
"r_20","4","1000cp","2020Q2","0","180.7"
"r_20","4","1000cp","2020Q2","1","53.9"
"r_20","4","1000cp","2020Q2","2","126.7"
"r_20","5","1000cp","2020Q2","0","604.5"
"r_20","5","1000cp","2020Q2","1","231.9"
"r_20","5","1000cp","2020Q2","2","372.6"
"r_20","6","1000cp","2020Q2","0","103.9"
"r_20","6","1000cp","2020Q2","1","71.5"
"r_20","6","1000cp","2020Q2","2","32.5"
"r_20","7","1000cp","2020Q2","0","387.8"
"r_20","7","1000cp","2020Q2","1","280.7"
"r_20","7","1000cp","2020Q2","2","107.1"
"r_20","8","1000cp","2020Q2","0","395.8"
"r_20","8","1000cp","2020Q2","1","306.5"
"r_20","8","1000cp","2020Q2","2","89.2"
"r_20","9","1000cp","2020Q2","0","330.4"
"r_20","9","1000cp","2020Q2","1","211.4"
"r_20","9","1000cp","2020Q2","2","119"
"r_21","total","1000cp","2020Q3","0","3173.2"
"r_21","total","1000cp","2020Q3","1","1703"
"r_21","total","1000cp","2020Q3","2","1470.2"
"r_21","1","1000cp","2020Q3","0","161.1"
"r_21","1","1000cp","2020Q3","1","95.2"
"r_21","1","1000cp","2020Q3","2","65.9"
"r_21","2","1000cp","2020Q3","0","576.7"
"r_21","2","1000cp","2020Q3","1","211.2"
"r_21","2","1000cp","2020Q3","2","365.5"
"r_21","3","1000cp","2020Q3","0","299.1"
"r_21","3","1000cp","2020Q3","1","159"
"r_21","3","1000cp","2020Q3","2","140.1"
"r_21","4","1000cp","2020Q3","0","176.1"
"r_21","4","1000cp","2020Q3","1","47.1"
"r_21","4","1000cp","2020Q3","2","129.1"
"r_21","5","1000cp","2020Q3","0","638.1"
"r_21","5","1000cp","2020Q3","1","243.7"
"r_21","5","1000cp","2020Q3","2","394.3"
"r_21","6","1000cp","2020Q3","0","117.8"
"r_21","6","1000cp","2020Q3","1","79.2"
"r_21","6","1000cp","2020Q3","2","38.6"
"r_21","7","1000cp","2020Q3","0","401.3"
"r_21","7","1000cp","2020Q3","1","296.4"
"r_21","7","1000cp","2020Q3","2","104.9"
"r_21","8","1000cp","2020Q3","0","405.5"
"r_21","8","1000cp","2020Q3","1","306.7"
"r_21","8","1000cp","2020Q3","2","98.8"
"r_21","9","1000cp","2020Q3","0","373.2"
"r_21","9","1000cp","2020Q3","1","243.7"
"r_21","9","1000cp","2020Q3","2","129.5"
"r_22","total","1000cp","2020Q4","0","3126.9"
"r_22","total","1000cp","2020Q4","1","1692.3"
"r_22","total","1000cp","2020Q4","2","1434.5"
"r_22","1","1000cp","2020Q4","0","163.1"
"r_22","1","1000cp","2020Q4","1","95.9"
"r_22","1","1000cp","2020Q4","2","67.2"
"r_22","2","1000cp","2020Q4","0","574.1"
"r_22","2","1000cp","2020Q4","1","207.9"
"r_22","2","1000cp","2020Q4","2","366.1"
"r_22","3","1000cp","2020Q4","0","280.2"
"r_22","3","1000cp","2020Q4","1","146.7"
"r_22","3","1000cp","2020Q4","2","133.6"
"r_22","4","1000cp","2020Q4","0","180.3"
"r_22","4","1000cp","2020Q4","1","47.9"
"r_22","4","1000cp","2020Q4","2","132.4"
"r_22","5","1000cp","2020Q4","0","613.1"
"r_22","5","1000cp","2020Q4","1","243.5"
"r_22","5","1000cp","2020Q4","2","369.6"
"r_22","6","1000cp","2020Q4","0","105.1"
"r_22","6","1000cp","2020Q4","1","72.6"
"r_22","6","1000cp","2020Q4","2","32.6"
"r_22","7","1000cp","2020Q4","0","413.2"
"r_22","7","1000cp","2020Q4","1","313.9"
"r_22","7","1000cp","2020Q4","2","99.2"
"r_22","8","1000cp","2020Q4","0","411.1"
"r_22","8","1000cp","2020Q4","1","309"
"r_22","8","1000cp","2020Q4","2","102.1"
"r_22","9","1000cp","2020Q4","0","360.6"
"r_22","9","1000cp","2020Q4","1","231.7"
"r_22","9","1000cp","2020Q4","2","128.9"
"r_31","total","1000cp","2023Q1","0","2928"
"r_31","total","1000cp","2023Q1","1","1545.5"
"r_31","total","1000cp","2023Q1","2","1382.5"
"r_31","1","1000cp","2023Q1","0","163.6"
"r_31","1","1000cp","2023Q1","1","97"
"r_31","1","1000cp","2023Q1","2","66.6"
"r_31","2","1000cp","2023Q1","0","536.7"
"r_31","2","1000cp","2023Q1","1","190.6"
"r_31","2","1000cp","2023Q1","2","346.2"
"r_31","3","1000cp","2023Q1","0","271.2"
"r_31","3","1000cp","2023Q1","1","136"
"r_31","3","1000cp","2023Q1","2","135.1"
"r_31","4","1000cp","2023Q1","0","180.1"
"r_31","4","1000cp","2023Q1","1","53"
"r_31","4","1000cp","2023Q1","2","127.2"
"r_31","5","1000cp","2023Q1","0","592.3"
"r_31","5","1000cp","2023Q1","1","219.1"
"r_31","5","1000cp","2023Q1","2","373.2"
"r_31","6","1000cp","2023Q1","0","71.2"
"r_31","6","1000cp","2023Q1","1","46.8"
"r_31","6","1000cp","2023Q1","2","24.4"
"r_31","7","1000cp","2023Q1","0","366.8"
"r_31","7","1000cp","2023Q1","1","284.2"
"r_31","7","1000cp","2023Q1","2","82.6"
"r_31","8","1000cp","2023Q1","0","394.1"
"r_31","8","1000cp","2023Q1","1","301.1"
"r_31","8","1000cp","2023Q1","2","93"
"r_31","9","1000cp","2023Q1","0","325.3"
"r_31","9","1000cp","2023Q1","1","196.5"
"r_31","9","1000cp","2023Q1","2","128.8"
"r_32","total","1000cp","2023Q2","0","2914.3"
"r_32","total","1000cp","2023Q2","1","1545.1"
"r_32","total","1000cp","2023Q2","2","1369.3"
"r_32","1","1000cp","2023Q2","0","163.8"
"r_32","1","1000cp","2023Q2","1","94.4"
"r_32","1","1000cp","2023Q2","2","69.4"
"r_32","2","1000cp","2023Q2","0","558.5"
"r_32","2","1000cp","2023Q2","1","200.6"
"r_32","2","1000cp","2023Q2","2","357.9"
"r_32","3","1000cp","2023Q2","0","285.7"
"r_32","3","1000cp","2023Q2","1","148.5"
"r_32","3","1000cp","2023Q2","2","137.2"
"r_32","4","1000cp","2023Q2","0","170.9"
"r_32","4","1000cp","2023Q2","1","53.8"
"r_32","4","1000cp","2023Q2","2","117.2"
"r_32","5","1000cp","2023Q2","0","553.8"
"r_32","5","1000cp","2023Q2","1","207.3"
"r_32","5","1000cp","2023Q2","2","346.4"
"r_32","6","1000cp","2023Q2","0","76.5"
"r_32","6","1000cp","2023Q2","1","52.6"
"r_32","6","1000cp","2023Q2","2","24"
"r_32","7","1000cp","2023Q2","0","348.1"
"r_32","7","1000cp","2023Q2","1","265.5"
"r_32","7","1000cp","2023Q2","2","82.6"
"r_32","8","1000cp","2023Q2","0","397.2"
"r_32","8","1000cp","2023Q2","1","304.4"
"r_32","8","1000cp","2023Q2","2","92.8"
"r_32","9","1000cp","2023Q2","0","337.3"
"r_32","9","1000cp","2023Q2","1","200.1"
"r_32","9","1000cp","2023Q2","2","137.2"
"r_33","total","1000cp","2023Q3","0","2964.7"
"r_33","total","1000cp","2023Q3","1","1566.8"
"r_33","total","1000cp","2023Q3","2","1397.9"
"r_33","1","1000cp","2023Q3","0","160.1"
"r_33","1","1000cp","2023Q3","1","90.1"
"r_33","1","1000cp","2023Q3","2","69.9"
"r_33","2","1000cp","2023Q3","0","555.2"
"r_33","2","1000cp","2023Q3","1","208.3"
"r_33","2","1000cp","2023Q3","2","346.9"
"r_33","3","1000cp","2023Q3","0","289.4"
"r_33","3","1000cp","2023Q3","1","152.7"
"r_33","3","1000cp","2023Q3","2","136.7"
"r_33","4","1000cp","2023Q3","0","174.9"
"r_33","4","1000cp","2023Q3","1","51.2"
"r_33","4","1000cp","2023Q3","2","123.7"
"r_33","5","1000cp","2023Q3","0","578.2"
"r_33","5","1000cp","2023Q3","1","209.5"
"r_33","5","1000cp","2023Q3","2","368.7"
"r_33","6","1000cp","2023Q3","0","85.7"
"r_33","6","1000cp","2023Q3","1","58"
"r_33","6","1000cp","2023Q3","2","27.7"
"r_33","7","1000cp","2023Q3","0","353.9"
"r_33","7","1000cp","2023Q3","1","270.1"
"r_33","7","1000cp","2023Q3","2","83.8"
"r_33","8","1000cp","2023Q3","0","402.8"
"r_33","8","1000cp","2023Q3","1","306.6"
"r_33","8","1000cp","2023Q3","2","96.2"
"r_33","9","1000cp","2023Q3","0","347"
"r_33","9","1000cp","2023Q3","1","206"
"r_33","9","1000cp","2023Q3","2","141"
"r_34","total","1000cp","2022Q1","0","2868"
"r_34","total","1000cp","2022Q1","1","1519.9"
"r_34","total","1000cp","2022Q1","2","1348.1"
"r_34","1","1000cp","2022Q1","0","155.9"
"r_34","1","1000cp","2022Q1","1","93.4"
"r_34","1","1000cp","2022Q1","2","62.6"
"r_34","2","1000cp","2022Q1","0","547.1"
"r_34","2","1000cp","2022Q1","1","194.5"
"r_34","2","1000cp","2022Q1","2","352.6"
"r_34","3","1000cp","2022Q1","0","259"
"r_34","3","1000cp","2022Q1","1","139.1"
"r_34","3","1000cp","2022Q1","2","119.9"
"r_34","4","1000cp","2022Q1","0","165.7"
"r_34","4","1000cp","2022Q1","1","45.1"
"r_34","4","1000cp","2022Q1","2","120.6"
"r_34","5","1000cp","2022Q1","0","563.8"
"r_34","5","1000cp","2022Q1","1","204.2"
"r_34","5","1000cp","2022Q1","2","359.6"
"r_34","6","1000cp","2022Q1","0","80"
"r_34","6","1000cp","2022Q1","1","52.1"
"r_34","6","1000cp","2022Q1","2","27.9"
"r_34","7","1000cp","2022Q1","0","346.3"
"r_34","7","1000cp","2022Q1","1","265.4"
"r_34","7","1000cp","2022Q1","2","80.8"
"r_34","8","1000cp","2022Q1","0","399.5"
"r_34","8","1000cp","2022Q1","1","306.5"
"r_34","8","1000cp","2022Q1","2","93"
"r_34","9","1000cp","2022Q1","0","326.3"
"r_34","9","1000cp","2022Q1","1","198.2"
"r_34","9","1000cp","2022Q1","2","128.1"
"r_35","total","1000cp","2022Q2","0","2913.6"
"r_35","total","1000cp","2022Q2","1","1545.3"
"r_35","total","1000cp","2022Q2","2","1368.3"
"r_35","1","1000cp","2022Q2","0","160.7"
"r_35","1","1000cp","2022Q2","1","92.7"
"r_35","1","1000cp","2022Q2","2","68"
"r_35","2","1000cp","2022Q2","0","547.6"
"r_35","2","1000cp","2022Q2","1","194.6"
"r_35","2","1000cp","2022Q2","2","353"
"r_35","3","1000cp","2022Q2","0","269.3"
"r_35","3","1000cp","2022Q2","1","144.9"
"r_35","3","1000cp","2022Q2","2","124.4"
"r_35","4","1000cp","2022Q2","0","172.4"
"r_35","4","1000cp","2022Q2","1","49.5"
"r_35","4","1000cp","2022Q2","2","122.8"
"r_35","5","1000cp","2022Q2","0","567.3"
"r_35","5","1000cp","2022Q2","1","212.7"
"r_35","5","1000cp","2022Q2","2","354.6"
"r_35","6","1000cp","2022Q2","0","89.2"
"r_35","6","1000cp","2022Q2","1","58.6"
"r_35","6","1000cp","2022Q2","2","30.5"
"r_35","7","1000cp","2022Q2","0","346.6"
"r_35","7","1000cp","2022Q2","1","263.8"
"r_35","7","1000cp","2022Q2","2","82.8"
"r_35","8","1000cp","2022Q2","0","402.8"
"r_35","8","1000cp","2022Q2","1","307.3"
"r_35","8","1000cp","2022Q2","2","95.5"
"r_35","9","1000cp","2022Q2","0","335.8"
"r_35","9","1000cp","2022Q2","1","203.4"
"r_35","9","1000cp","2022Q2","2","132.4"
"r_36","total","1000cp","2022Q3","0","3000.2"
"r_36","total","1000cp","2022Q3","1","1597.5"
"r_36","total","1000cp","2022Q3","2","1402.7"
"r_36","1","1000cp","2022Q3","0","161.5"
"r_36","1","1000cp","2022Q3","1","97"
"r_36","1","1000cp","2022Q3","2","64.5"
"r_36","2","1000cp","2022Q3","0","531.2"
"r_36","2","1000cp","2022Q3","1","182"
"r_36","2","1000cp","2022Q3","2","349.2"
"r_36","3","1000cp","2022Q3","0","287.7"
"r_36","3","1000cp","2022Q3","1","154.8"
"r_36","3","1000cp","2022Q3","2","132.9"
"r_36","4","1000cp","2022Q3","0","175.9"
"r_36","4","1000cp","2022Q3","1","51.2"
"r_36","4","1000cp","2022Q3","2","124.7"
"r_36","5","1000cp","2022Q3","0","581.4"
"r_36","5","1000cp","2022Q3","1","221.7"
"r_36","5","1000cp","2022Q3","2","359.6"
"r_36","6","1000cp","2022Q3","0","102.2"
"r_36","6","1000cp","2022Q3","1","70"
"r_36","6","1000cp","2022Q3","2","32.2"
"r_36","7","1000cp","2022Q3","0","360.3"
"r_36","7","1000cp","2022Q3","1","271.2"
"r_36","7","1000cp","2022Q3","2","89"
"r_36","8","1000cp","2022Q3","0","401.1"
"r_36","8","1000cp","2022Q3","1","305"
"r_36","8","1000cp","2022Q3","2","96.1"
"r_36","9","1000cp","2022Q3","0","381.2"
"r_36","9","1000cp","2022Q3","1","230.6"
"r_36","9","1000cp","2022Q3","2","150.6"
"r_37","total","1000cp","2022Q4","0","2980.5"
"r_37","total","1000cp","2022Q4","1","1581.8"
"r_37","total","1000cp","2022Q4","2","1398.7"
"r_37","1","1000cp","2022Q4","0","156.4"
"r_37","1","1000cp","2022Q4","1","92.2"
"r_37","1","1000cp","2022Q4","2","64.2"
"r_37","2","1000cp","2022Q4","0","528.6"
"r_37","2","1000cp","2022Q4","1","189.6"
"r_37","2","1000cp","2022Q4","2","339"
"r_37","3","1000cp","2022Q4","0","270.8"
"r_37","3","1000cp","2022Q4","1","144.4"
"r_37","3","1000cp","2022Q4","2","126.4"
"r_37","4","1000cp","2022Q4","0","185.7"
"r_37","4","1000cp","2022Q4","1","51.2"
"r_37","4","1000cp","2022Q4","2","134.6"
"r_37","5","1000cp","2022Q4","0","599.7"
"r_37","5","1000cp","2022Q4","1","220"
"r_37","5","1000cp","2022Q4","2","379.7"
"r_37","6","1000cp","2022Q4","0","86.2"
"r_37","6","1000cp","2022Q4","1","57.1"
"r_37","6","1000cp","2022Q4","2","29.1"
"r_37","7","1000cp","2022Q4","0","376.5"
"r_37","7","1000cp","2022Q4","1","289.2"
"r_37","7","1000cp","2022Q4","2","87.3"
"r_37","8","1000cp","2022Q4","0","397.9"
"r_37","8","1000cp","2022Q4","1","300.4"
"r_37","8","1000cp","2022Q4","2","97.5"
"r_37","9","1000cp","2022Q4","0","357.3"
"r_37","9","1000cp","2022Q4","1","220.2"
"r_37","9","1000cp","2022Q4","2","137.1"
"r_38","total","1000cp","2023Q4","0","2920.6"
"r_38","total","1000cp","2023Q4","1","1556.5"
"r_38","total","1000cp","2023Q4","2","1364.1"
"r_38","1","1000cp","2023Q4","0","158.7"
"r_38","1","1000cp","2023Q4","1","92.8"
"r_38","1","1000cp","2023Q4","2","65.9"
"r_38","2","1000cp","2023Q4","0","524.6"
"r_38","2","1000cp","2023Q4","1","192.4"
"r_38","2","1000cp","2023Q4","2","332.2"
"r_38","3","1000cp","2023Q4","0","287.3"
"r_38","3","1000cp","2023Q4","1","153"
"r_38","3","1000cp","2023Q4","2","134.3"
"r_38","4","1000cp","2023Q4","0","187.5"
"r_38","4","1000cp","2023Q4","1","55.2"
"r_38","4","1000cp","2023Q4","2","132.3"
"r_38","5","1000cp","2023Q4","0","578.4"
"r_38","5","1000cp","2023Q4","1","216.1"
"r_38","5","1000cp","2023Q4","2","362.3"
"r_38","6","1000cp","2023Q4","0","75.4"
"r_38","6","1000cp","2023Q4","1","51.7"
"r_38","6","1000cp","2023Q4","2","23.7"
"r_38","7","1000cp","2023Q4","0","359.6"
"r_38","7","1000cp","2023Q4","1","276.8"
"r_38","7","1000cp","2023Q4","2","82.8"
"r_38","8","1000cp","2023Q4","0","393.2"
"r_38","8","1000cp","2023Q4","1","303.6"
"r_38","8","1000cp","2023Q4","2","89.7"
"r_38","9","1000cp","2023Q4","0","333.7"
"r_38","9","1000cp","2023Q4","1","198"
"r_38","9","1000cp","2023Q4","2","135.7"
"r_39","total","1000cp","2024Q1","0","2907.3"
"r_39","total","1000cp","2024Q1","1","1547.1"
"r_39","total","1000cp","2024Q1","2","1360.2"
"r_39","1","1000cp","2024Q1","0","168.4"
"r_39","1","1000cp","2024Q1","1","99.3"
"r_39","1","1000cp","2024Q1","2","69.1"
"r_39","2","1000cp","2024Q1","0","552"
"r_39","2","1000cp","2024Q1","1","197.4"
"r_39","2","1000cp","2024Q1","2","354.5"
"r_39","3","1000cp","2024Q1","0","288.6"
"r_39","3","1000cp","2024Q1","1","152.1"
"r_39","3","1000cp","2024Q1","2","136.5"
"r_39","4","1000cp","2024Q1","0","182.4"
"r_39","4","1000cp","2024Q1","1","57.3"
"r_39","4","1000cp","2024Q1","2","125.1"
"r_39","5","1000cp","2024Q1","0","577.9"
"r_39","5","1000cp","2024Q1","1","208.4"
"r_39","5","1000cp","2024Q1","2","369.6"
"r_39","6","1000cp","2024Q1","0","69.6"
"r_39","6","1000cp","2024Q1","1","50.5"
"r_39","6","1000cp","2024Q1","2","19.1"
"r_39","7","1000cp","2024Q1","0","358.5"
"r_39","7","1000cp","2024Q1","1","282.5"
"r_39","7","1000cp","2024Q1","2","76"
"r_39","8","1000cp","2024Q1","0","371.7"
"r_39","8","1000cp","2024Q1","1","289.6"
"r_39","8","1000cp","2024Q1","2","82.1"
"r_39","9","1000cp","2024Q1","0","313.5"
"r_39","9","1000cp","2024Q1","1","190.2"
"r_39","9","1000cp","2024Q1","2","123.3"
"r_40","total","1000cp","2021Q1","0","2838.8"
"r_40","total","1000cp","2021Q1","1","1517.4"
"r_40","total","1000cp","2021Q1","2","1321.4"
"r_40","1","1000cp","2021Q1","0","150.1"
"r_40","1","1000cp","2021Q1","1","89.5"
"r_40","1","1000cp","2021Q1","2","60.7"
"r_40","2","1000cp","2021Q1","0","527.9"
"r_40","2","1000cp","2021Q1","1","192.1"
"r_40","2","1000cp","2021Q1","2","335.8"
"r_40","3","1000cp","2021Q1","0","270.7"
"r_40","3","1000cp","2021Q1","1","135.4"
"r_40","3","1000cp","2021Q1","2","135.3"
"r_40","4","1000cp","2021Q1","0","168.1"
"r_40","4","1000cp","2021Q1","1","42.8"
"r_40","4","1000cp","2021Q1","2","125.3"
"r_40","5","1000cp","2021Q1","0","536.8"
"r_40","5","1000cp","2021Q1","1","202.9"
"r_40","5","1000cp","2021Q1","2","333.9"
"r_40","6","1000cp","2021Q1","0","78.5"
"r_40","6","1000cp","2021Q1","1","54.6"
"r_40","6","1000cp","2021Q1","2","23.9"
"r_40","7","1000cp","2021Q1","0","374.1"
"r_40","7","1000cp","2021Q1","1","280.2"
"r_40","7","1000cp","2021Q1","2","93.9"
"r_40","8","1000cp","2021Q1","0","386.1"
"r_40","8","1000cp","2021Q1","1","293.9"
"r_40","8","1000cp","2021Q1","2","92.2"
"r_40","9","1000cp","2021Q1","0","323.1"
"r_40","9","1000cp","2021Q1","1","204.3"
"r_40","9","1000cp","2021Q1","2","118.8"
"r_41","total","1000cp","2021Q2","0","2866.3"
"r_41","total","1000cp","2021Q2","1","1532.2"
"r_41","total","1000cp","2021Q2","2","1334.2"
"r_41","1","1000cp","2021Q2","0","151.9"
"r_41","1","1000cp","2021Q2","1","91"
"r_41","1","1000cp","2021Q2","2","60.9"
"r_41","2","1000cp","2021Q2","0","541.6"
"r_41","2","1000cp","2021Q2","1","196.7"
"r_41","2","1000cp","2021Q2","2","344.9"
"r_41","3","1000cp","2021Q2","0","271.9"
"r_41","3","1000cp","2021Q2","1","142.6"
"r_41","3","1000cp","2021Q2","2","129.3"
"r_41","4","1000cp","2021Q2","0","167.2"
"r_41","4","1000cp","2021Q2","1","43.8"
"r_41","4","1000cp","2021Q2","2","123.4"
"r_41","5","1000cp","2021Q2","0","546.2"
"r_41","5","1000cp","2021Q2","1","205.4"
"r_41","5","1000cp","2021Q2","2","340.8"
"r_41","6","1000cp","2021Q2","0","85.5"
"r_41","6","1000cp","2021Q2","1","56.7"
"r_41","6","1000cp","2021Q2","2","28.7"
"r_41","7","1000cp","2021Q2","0","366.4"
"r_41","7","1000cp","2021Q2","1","272.5"
"r_41","7","1000cp","2021Q2","2","93.9"
"r_41","8","1000cp","2021Q2","0","387.7"
"r_41","8","1000cp","2021Q2","1","298.3"
"r_41","8","1000cp","2021Q2","2","89.4"
"r_41","9","1000cp","2021Q2","0","324.3"
"r_41","9","1000cp","2021Q2","1","205"
"r_41","9","1000cp","2021Q2","2","119.3"
"r_42","total","1000cp","2021Q3","0","2927.8"
"r_42","total","1000cp","2021Q3","1","1560.6"
"r_42","total","1000cp","2021Q3","2","1367.3"
"r_42","1","1000cp","2021Q3","0","144.8"
"r_42","1","1000cp","2021Q3","1","92.5"
"r_42","1","1000cp","2021Q3","2","52.3"
"r_42","2","1000cp","2021Q3","0","554.6"
"r_42","2","1000cp","2021Q3","1","190.2"
"r_42","2","1000cp","2021Q3","2","364.4"
"r_42","3","1000cp","2021Q3","0","288.6"
"r_42","3","1000cp","2021Q3","1","156.4"
"r_42","3","1000cp","2021Q3","2","132.2"
"r_42","4","1000cp","2021Q3","0","174.6"
"r_42","4","1000cp","2021Q3","1","45.4"
"r_42","4","1000cp","2021Q3","2","129.2"
"r_42","5","1000cp","2021Q3","0","559.6"
"r_42","5","1000cp","2021Q3","1","216"
"r_42","5","1000cp","2021Q3","2","343.6"
"r_42","6","1000cp","2021Q3","0","107.3"
"r_42","6","1000cp","2021Q3","1","70"
"r_42","6","1000cp","2021Q3","2","37.3"
"r_42","7","1000cp","2021Q3","0","360.3"
"r_42","7","1000cp","2021Q3","1","272"
"r_42","7","1000cp","2021Q3","2","88.3"
"r_42","8","1000cp","2021Q3","0","376.1"
"r_42","8","1000cp","2021Q3","1","283"
"r_42","8","1000cp","2021Q3","2","93.1"
"r_42","9","1000cp","2021Q3","0","337.8"
"r_42","9","1000cp","2021Q3","1","215.9"
"r_42","9","1000cp","2021Q3","2","121.9"
"r_43","total","1000cp","2021Q4","0","2875.8"
"r_43","total","1000cp","2021Q4","1","1532.2"
"r_43","total","1000cp","2021Q4","2","1343.7"
"r_43","1","1000cp","2021Q4","0","148.1"
"r_43","1","1000cp","2021Q4","1","93.5"
"r_43","1","1000cp","2021Q4","2","54.6"
"r_43","2","1000cp","2021Q4","0","545.3"
"r_43","2","1000cp","2021Q4","1","188.4"
"r_43","2","1000cp","2021Q4","2","356.9"
"r_43","3","1000cp","2021Q4","0","278.3"
"r_43","3","1000cp","2021Q4","1","149.9"
"r_43","3","1000cp","2021Q4","2","128.5"
"r_43","4","1000cp","2021Q4","0","164.6"
"r_43","4","1000cp","2021Q4","1","42.4"
"r_43","4","1000cp","2021Q4","2","122.2"
"r_43","5","1000cp","2021Q4","0","550.5"
"r_43","5","1000cp","2021Q4","1","200.4"
"r_43","5","1000cp","2021Q4","2","350"
"r_43","6","1000cp","2021Q4","0","93.6"
"r_43","6","1000cp","2021Q4","1","61.3"
"r_43","6","1000cp","2021Q4","2","32.3"
"r_43","7","1000cp","2021Q4","0","350.9"
"r_43","7","1000cp","2021Q4","1","268"
"r_43","7","1000cp","2021Q4","2","82.9"
"r_43","8","1000cp","2021Q4","0","386.2"
"r_43","8","1000cp","2021Q4","1","295.6"
"r_43","8","1000cp","2021Q4","2","90.6"
"r_43","9","1000cp","2021Q4","0","336.9"
"r_43","9","1000cp","2021Q4","1","214.1"
"r_43","9","1000cp","2021Q4","2","122.7"
"r_44","total","1000cp","2024Q2","0","2930.3"
"r_44","total","1000cp","2024Q2","1","1553.8"
"r_44","total","1000cp","2024Q2","2","1376.5"
"r_44","1","1000cp","2024Q2","0","173.5"
"r_44","1","1000cp","2024Q2","1","102"
"r_44","1","1000cp","2024Q2","2","71.5"
"r_44","2","1000cp","2024Q2","0","548.7"
"r_44","2","1000cp","2024Q2","1","194.8"
"r_44","2","1000cp","2024Q2","2","353.8"
"r_44","3","1000cp","2024Q2","0","293.7"
"r_44","3","1000cp","2024Q2","1","158.2"
"r_44","3","1000cp","2024Q2","2","135.5"
"r_44","4","1000cp","2024Q2","0","180.3"
"r_44","4","1000cp","2024Q2","1","57.1"
"r_44","4","1000cp","2024Q2","2","123.2"
"r_44","5","1000cp","2024Q2","0","577.3"
"r_44","5","1000cp","2024Q2","1","201.8"
"r_44","5","1000cp","2024Q2","2","375.5"
"r_44","6","1000cp","2024Q2","0","73.8"
"r_44","6","1000cp","2024Q2","1","56"
"r_44","6","1000cp","2024Q2","2","17.8"
"r_44","7","1000cp","2024Q2","0","351.7"
"r_44","7","1000cp","2024Q2","1","273.8"
"r_44","7","1000cp","2024Q2","2","77.9"
"r_44","8","1000cp","2024Q2","0","388.5"
"r_44","8","1000cp","2024Q2","1","297.1"
"r_44","8","1000cp","2024Q2","2","91.4"
"r_44","9","1000cp","2024Q2","0","320.8"
"r_44","9","1000cp","2024Q2","1","194.9"
"r_44","9","1000cp","2024Q2","2","125.9"
"r_45","total","1000cp","2024Q3","0","2964.8"
"r_45","total","1000cp","2024Q3","1","1571.2"
"r_45","total","1000cp","2024Q3","2","1393.5"
"r_45","1","1000cp","2024Q3","0","215.5"
"r_45","1","1000cp","2024Q3","1","127.5"
"r_45","1","1000cp","2024Q3","2","88.1"
"r_45","2","1000cp","2024Q3","0","623.3"
"r_45","2","1000cp","2024Q3","1","231.5"
"r_45","2","1000cp","2024Q3","2","391.9"
"r_45","3","1000cp","2024Q3","0","326.8"
"r_45","3","1000cp","2024Q3","1","180.3"
"r_45","3","1000cp","2024Q3","2","146.4"
"r_45","4","1000cp","2024Q3","0","183.6"
"r_45","4","1000cp","2024Q3","1","54.3"
"r_45","4","1000cp","2024Q3","2","129.3"
"r_45","5","1000cp","2024Q3","0","543.8"
"r_45","5","1000cp","2024Q3","1","194.6"
"r_45","5","1000cp","2024Q3","2","349.2"
"r_45","6","1000cp","2024Q3","0","62.5"
"r_45","6","1000cp","2024Q3","1","45.2"
"r_45","6","1000cp","2024Q3","2","17.3"
"r_45","7","1000cp","2024Q3","0","336.3"
"r_45","7","1000cp","2024Q3","1","261.3"
"r_45","7","1000cp","2024Q3","2","75"
"r_45","8","1000cp","2024Q3","0","361.4"
"r_45","8","1000cp","2024Q3","1","279.8"
"r_45","8","1000cp","2024Q3","2","81.6"
"r_45","9","1000cp","2024Q3","0","290.1"
"r_45","9","1000cp","2024Q3","1","178.8"
"r_45","9","1000cp","2024Q3","2","111.3"
"r_46","total","1000cp","2024Q4","0","2929.1"
"r_46","total","1000cp","2024Q4","1","1544.4"
"r_46","total","1000cp","2024Q4","2","1384.7"
"r_46","1","1000cp","2024Q4","0","227.7"
"r_46","1","1000cp","2024Q4","1","140.4"
"r_46","1","1000cp","2024Q4","2","87.3"
"r_46","2","1000cp","2024Q4","0","665.3"
"r_46","2","1000cp","2024Q4","1","239.8"
"r_46","2","1000cp","2024Q4","2","425.5"
"r_46","3","1000cp","2024Q4","0","326.3"
"r_46","3","1000cp","2024Q4","1","177.5"
"r_46","3","1000cp","2024Q4","2","148.8"
"r_46","4","1000cp","2024Q4","0","193.6"
"r_46","4","1000cp","2024Q4","1","59.3"
"r_46","4","1000cp","2024Q4","2","134.3"
"r_46","5","1000cp","2024Q4","0","546.2"
"r_46","5","1000cp","2024Q4","1","210.9"
"r_46","5","1000cp","2024Q4","2","335.3"
"r_46","6","1000cp","2024Q4","0","58.2"
"r_46","6","1000cp","2024Q4","1","40.3"
"r_46","6","1000cp","2024Q4","2","17.9"
"r_46","7","1000cp","2024Q4","0","319"
"r_46","7","1000cp","2024Q4","1","251.2"
