RevisionColumn,NUTS,Units,periods,GenderID,ValueColumn
"r_2","BG313","1000cp","2003Q4","0","63.4"
"r_2","BG313","1000cp","2003Q4","1","32.9"
"r_2","BG313","1000cp","2003Q4","2","30.5"
"r_2","BG313","1000cp","2004Q1","0","61"
"r_2","BG313","1000cp","2004Q1","1","31.7"
"r_2","BG313","1000cp","2004Q1","2","29.3"
"r_2","BG313","1000cp","2004Q2","0","65.6"
"r_2","BG313","1000cp","2004Q2","1","36.2"
"r_2","BG313","1000cp","2004Q2","2","29.4"
"r_2","BG313","1000cp","2004Q3","0","71.1"
"r_2","BG313","1000cp","2004Q3","1","36.8"
"r_2","BG313","1000cp","2004Q3","2","34.3"
"r_2","BG313","1000cp","2004Q4","0","73.7"
"r_2","BG313","1000cp","2004Q4","1","38"
"r_2","BG313","1000cp","2004Q4","2","35.7"
"r_2","BG313","1000cp","2005Q1","0","59.5"
"r_2","BG313","1000cp","2005Q1","1","31.5"
"r_2","BG313","1000cp","2005Q1","2","28"
"r_2","BG313","1000cp","2005Q2","0","65.9"
"r_2","BG313","1000cp","2005Q2","1","34.6"
"r_2","BG313","1000cp","2005Q2","2","31.4"
"r_2","BG313","1000cp","2005Q3","0","68.7"
"r_2","BG313","1000cp","2005Q3","1","35.9"
"r_2","BG313","1000cp","2005Q3","2","32.8"
"r_2","BG313","1000cp","2005Q4","0","68"
"r_2","BG313","1000cp","2005Q4","1","37"
"r_2","BG313","1000cp","2005Q4","2","31"
"r_2","BG313","1000cp","2006Q1","0","66.4"
"r_2","BG313","1000cp","2006Q1","1","36.5"
"r_2","BG313","1000cp","2006Q1","2","29.8"
"r_2","BG313","1000cp","2006Q2","0","69.6"
"r_2","BG313","1000cp","2006Q2","1","36.5"
"r_2","BG313","1000cp","2006Q2","2","33.2"
"r_2","BG313","1000cp","2006Q3","0","70.2"
"r_2","BG313","1000cp","2006Q3","1","37.9"
"r_2","BG313","1000cp","2006Q3","2","32.3"
"r_2","BG313","1000cp","2006Q4","0","72.4"
"r_2","BG313","1000cp","2006Q4","1","40.4"
"r_2","BG313","1000cp","2006Q4","2","32.1"
