RevisionColumn,HBS_Meassure,HBS_PR,Residence,periods,ValueColumn
"r_10","3","1106","0","2023","6.1"
"r_10","3","1106","1","2023","5.9"
"r_10","3","1106","2","2023","6.9"
"r_10","3","1107","0","2023","7.4"
"r_10","3","1107","1","2023","7.8"
"r_10","3","1107","2","2023","6.1"
"r_10","3","1108","0","2023","4.2"
"r_10","3","1108","1","2023","4.2"
"r_10","3","1108","2","2023","3.9"
"r_10","3","1109","0","2023","5.6"
"r_10","3","1109","1","2023","6.2"
"r_10","3","1109","2","2023","3.1"
"r_10","3","1110","0","2023","4.8"
"r_10","3","1110","1","2023","5.1"
"r_10","3","1110","2","2023","3.6"
"r_10","3","12","0","2023","5.5"
"r_10","3","12","1","2023","5.9"
"r_10","3","12","2","2023","4"
"r_10","3","13","0","2023","8"
"r_10","3","13","1","2023","8.6"
"r_10","3","13","2","2023","5.9"
"r_10","3","14","0","2023","0.9"
"r_10","3","14","1","2023","0.9"
"r_10","3","14","2","2023","0.9"
"r_10","3","15","0","2023","3.9"
"r_10","3","15","1","2023","3.4"
"r_10","3","15","2","2023","5.5"
"r_11","1","1","0","2024","23223"
"r_11","1","1","1","2024","24457"
"r_11","1","1","2","2024","19346"
"r_11","1","11","0","2024","18747"
"r_11","1","11","1","2024","19597"
"r_11","1","11","2","2024","16073"
"r_11","1","1101","0","2024","6578"
"r_11","1","1101","1","2024","6742"
"r_11","1","1101","2","2024","6062"
"r_11","1","1102","0","2024","899"
"r_11","1","1102","1","2024","895"
"r_11","1","1102","2","2024","912"
"r_11","1","1103","0","2024","867"
"r_11","1","1103","1","2024","959"
"r_11","1","1103","2","2024","579"
"r_11","1","1104","0","2024","2510"
"r_11","1","1104","1","2024","2492"
"r_11","1","1104","2","2024","2567"
"r_11","1","1105","0","2024","1136"
"r_11","1","1105","1","2024","1177"
"r_11","1","1105","2","2024","1006"
"r_11","1","1106","0","2024","1426"
"r_11","1","1106","1","2024","1468"
"r_11","1","1106","2","2024","1295"
"r_11","1","1107","0","2024","1671"
"r_11","1","1107","1","2024","1765"
"r_11","1","1107","2","2024","1376"
"r_11","1","1108","0","2024","957"
"r_11","1","1108","1","2024","1006"
"r_11","1","1108","2","2024","802"
"r_11","1","1109","0","2024","1553"
"r_11","1","1109","1","2024","1815"
"r_11","1","1109","2","2024","730"
"r_11","1","1110","0","2024","1149"
"r_11","1","1110","1","2024","1278"
"r_11","1","1110","2","2024","744"
"r_11","1","12","0","2024","1354"
"r_11","1","12","1","2024","1514"
"r_11","1","12","2","2024","852"
"r_11","1","13","0","2024","1913"
"r_11","1","13","1","2024","2115"
"r_11","1","13","2","2024","1279"
"r_11","1","14","0","2024","224"
"r_11","1","14","1","2024","229"
"r_11","1","14","2","2024","208"
"r_11","1","15","0","2024","985"
"r_11","1","15","1","2024","1001"
"r_11","1","15","2","2024","934"
"r_11","2","1","0","2024","11654"
"r_11","2","1","1","2024","12391"
"r_11","2","1","2","2024","9427"
"r_11","2","11","0","2024","9408"
"r_11","2","11","1","2024","9929"
"r_11","2","11","2","2024","7832"
"r_11","2","1101","0","2024","3301"
"r_11","2","1101","1","2024","3416"
"r_11","2","1101","2","2024","2954"
"r_11","2","1102","0","2024","451"
"r_11","2","1102","1","2024","453"
"r_11","2","1102","2","2024","444"
"r_11","2","1103","0","2024","435"
"r_11","2","1103","1","2024","486"
"r_11","2","1103","2","2024","282"
"r_11","2","1104","0","2024","1260"
"r_11","2","1104","1","2024","1263"
"r_11","2","1104","2","2024","1251"
"r_11","2","1105","0","2024","570"
"r_11","2","1105","1","2024","596"
"r_11","2","1105","2","2024","490"
"r_11","2","1106","0","2024","716"
"r_11","2","1106","1","2024","744"
"r_11","2","1106","2","2024","631"
"r_11","2","1107","0","2024","839"
"r_11","2","1107","1","2024","894"
"r_11","2","1107","2","2024","670"
"r_11","2","1108","0","2024","480"
"r_11","2","1108","1","2024","510"
"r_11","2","1108","2","2024","391"
"r_11","2","1109","0","2024","780"
"r_11","2","1109","1","2024","920"
"r_11","2","1109","2","2024","355"
"r_11","2","1110","0","2024","577"
"r_11","2","1110","1","2024","648"
"r_11","2","1110","2","2024","363"
"r_11","2","12","0","2024","680"
"r_11","2","12","1","2024","767"
"r_11","2","12","2","2024","415"
"r_11","2","13","0","2024","960"
"r_11","2","13","1","2024","1072"
"r_11","2","13","2","2024","623"
"r_11","2","14","0","2024","113"
"r_11","2","14","1","2024","116"
"r_11","2","14","2","2024","102"
"r_11","2","15","0","2024","494"
"r_11","2","15","1","2024","507"
"r_11","2","15","2","2024","455"
"r_11","3","1","0","2024","100"
"r_11","3","1","1","2024","100"
"r_11","3","1","2","2024","100"
"r_11","3","11","0","2024","80.7"
"r_11","3","11","1","2024","80.1"
"r_11","3","11","2","2024","83.1"
"r_11","3","1101","0","2024","28.3"
"r_11","3","1101","1","2024","27.6"
"r_11","3","1101","2","2024","31.3"
"r_11","3","1102","0","2024","3.9"
"r_11","3","1102","1","2024","3.7"
"r_11","3","1102","2","2024","4.7"
"r_11","3","1103","0","2024","3.7"
"r_11","3","1103","1","2024","3.9"
"r_11","3","1103","2","2024","3"
"r_11","3","1104","0","2024","10.8"
"r_11","3","1104","1","2024","10.2"
"r_11","3","1104","2","2024","13.3"
"r_11","3","1105","0","2024","4.9"
"r_11","3","1105","1","2024","4.8"
"r_11","3","1105","2","2024","5.2"
"r_11","3","1106","0","2024","6.1"
"r_11","3","1106","1","2024","6"
"r_11","3","1106","2","2024","6.7"
"r_11","3","1107","0","2024","7.2"
"r_11","3","1107","1","2024","7.2"
"r_11","3","1107","2","2024","7.1"
"r_11","3","1108","0","2024","4.1"
"r_11","3","1108","1","2024","4.1"
"r_11","3","1108","2","2024","4.1"
"r_11","3","1109","0","2024","6.7"
"r_11","3","1109","1","2024","7.4"
"r_11","3","1109","2","2024","3.8"
"r_11","3","1110","0","2024","4.9"
"r_11","3","1110","1","2024","5.2"
"r_11","3","1110","2","2024","3.8"
"r_11","3","12","0","2024","5.8"
"r_11","3","12","1","2024","6.2"
"r_11","3","12","2","2024","4.4"
"r_11","3","13","0","2024","8.2"
"r_11","3","13","1","2024","8.6"
"r_11","3","13","2","2024","6.6"
"r_11","3","14","0","2024","1"
"r_11","3","14","1","2024","0.9"
"r_11","3","14","2","2024","1.1"
"r_11","3","15","0","2024","4.2"
"r_11","3","15","1","2024","4.1"
"r_11","3","15","2","2024","4.8"
