RevisionColumn,periods,Units,Indicators,NUTS,ValueColumn
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG","17822907"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG","18166262"
"r_3","2015X","num","3.5.2.5","BG3","1011"
"r_3","2015X","num","3.5.2.4","BG3","92834"
"r_3","2015X","num","3.5.2.6","BG3","2202400"
"r_3","2015X","num","3.5.2.2","BG3","320042"
"r_3","2015X","num","3.5.2.2.1","BG3","207713"
"r_3","2015X","num","3.5.2.2.2","BG3","112329"
"r_3","2015X","num","3.5.2.1","BG3","144895"
"r_3","2015X","num","3.5.2.1.1","BG3","107634"
"r_3","2015X","num","3.5.2.1.2","BG3","37261"
"r_3","2015X","BGN_tabl","3.5.2.3","BG3","13607889"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG3","7743177"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG3","5864712"
"r_3","2015X","num","3.5.2.5","BG31","180"
"r_3","2015X","num","3.5.2.4","BG31","8259"
"r_3","2015X","num","3.5.2.6","BG31","255452"
"r_3","2015X","num","3.5.2.2","BG31","40300"
"r_3","2015X","num","3.5.2.2.1","BG31","35845"
"r_3","2015X","num","3.5.2.2.2","BG31","4455"
"r_3","2015X","num","3.5.2.1","BG31","21763"
"r_3","2015X","num","3.5.2.1.1","BG31","19682"
"r_3","2015X","num","3.5.2.1.2","BG31","2081"
"r_3","2015X","BGN_tabl","3.5.2.3","BG31","1436829"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG31","1238597"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG31","198232"
"r_3","2015X","num","3.5.2.5","BG311","29"
"r_3","2015X","num","3.5.2.4","BG311","835"
"r_3","2015X","num","3.5.2.6","BG311","25723"
"r_3","2015X","num","3.5.2.2","BG311","4265"
"r_3","2015X","num","3.5.2.2.1","BG311","3536"
"r_3","2015X","num","3.5.2.2.2","BG311","729"
"r_3","2015X","num","3.5.2.1","BG311","3037"
"r_3","2015X","num","3.5.2.1.1","BG311","2477"
"r_3","2015X","num","3.5.2.1.2","BG311","560"
"r_3","2015X","BGN_tabl","3.5.2.3","BG311","160397"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG311","132827"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG311","27570"
"r_3","2015X","num","3.5.2.5","BG313","28"
"r_3","2015X","num","3.5.2.4","BG313","949"
"r_3","2015X","num","3.5.2.6","BG313","29419"
"r_3","2015X","num","3.5.2.2","BG313","6649"
"r_3","2015X","num","3.5.2.2.1","BG313","5523"
"r_3","2015X","num","3.5.2.2.2","BG313","1126"
"r_3","2015X","num","3.5.2.1","BG313","2915"
"r_3","2015X","num","3.5.2.1.1","BG313","2528"
"r_3","2015X","num","3.5.2.1.2","BG313","387"
"r_3","2015X","BGN_tabl","3.5.2.3","BG313","184867"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG313","147113"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG313","37754"
"r_3","2015X","num","3.5.2.5","BG315","71"
"r_3","2015X","num","3.5.2.4","BG315","3992"
"r_3","2015X","num","3.5.2.6","BG315","123719"
"r_3","2015X","num","3.5.2.2","BG315","16015"
"r_3","2015X","num","3.5.2.2.1","BG315","15362"
"r_3","2015X","num","3.5.2.2.2","BG315","653"
"r_3","2015X","num","3.5.2.1","BG315","9368"
"r_3","2015X","num","3.5.2.1.1","BG315","8988"
"r_3","2015X","num","3.5.2.1.2","BG315","380"
"r_3","2015X","BGN_tabl","3.5.2.3","BG315","570158"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG315","542745"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG315","27413"
"r_3","2015X","num","3.5.2.5","BG312","26"
"r_3","2015X","num","3.5.2.4","BG312","1204"
"r_3","2015X","num","3.5.2.6","BG312","37324"
"r_3","2015X","num","3.5.2.2","BG312","5044"
"r_3","2015X","num","3.5.2.2.1","BG312","4610"
"r_3","2015X","num","3.5.2.2.2","BG312","434"
"r_3","2015X","num","3.5.2.1","BG312","2131"
"r_3","2015X","num","3.5.2.1.1","BG312","1945"
"r_3","2015X","num","3.5.2.1.2","BG312","186"
"r_3","2015X","BGN_tabl","3.5.2.3","BG312","144506"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG312","123187"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG312","21319"
"r_3","2015X","num","3.5.2.5","BG314","26"
"r_3","2015X","num","3.5.2.4","BG314","1279"
"r_3","2015X","num","3.5.2.6","BG314","39267"
"r_3","2015X","num","3.5.2.2","BG314","8327"
"r_3","2015X","num","3.5.2.2.1","BG314","6814"
"r_3","2015X","num","3.5.2.2.2","BG314","1513"
"r_3","2015X","num","3.5.2.1","BG314","4312"
"r_3","2015X","num","3.5.2.1.1","BG314","3744"
"r_3","2015X","num","3.5.2.1.2","BG314","568"
"r_3","2015X","BGN_tabl","3.5.2.3","BG314","376901"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG314","292725"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG314","84176"
"r_3","2015X","num","3.5.2.5","BG32","255"
"r_3","2015X","num","3.5.2.4","BG32","11143"
"r_3","2015X","num","3.5.2.6","BG32","345495"
"r_3","2015X","num","3.5.2.2","BG32","59995"
"r_3","2015X","num","3.5.2.2.1","BG32","46999"
"r_3","2015X","num","3.5.2.2.2","BG32","12996"
"r_3","2015X","num","3.5.2.1","BG32","36388"
"r_3","2015X","num","3.5.2.1.1","BG32","28656"
"r_3","2015X","num","3.5.2.1.2","BG32","7732"
"r_3","2015X","BGN_tabl","3.5.2.3","BG32","2397813"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG32","1717208"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG32","680605"
"r_3","2015X","num","3.5.2.5","BG321","115"
"r_3","2015X","num","3.5.2.4","BG321","5045"
"r_3","2015X","num","3.5.2.6","BG321","156395"
"r_3","2015X","num","3.5.2.2","BG321","24366"
"r_3","2015X","num","3.5.2.2.1","BG321","18999"
"r_3","2015X","num","3.5.2.2.2","BG321","5367"
"r_3","2015X","num","3.5.2.1","BG321","16408"
"r_3","2015X","num","3.5.2.1.1","BG321","12331"
"r_3","2015X","num","3.5.2.1.2","BG321","4077"
"r_3","2015X","BGN_tabl","3.5.2.3","BG321","960315"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG321","688258"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG321","272057"
"r_3","2015X","num","3.5.2.5","BG322","58"
"r_3","2015X","num","3.5.2.4","BG322","3006"
"r_3","2015X","num","3.5.2.6","BG322","93186"
"r_3","2015X","num","3.5.2.2","BG322","12468"
"r_3","2015X","num","3.5.2.2.1","BG322","10089"
"r_3","2015X","num","3.5.2.2.2","BG322","2379"
"r_3","2015X","num","3.5.2.1","BG322","6635"
"r_3","2015X","num","3.5.2.1.1","BG322","5772"
"r_3","2015X","num","3.5.2.1.2","BG322","863"
"r_3","2015X","BGN_tabl","3.5.2.3","BG322","395598"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG322","303968"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG322","91630"
"r_3","2015X","num","3.5.2.5","BG324","16"
"r_3","2015X","num","3.5.2.4","BG324","609"
"r_3","2015X","num","3.5.2.6","BG324","18879"
"r_3","2015X","num","3.5.2.2","BG324","4130"
"r_3","2015X","num","3.5.2.2.1","BG324","3824"
"r_3","2015X","num","3.5.2.2.2","BG324","306"
"r_3","2015X","num","3.5.2.1","BG324","1923"
"r_3","2015X","num","3.5.2.1.1","BG324","1735"
"r_3","2015X","num","3.5.2.1.2","BG324","188"
"r_3","2015X","BGN_tabl","3.5.2.3","BG324","152707"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG324","140233"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG324","12474"
"r_3","2015X","num","3.5.2.5","BG323","46"
"r_3","2015X","num","3.5.2.4","BG323","1818"
"r_3","2015X","num","3.5.2.6","BG323","56358"
"r_3","2015X","num","3.5.2.2","BG323","15389"
"r_3","2015X","num","3.5.2.2.1","BG323","11067"
"r_3","2015X","num","3.5.2.2.2","BG323","4322"
"r_3","2015X","num","3.5.2.1","BG323","9117"
"r_3","2015X","num","3.5.2.1.1","BG323","6797"
"r_3","2015X","num","3.5.2.1.2","BG323","2320"
"r_3","2015X","BGN_tabl","3.5.2.3","BG323","739477"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG323","466536"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG323","272941"
"r_3","2015X","num","3.5.2.5","BG325","20"
"r_3","2015X","num","3.5.2.4","BG325","665"
"r_3","2015X","num","3.5.2.6","BG325","20677"
"r_3","2015X","num","3.5.2.2","BG325","3642"
"r_3","2015X","num","3.5.2.2.1","BG325","3020"
"r_3","2015X","num","3.5.2.2.2","BG325","622"
"r_3","2015X","num","3.5.2.1","BG325","2305"
"r_3","2015X","num","3.5.2.1.1","BG325","2021"
"r_3","2015X","num","3.5.2.1.2","BG325","284"
"r_3","2015X","BGN_tabl","3.5.2.3","BG325","149716"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG325","118213"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG325","31503"
"r_3","2015X","num","3.5.2.5","BG33","292"
"r_3","2015X","num","3.5.2.4","BG33","39905"
"r_3","2015X","num","3.5.2.6","BG33","851256"
"r_3","2015X","num","3.5.2.2","BG33","113012"
"r_3","2015X","num","3.5.2.2.1","BG33","54250"
"r_3","2015X","num","3.5.2.2.2","BG33","58762"
"r_3","2015X","num","3.5.2.1","BG33","44075"
"r_3","2015X","num","3.5.2.1.1","BG33","28641"
"r_3","2015X","num","3.5.2.1.2","BG33","15434"
"r_3","2015X","BGN_tabl","3.5.2.3","BG33","5094951"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG33","2096420"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG33","2998531"
"r_3","2015X","num","3.5.2.5","BG331","164"
"r_3","2015X","num","3.5.2.4","BG331","30157"
"r_3","2015X","num","3.5.2.6","BG331","627676"
"r_3","2015X","num","3.5.2.2","BG331","76178"
"r_3","2015X","num","3.5.2.2.1","BG331","33320"
"r_3","2015X","num","3.5.2.2.2","BG331","42858"
"r_3","2015X","num","3.5.2.1","BG331","28715"
"r_3","2015X","num","3.5.2.1.1","BG331","17199"
"r_3","2015X","num","3.5.2.1.2","BG331","11516"
"r_3","2015X","BGN_tabl","3.5.2.3","BG331","3709392"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG331","1361471"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG331","2347921"
"r_3","2015X","num","3.5.2.5","BG332","56"
"r_3","2015X","num","3.5.2.4","BG332","7248"
"r_3","2015X","num","3.5.2.6","BG332","146080"
"r_3","2015X","num","3.5.2.2","BG332","24065"
"r_3","2015X","num","3.5.2.2.1","BG332","9572"
"r_3","2015X","num","3.5.2.2.2","BG332","14493"
"r_3","2015X","num","3.5.2.1","BG332","7939"
"r_3","2015X","num","3.5.2.1.1","BG332","4789"
"r_3","2015X","num","3.5.2.1.2","BG332","3150"
"r_3","2015X","BGN_tabl","3.5.2.3","BG332","1002091"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG332","423901"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG332","578190"
"r_3","2015X","num","3.5.2.5","BG334","24"
"r_3","2015X","num","3.5.2.4","BG334","937"
"r_3","2015X","num","3.5.2.6","BG334","29047"
"r_3","2015X","num","3.5.2.2","BG334","4756"
"r_3","2015X","num","3.5.2.2.1","BG334","4198"
"r_3","2015X","num","3.5.2.2.2","BG334","558"
"r_3","2015X","num","3.5.2.1","BG334","3016"
"r_3","2015X","num","3.5.2.1.1","BG334","2732"
"r_3","2015X","num","3.5.2.1.2","BG334","284"
"r_3","2015X","BGN_tabl","3.5.2.3","BG334","158417"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG334","129260"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG334","29157"
"r_3","2015X","num","3.5.2.5","BG333","48"
"r_3","2015X","num","3.5.2.4","BG333","1563"
"r_3","2015X","num","3.5.2.6","BG333","48453"
"r_3","2015X","num","3.5.2.2","BG333","8013"
"r_3","2015X","num","3.5.2.2.1","BG333","7160"
"r_3","2015X","num","3.5.2.2.2","BG333","853"
"r_3","2015X","num","3.5.2.1","BG333","4405"
"r_3","2015X","num","3.5.2.1.1","BG333","3921"
"r_3","2015X","num","3.5.2.1.2","BG333","484"
"r_3","2015X","BGN_tabl","3.5.2.3","BG333","225051"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG333","181788"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG333","43263"
"r_3","2015X","num","3.5.2.5","BG34","284"
"r_3","2015X","num","3.5.2.4","BG34","33527"
"r_3","2015X","num","3.5.2.6","BG34","750197"
"r_3","2015X","num","3.5.2.2","BG34","106735"
"r_3","2015X","num","3.5.2.2.1","BG34","70619"
"r_3","2015X","num","3.5.2.2.2","BG34","36116"
"r_3","2015X","num","3.5.2.1","BG34","42669"
"r_3","2015X","num","3.5.2.1.1","BG34","30655"
"r_3","2015X","num","3.5.2.1.2","BG34","12014"
"r_3","2015X","BGN_tabl","3.5.2.3","BG34","4678296"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG34","2690952"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG34","1987344"
"r_3","2015X","num","3.5.2.5","BG341","122"
"r_3","2015X","num","3.5.2.4","BG341","26528"
"r_3","2015X","num","3.5.2.6","BG341","537009"
"r_3","2015X","num","3.5.2.2","BG341","60351"
"r_3","2015X","num","3.5.2.2.1","BG341","31672"
"r_3","2015X","num","3.5.2.2.2","BG341","28679"
"r_3","2015X","num","3.5.2.1","BG341","24482"
"r_3","2015X","num","3.5.2.1.1","BG341","15105"
"r_3","2015X","num","3.5.2.1.2","BG341","9377"
"r_3","2015X","BGN_tabl","3.5.2.3","BG341","2879741"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG341","1349934"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG341","1529807"
"r_3","2015X","num","3.5.2.5","BG342","82"
"r_3","2015X","num","3.5.2.4","BG342","2525"
"r_3","2015X","num","3.5.2.6","BG342","77017"
"r_3","2015X","num","3.5.2.2","BG342","9051"
"r_3","2015X","num","3.5.2.2.1","BG342","7783"
"r_3","2015X","num","3.5.2.2.2","BG342","1268"
"r_3","2015X","num","3.5.2.1","BG342","5060"
"r_3","2015X","num","3.5.2.1.1","BG342","4608"
"r_3","2015X","num","3.5.2.1.2","BG342","452"
"r_3","2015X","BGN_tabl","3.5.2.3","BG342","302023"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG342","237340"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG342","64683"
"r_3","2015X","num","3.5.2.5","BG344","59"
"r_3","2015X","num","3.5.2.4","BG344","3765"
"r_3","2015X","num","3.5.2.6","BG344","114909"
"r_3","2015X","num","3.5.2.2","BG344","32777"
"r_3","2015X","num","3.5.2.2.1","BG344","27786"
"r_3","2015X","num","3.5.2.2.2","BG344","4991"
"r_3","2015X","num","3.5.2.1","BG344","11365"
"r_3","2015X","num","3.5.2.1.1","BG344","9545"
"r_3","2015X","num","3.5.2.1.2","BG344","1820"
"r_3","2015X","BGN_tabl","3.5.2.3","BG344","1333425"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG344","988945"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG344","344480"
"r_3","2015X","num","3.5.2.5","BG343","21"
"r_3","2015X","num","3.5.2.4","BG343","709"
"r_3","2015X","num","3.5.2.6","BG343","21262"
"r_3","2015X","num","3.5.2.2","BG343","4556"
"r_3","2015X","num","3.5.2.2.1","BG343","3378"
"r_3","2015X","num","3.5.2.2.2","BG343","1178"
"r_3","2015X","num","3.5.2.1","BG343","1762"
"r_3","2015X","num","3.5.2.1.1","BG343","1397"
"r_3","2015X","num","3.5.2.1.2","BG343","365"
"r_3","2015X","BGN_tabl","3.5.2.3","BG343","163107"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG343","114733"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG343","48374"
"r_3","2015X","num","3.5.2.5","BG4","1009"
"r_3","2015X","num","3.5.2.4","BG4","57588"
"r_3","2015X","num","3.5.2.6","BG4","1754704"
"r_3","2015X","num","3.5.2.2","BG4","407789"
"r_3","2015X","num","3.5.2.2.1","BG4","239192"
"r_3","2015X","num","3.5.2.2.2","BG4","168597"
"r_3","2015X","num","3.5.2.1","BG4","216831"
"r_3","2015X","num","3.5.2.1.1","BG4","130227"
"r_3","2015X","num","3.5.2.1.2","BG4","86604"
"r_3","2015X","BGN_tabl","3.5.2.3","BG4","22381280"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG4","10079730"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG4","12301550"
"r_3","2015X","num","3.5.2.5","BG41","469"
"r_3","2015X","num","3.5.2.4","BG41","32826"
"r_3","2015X","num","3.5.2.6","BG41","1010418"
"r_3","2015X","num","3.5.2.2","BG41","255120"
"r_3","2015X","num","3.5.2.2.1","BG41","116964"
"r_3","2015X","num","3.5.2.2.2","BG41","138156"
"r_3","2015X","num","3.5.2.1","BG41","138496"
"r_3","2015X","num","3.5.2.1.1","BG41","66406"
"r_3","2015X","num","3.5.2.1.2","BG41","72090"
"r_3","2015X","BGN_tabl","3.5.2.3","BG41","15952820"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG41","5283608"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG41","10669212"
"r_3","2015X","num","3.5.2.5","BG413","205"
"r_3","2015X","num","3.5.2.4","BG413","13203"
"r_3","2015X","num","3.5.2.6","BG413","404532"
"r_3","2015X","num","3.5.2.2","BG413","63023"
"r_3","2015X","num","3.5.2.2.1","BG413","38021"
"r_3","2015X","num","3.5.2.2.2","BG413","25002"
"r_3","2015X","num","3.5.2.1","BG413","31888"
"r_3","2015X","num","3.5.2.1.1","BG413","20493"
"r_3","2015X","num","3.5.2.1.2","BG413","11395"
"r_3","2015X","BGN_tabl","3.5.2.3","BG413","2919436"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG413","1677624"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG413","1241812"
"r_3","2015X","num","3.5.2.5","BG415","55"
"r_3","2015X","num","3.5.2.4","BG415","2554"
"r_3","2015X","num","3.5.2.6","BG415","79127"
"r_3","2015X","num","3.5.2.2","BG415","8429"
"r_3","2015X","num","3.5.2.2.1","BG415","7463"
"r_3","2015X","num","3.5.2.2.2","BG415","966"
"r_3","2015X","num","3.5.2.1","BG415","4620"
"r_3","2015X","num","3.5.2.1.1","BG415","3999"
"r_3","2015X","num","3.5.2.1.2","BG415","621"
"r_3","2015X","BGN_tabl","3.5.2.3","BG415","199008"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG415","162779"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG415","36229"
"r_3","2015X","num","3.5.2.5","BG414","16"
"r_3","2015X","num","3.5.2.4","BG414","685"
"r_3","2015X","num","3.5.2.6","BG414","21235"
"r_3","2015X","num","3.5.2.2","BG414","2366"
"r_3","2015X","num","3.5.2.2.1","BG414","1690"
"r_3","2015X","num","3.5.2.2.2","BG414","676"
"r_3","2015X","num","3.5.2.1","BG414","1204"
"r_3","2015X","num","3.5.2.1.1","BG414","839"
"r_3","2015X","num","3.5.2.1.2","BG414","365"
"r_3","2015X","BGN_tabl","3.5.2.3","BG414","59473"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG414","37648"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG414","21825"
"r_3","2015X","num","3.5.2.5","BG412","67"
"r_3","2015X","num","3.5.2.4","BG412","5020"
"r_3","2015X","num","3.5.2.6","BG412","154076"
"r_3","2015X","num","3.5.2.2","BG412","23049"
"r_3","2015X","num","3.5.2.2.1","BG412","19017"
"r_3","2015X","num","3.5.2.2.2","BG412","4032"
"r_3","2015X","num","3.5.2.1","BG412","13223"
"r_3","2015X","num","3.5.2.1.1","BG412","11361"
"r_3","2015X","num","3.5.2.1.2","BG412","1862"
"r_3","2015X","BGN_tabl","3.5.2.3","BG412","878817"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG412","720566"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG412","158251"
"r_3","2015X","num","3.5.2.5","BG411","126"
"r_3","2015X","num","3.5.2.4","BG411","11364"
"r_3","2015X","num","3.5.2.6","BG411","351448"
"r_3","2015X","num","3.5.2.2","BG411","158253"
"r_3","2015X","num","3.5.2.2.1","BG411","50773"
"r_3","2015X","num","3.5.2.2.2","BG411","107480"
"r_3","2015X","num","3.5.2.1","BG411","87561"
"r_3","2015X","num","3.5.2.1.1","BG411","29714"
"r_3","2015X","num","3.5.2.1.2","BG411","57847"
"r_3","2015X","BGN_tabl","3.5.2.3","BG411","11896086"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG411","2684991"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG411","9211095"
"r_3","2015X","num","3.5.2.5","BG42","540"
"r_3","2015X","num","3.5.2.4","BG42","24762"
"r_3","2015X","num","3.5.2.6","BG42","744286"
"r_3","2015X","num","3.5.2.2","BG42","152669"
"r_3","2015X","num","3.5.2.2.1","BG42","122228"
"r_3","2015X","num","3.5.2.2.2","BG42","30441"
"r_3","2015X","num","3.5.2.1","BG42","78335"
"r_3","2015X","num","3.5.2.1.1","BG42","63821"
"r_3","2015X","num","3.5.2.1.2","BG42","14514"
"r_3","2015X","BGN_tabl","3.5.2.3","BG42","6428460"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG42","4796122"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG42","1632338"
"r_3","2015X","num","3.5.2.5","BG425","35"
"r_3","2015X","num","3.5.2.4","BG425","1099"
"r_3","2015X","num","3.5.2.6","BG425","33914"
"r_3","2015X","num","3.5.2.2","BG425","6311"
"r_3","2015X","num","3.5.2.2.1","BG425","5096"
"r_3","2015X","num","3.5.2.2.2","BG425","1215"
"r_3","2015X","num","3.5.2.1","BG425","4524"
"r_3","2015X","num","3.5.2.1.1","BG425","3620"
"r_3","2015X","num","3.5.2.1.2","BG425","904"
"r_3","2015X","BGN_tabl","3.5.2.3","BG425","232430"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG425","171135"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG425","61295"
"r_3","2015X","num","3.5.2.5","BG423","53"
"r_3","2015X","num","3.5.2.4","BG423","3939"
"r_3","2015X","num","3.5.2.6","BG423","118737"
"r_3","2015X","num","3.5.2.2","BG423","35893"
"r_3","2015X","num","3.5.2.2.1","BG423","32341"
"r_3","2015X","num","3.5.2.2.2","BG423","3552"
"r_3","2015X","num","3.5.2.1","BG423","16152"
"r_3","2015X","num","3.5.2.1.1","BG423","14909"
"r_3","2015X","num","3.5.2.1.2","BG423","1243"
"r_3","2015X","BGN_tabl","3.5.2.3","BG423","1724751"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG423","1514286"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG423","210465"
"r_3","2015X","num","3.5.2.5","BG421","179"
"r_3","2015X","num","3.5.2.4","BG421","9401"
"r_3","2015X","num","3.5.2.6","BG421","282647"
"r_3","2015X","num","3.5.2.2","BG421","77510"
"r_3","2015X","num","3.5.2.2.1","BG421","55869"
"r_3","2015X","num","3.5.2.2.2","BG421","21641"
"r_3","2015X","num","3.5.2.1","BG421","39317"
"r_3","2015X","num","3.5.2.1.1","BG421","29373"
"r_3","2015X","num","3.5.2.1.2","BG421","9944"
"r_3","2015X","BGN_tabl","3.5.2.3","BG421","3432247"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG421","2235915"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG421","1196332"
"r_3","2015X","num","3.5.2.5","BG424","237"
"r_3","2015X","num","3.5.2.4","BG424","8945"
"r_3","2015X","num","3.5.2.6","BG424","266370"
"r_3","2015X","num","3.5.2.2","BG424","23774"
"r_3","2015X","num","3.5.2.2.1","BG424","22072"
"r_3","2015X","num","3.5.2.2.2","BG424","1702"
"r_3","2015X","num","3.5.2.1","BG424","12652"
"r_3","2015X","num","3.5.2.1.1","BG424","11904"
"r_3","2015X","num","3.5.2.1.2","BG424","748"
"r_3","2015X","BGN_tabl","3.5.2.3","BG424","683917"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG424","624941"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG424","58976"
"r_3","2015X","num","3.5.2.5","BG422","36"
"r_3","2015X","num","3.5.2.4","BG422","1378"
"r_3","2015X","num","3.5.2.6","BG422","42618"
"r_3","2015X","num","3.5.2.2","BG422","9181"
"r_3","2015X","num","3.5.2.2.1","BG422","6850"
"r_3","2015X","num","3.5.2.2.2","BG422","2331"
"r_3","2015X","num","3.5.2.1","BG422","5690"
"r_3","2015X","num","3.5.2.1.1","BG422","4015"
"r_3","2015X","num","3.5.2.1.2","BG422","1675"
"r_3","2015X","BGN_tabl","3.5.2.3","BG422","355115"
"r_3","2015X","BGN_tabl","3.5.2.3.1","BG422","249845"
"r_3","2015X","BGN_tabl","3.5.2.3.2","BG422","105270"
"r_4","2015XI","num","3.5.2.5","BG","1901"
"r_4","2015XI","num","3.5.2.4","BG","107016"
"r_4","2015XI","num","3.5.2.6","BG","3150346"
"r_4","2015XI","num","3.5.2.2","BG","582631"
"r_4","2015XI","num","3.5.2.2.1","BG","418271"
"r_4","2015XI","num","3.5.2.2.2","BG","164360"
"r_4","2015XI","num","3.5.2.1","BG","314895"
"r_4","2015XI","num","3.5.2.1.1","BG","233530"
"r_4","2015XI","num","3.5.2.1.2","BG","81365"
"r_4","2015XI","BGN_tabl","3.5.2.3","BG","29225403"
"r_4","2015XI","BGN_tabl","3.5.2.3.1","BG","17098796"
"r_4","2015XI","BGN_tabl","3.5.2.3.2","BG","12126607"
"r_4","2015XI","num","3.5.2.5","BG3","912"
"r_4","2015XI","num","3.5.2.4","BG3","49808"
"r_4","2015XI","num","3.5.2.6","BG3","1459440"
"r_4","2015XI","num","3.5.2.2","BG3","213026"
"r_4","2015XI","num","3.5.2.2.1","BG3","173023"
"r_4","2015XI","num","3.5.2.2.2","BG3","40003"
"r_4","2015XI","num","3.5.2.1","BG3","111018"
"r_4","2015XI","num","3.5.2.1.1","BG3","94166"
"r_4","2015XI","num","3.5.2.1.2","BG3","16852"
"r_4","2015XI","BGN_tabl","3.5.2.3","BG3","8858986"
"r_4","2015XI","BGN_tabl","3.5.2.3.1","BG3","6470650"
"r_4","2015XI","BGN_tabl","3.5.2.3.2","BG3","2388336"
"r_4","2015XI","num","3.5.2.5","BG31","181"
"r_4","2015XI","num","3.5.2.4","BG31","8029"
"r_4","2015XI","num","3.5.2.6","BG31","238712"
"r_4","2015XI","num","3.5.2.2","BG31","37081"
"r_4","2015XI","num","3.5.2.2.1","BG31","33622"
"r_4","2015XI","num","3.5.2.2.2","BG31","3459"
"r_4","2015XI","num","3.5.2.1","BG31","20294"
"r_4","2015XI","num","3.5.2.1.1","BG31","18711"
"r_4","2015XI","num","3.5.2.1.2","BG31","1583"
"r_4","2015XI","BGN_tabl","3.5.2.3","BG31","1305067"
"r_4","2015XI","BGN_tabl","3.5.2.3.1","BG31","1131589"
"r_4","2015XI","BGN_tabl","3.5.2.3.2","BG31","173478"
"r_4","2015XI","num","3.5.2.5","BG311","30"
"r_4","2015XI","num","3.5.2.4","BG311","817"
"r_4","2015XI","num","3.5.2.6","BG311","24394"
