RevisionColumn,periods,Units,Indicators,NUTS,ValueColumn
"r_71","2020XI","num","3.5.2.5","BG412","60"
"r_71","2020XI","num","3.5.2.4","BG412","5066"
"r_71","2020XI","num","3.5.2.6","BG412","151709"
"r_71","2020XI","num","3.5.2.2","BG412","11754"
"r_71","2020XI","num","3.5.2.2.1","BG412",".."
"r_71","2020XI","num","3.5.2.2.2","BG412",".."
"r_71","2020XI","num","3.5.2.1","BG412","5331"
"r_71","2020XI","num","3.5.2.1.1","BG412",".."
"r_71","2020XI","num","3.5.2.1.2","BG412",".."
"r_71","2020XI","BGN_tabl","3.5.2.3","BG412","505164"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG412",".."
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG412",".."
"r_71","2020XI","num","3.5.2.5","BG411","106"
"r_71","2020XI","num","3.5.2.4","BG411","12041"
"r_71","2020XI","num","3.5.2.6","BG411","361230"
"r_71","2020XI","num","3.5.2.2","BG411","54095"
"r_71","2020XI","num","3.5.2.2.1","BG411","25364"
"r_71","2020XI","num","3.5.2.2.2","BG411","28731"
"r_71","2020XI","num","3.5.2.1","BG411","28049"
"r_71","2020XI","num","3.5.2.1.1","BG411","13251"
"r_71","2020XI","num","3.5.2.1.2","BG411","14798"
"r_71","2020XI","BGN_tabl","3.5.2.3","BG411","4270666"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG411","1342936"
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG411","2927730"
"r_71","2020XI","num","3.5.2.5","BG42","425"
"r_71","2020XI","num","3.5.2.4","BG42","21914"
"r_71","2020XI","num","3.5.2.6","BG42","649661"
"r_71","2020XI","num","3.5.2.2","BG42","82588"
"r_71","2020XI","num","3.5.2.2.1","BG42","68675"
"r_71","2020XI","num","3.5.2.2.2","BG42","13913"
"r_71","2020XI","num","3.5.2.1","BG42","39069"
"r_71","2020XI","num","3.5.2.1.1","BG42","34535"
"r_71","2020XI","num","3.5.2.1.2","BG42","4534"
"r_71","2020XI","BGN_tabl","3.5.2.3","BG42","4077011"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG42","3191731"
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG42","885280"
"r_71","2020XI","num","3.5.2.5","BG425","44"
"r_71","2020XI","num","3.5.2.4","BG425","1285"
"r_71","2020XI","num","3.5.2.6","BG425","38415"
"r_71","2020XI","num","3.5.2.2","BG425","4501"
"r_71","2020XI","num","3.5.2.2.1","BG425","3917"
"r_71","2020XI","num","3.5.2.2.2","BG425","584"
"r_71","2020XI","num","3.5.2.1","BG425","2644"
"r_71","2020XI","num","3.5.2.1.1","BG425","2241"
"r_71","2020XI","num","3.5.2.1.2","BG425","403"
"r_71","2020XI","BGN_tabl","3.5.2.3","BG425","175647"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG425","151372"
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG425","24275"
"r_71","2020XI","num","3.5.2.5","BG423","49"
"r_71","2020XI","num","3.5.2.4","BG423","4224"
"r_71","2020XI","num","3.5.2.6","BG423","121587"
"r_71","2020XI","num","3.5.2.2","BG423",".."
"r_71","2020XI","num","3.5.2.2.1","BG423",".."
"r_71","2020XI","num","3.5.2.2.2","BG423",".."
"r_71","2020XI","num","3.5.2.1","BG423",".."
"r_71","2020XI","num","3.5.2.1.1","BG423",".."
"r_71","2020XI","num","3.5.2.1.2","BG423",".."
"r_71","2020XI","BGN_tabl","3.5.2.3","BG423",".."
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG423",".."
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG423",".."
"r_71","2020XI","num","3.5.2.5","BG421","178"
"r_71","2020XI","num","3.5.2.4","BG421","9757"
"r_71","2020XI","num","3.5.2.6","BG421","291771"
"r_71","2020XI","num","3.5.2.2","BG421","39281"
"r_71","2020XI","num","3.5.2.2.1","BG421","32768"
"r_71","2020XI","num","3.5.2.2.2","BG421","6513"
"r_71","2020XI","num","3.5.2.1","BG421","19109"
"r_71","2020XI","num","3.5.2.1.1","BG421","17068"
"r_71","2020XI","num","3.5.2.1.2","BG421","2041"
"r_71","2020XI","BGN_tabl","3.5.2.3","BG421","2004448"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG421","1535031"
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG421","469417"
"r_71","2020XI","num","3.5.2.5","BG424","125"
"r_71","2020XI","num","3.5.2.4","BG424","5230"
"r_71","2020XI","num","3.5.2.6","BG424","155818"
"r_71","2020XI","num","3.5.2.2","BG424",".."
"r_71","2020XI","num","3.5.2.2.1","BG424",".."
"r_71","2020XI","num","3.5.2.2.2","BG424",".."
"r_71","2020XI","num","3.5.2.1","BG424",".."
"r_71","2020XI","num","3.5.2.1.1","BG424",".."
"r_71","2020XI","num","3.5.2.1.2","BG424",".."
"r_71","2020XI","BGN_tabl","3.5.2.3","BG424",".."
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG424",".."
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG424",".."
"r_71","2020XI","num","3.5.2.5","BG422","29"
"r_71","2020XI","num","3.5.2.4","BG422","1418"
"r_71","2020XI","num","3.5.2.6","BG422","42070"
"r_71","2020XI","num","3.5.2.2","BG422","9430"
"r_71","2020XI","num","3.5.2.2.1","BG422","4075"
"r_71","2020XI","num","3.5.2.2.2","BG422","5355"
"r_71","2020XI","num","3.5.2.1","BG422","3417"
"r_71","2020XI","num","3.5.2.1.1","BG422","1786"
"r_71","2020XI","num","3.5.2.1.2","BG422","1631"
"r_71","2020XI","BGN_tabl","3.5.2.3","BG422","482035"
"r_71","2020XI","BGN_tabl","3.5.2.3.1","BG422","160730"
"r_71","2020XI","BGN_tabl","3.5.2.3.2","BG422","321305"
"r_72","2020XII","num","3.5.2.5","BG","1538"
"r_72","2020XII","num","3.5.2.4","BG","91967"
"r_72","2020XII","num","3.5.2.6","BG","2725779"
"r_72","2020XII","num","3.5.2.2","BG","271053"
"r_72","2020XII","num","3.5.2.2.1","BG","223939"
"r_72","2020XII","num","3.5.2.2.2","BG","47114"
"r_72","2020XII","num","3.5.2.1","BG","125458"
"r_72","2020XII","num","3.5.2.1.1","BG","107477"
"r_72","2020XII","num","3.5.2.1.2","BG","17981"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG","15024071"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG","11228899"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG","3795172"
"r_72","2020XII","num","3.5.2.5","BG3","712"
"r_72","2020XII","num","3.5.2.4","BG3","36531"
"r_72","2020XII","num","3.5.2.6","BG3","1116538"
"r_72","2020XII","num","3.5.2.2","BG3","95688"
"r_72","2020XII","num","3.5.2.2.1","BG3","77728"
"r_72","2020XII","num","3.5.2.2.2","BG3","17960"
"r_72","2020XII","num","3.5.2.1","BG3","41346"
"r_72","2020XII","num","3.5.2.1.1","BG3","37345"
"r_72","2020XII","num","3.5.2.1.2","BG3","4001"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG3","4402730"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG3","3309277"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG3","1093453"
"r_72","2020XII","num","3.5.2.5","BG31","128"
"r_72","2020XII","num","3.5.2.4","BG31","6569"
"r_72","2020XII","num","3.5.2.6","BG31","195962"
"r_72","2020XII","num","3.5.2.2","BG31","24620"
"r_72","2020XII","num","3.5.2.2.1","BG31","18062"
"r_72","2020XII","num","3.5.2.2.2","BG31","6558"
"r_72","2020XII","num","3.5.2.1","BG31","8672"
"r_72","2020XII","num","3.5.2.1.1","BG31","7960"
"r_72","2020XII","num","3.5.2.1.2","BG31","712"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG31","1060944"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG31","678193"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG31","382751"
"r_72","2020XII","num","3.5.2.5","BG311","20"
"r_72","2020XII","num","3.5.2.4","BG311","866"
"r_72","2020XII","num","3.5.2.6","BG311","26846"
"r_72","2020XII","num","3.5.2.2","BG311","4959"
"r_72","2020XII","num","3.5.2.2.1","BG311",".."
"r_72","2020XII","num","3.5.2.2.2","BG311",".."
"r_72","2020XII","num","3.5.2.1","BG311","1400"
"r_72","2020XII","num","3.5.2.1.1","BG311","1126"
"r_72","2020XII","num","3.5.2.1.2","BG311","274"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG311","243237"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG311",".."
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG311",".."
"r_72","2020XII","num","3.5.2.5","BG313","22"
"r_72","2020XII","num","3.5.2.4","BG313","801"
"r_72","2020XII","num","3.5.2.6","BG313","24831"
"r_72","2020XII","num","3.5.2.2","BG313","2986"
"r_72","2020XII","num","3.5.2.2.1","BG313","2901"
"r_72","2020XII","num","3.5.2.2.2","BG313","85"
"r_72","2020XII","num","3.5.2.1","BG313","916"
"r_72","2020XII","num","3.5.2.1.1","BG313","871"
"r_72","2020XII","num","3.5.2.1.2","BG313","45"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG313","79096"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG313","75557"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG313","3539"
"r_72","2020XII","num","3.5.2.5","BG315","49"
"r_72","2020XII","num","3.5.2.4","BG315","2806"
"r_72","2020XII","num","3.5.2.6","BG315","84195"
"r_72","2020XII","num","3.5.2.2","BG315","8994"
"r_72","2020XII","num","3.5.2.2.1","BG315","8674"
"r_72","2020XII","num","3.5.2.2.2","BG315","320"
"r_72","2020XII","num","3.5.2.1","BG315","3940"
"r_72","2020XII","num","3.5.2.1.1","BG315","3856"
"r_72","2020XII","num","3.5.2.1.2","BG315","84"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG315","354885"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG315","341742"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG315","13143"
"r_72","2020XII","num","3.5.2.5","BG312","17"
"r_72","2020XII","num","3.5.2.4","BG312","984"
"r_72","2020XII","num","3.5.2.6","BG312","25618"
"r_72","2020XII","num","3.5.2.2","BG312","3442"
"r_72","2020XII","num","3.5.2.2.1","BG312",".."
"r_72","2020XII","num","3.5.2.2.2","BG312",".."
"r_72","2020XII","num","3.5.2.1","BG312","991"
"r_72","2020XII","num","3.5.2.1.1","BG312","881"
"r_72","2020XII","num","3.5.2.1.2","BG312","110"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG312","152302"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG312",".."
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG312",".."
"r_72","2020XII","num","3.5.2.5","BG314","20"
"r_72","2020XII","num","3.5.2.4","BG314","1112"
"r_72","2020XII","num","3.5.2.6","BG314","34472"
"r_72","2020XII","num","3.5.2.2","BG314","4239"
"r_72","2020XII","num","3.5.2.2.1","BG314","2562"
"r_72","2020XII","num","3.5.2.2.2","BG314","1677"
"r_72","2020XII","num","3.5.2.1","BG314","1425"
"r_72","2020XII","num","3.5.2.1.1","BG314","1226"
"r_72","2020XII","num","3.5.2.1.2","BG314","199"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG314","231424"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG314","105193"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG314","126231"
"r_72","2020XII","num","3.5.2.5","BG32","208"
"r_72","2020XII","num","3.5.2.4","BG32","9019"
"r_72","2020XII","num","3.5.2.6","BG32","275525"
"r_72","2020XII","num","3.5.2.2","BG32","21269"
"r_72","2020XII","num","3.5.2.2.1","BG32","18289"
"r_72","2020XII","num","3.5.2.2.2","BG32","2980"
"r_72","2020XII","num","3.5.2.1","BG32","9877"
"r_72","2020XII","num","3.5.2.1.1","BG32","9024"
"r_72","2020XII","num","3.5.2.1.2","BG32","853"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG32","860349"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG32","701257"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG32","159092"
"r_72","2020XII","num","3.5.2.5","BG321","84"
"r_72","2020XII","num","3.5.2.4","BG321","3703"
"r_72","2020XII","num","3.5.2.6","BG321","111721"
"r_72","2020XII","num","3.5.2.2","BG321","8534"
"r_72","2020XII","num","3.5.2.2.1","BG321","7151"
"r_72","2020XII","num","3.5.2.2.2","BG321","1383"
"r_72","2020XII","num","3.5.2.1","BG321","3878"
"r_72","2020XII","num","3.5.2.1.1","BG321","3639"
"r_72","2020XII","num","3.5.2.1.2","BG321","239"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG321","351981"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG321","280939"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG321","71042"
"r_72","2020XII","num","3.5.2.5","BG322","41"
"r_72","2020XII","num","3.5.2.4","BG322","2123"
"r_72","2020XII","num","3.5.2.6","BG322","65813"
"r_72","2020XII","num","3.5.2.2","BG322","3360"
"r_72","2020XII","num","3.5.2.2.1","BG322","3217"
"r_72","2020XII","num","3.5.2.2.2","BG322","143"
"r_72","2020XII","num","3.5.2.1","BG322","1580"
"r_72","2020XII","num","3.5.2.1.1","BG322","1541"
"r_72","2020XII","num","3.5.2.1.2","BG322","39"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG322","126293"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG322","118271"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG322","8022"
"r_72","2020XII","num","3.5.2.5","BG324","15"
"r_72","2020XII","num","3.5.2.4","BG324","607"
"r_72","2020XII","num","3.5.2.6","BG324","18817"
"r_72","2020XII","num","3.5.2.2","BG324","2488"
"r_72","2020XII","num","3.5.2.2.1","BG324","1763"
"r_72","2020XII","num","3.5.2.2.2","BG324","725"
"r_72","2020XII","num","3.5.2.1","BG324","899"
"r_72","2020XII","num","3.5.2.1.1","BG324","713"
"r_72","2020XII","num","3.5.2.1.2","BG324","186"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG324","107736"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG324","66384"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG324","41352"
"r_72","2020XII","num","3.5.2.5","BG323","48"
"r_72","2020XII","num","3.5.2.4","BG323","1890"
"r_72","2020XII","num","3.5.2.6","BG323","58469"
"r_72","2020XII","num","3.5.2.2","BG323","5100"
"r_72","2020XII","num","3.5.2.2.1","BG323","4534"
"r_72","2020XII","num","3.5.2.2.2","BG323","566"
"r_72","2020XII","num","3.5.2.1","BG323","2679"
"r_72","2020XII","num","3.5.2.1.1","BG323","2350"
"r_72","2020XII","num","3.5.2.1.2","BG323","329"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG323","204417"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG323","173398"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG323","31019"
"r_72","2020XII","num","3.5.2.5","BG325","20"
"r_72","2020XII","num","3.5.2.4","BG325","696"
"r_72","2020XII","num","3.5.2.6","BG325","20705"
"r_72","2020XII","num","3.5.2.2","BG325","1787"
"r_72","2020XII","num","3.5.2.2.1","BG325","1624"
"r_72","2020XII","num","3.5.2.2.2","BG325","163"
"r_72","2020XII","num","3.5.2.1","BG325","841"
"r_72","2020XII","num","3.5.2.1.1","BG325","781"
"r_72","2020XII","num","3.5.2.1.2","BG325","60"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG325","69922"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG325","62265"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG325","7657"
"r_72","2020XII","num","3.5.2.5","BG33","200"
"r_72","2020XII","num","3.5.2.4","BG33","10574"
"r_72","2020XII","num","3.5.2.6","BG33","327292"
"r_72","2020XII","num","3.5.2.2","BG33","25004"
"r_72","2020XII","num","3.5.2.2.1","BG33","19784"
"r_72","2020XII","num","3.5.2.2.2","BG33","5220"
"r_72","2020XII","num","3.5.2.1","BG33","11778"
"r_72","2020XII","num","3.5.2.1.1","BG33","10246"
"r_72","2020XII","num","3.5.2.1.2","BG33","1532"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG33","1277393"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG33","945120"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG33","332273"
"r_72","2020XII","num","3.5.2.5","BG331","109"
"r_72","2020XII","num","3.5.2.4","BG331","6621"
"r_72","2020XII","num","3.5.2.6","BG331","205251"
"r_72","2020XII","num","3.5.2.2","BG331","16115"
"r_72","2020XII","num","3.5.2.2.1","BG331","12195"
"r_72","2020XII","num","3.5.2.2.2","BG331","3920"
"r_72","2020XII","num","3.5.2.1","BG331","7134"
"r_72","2020XII","num","3.5.2.1.1","BG331","6087"
"r_72","2020XII","num","3.5.2.1.2","BG331","1047"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG331","793448"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG331","538894"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG331","254554"
"r_72","2020XII","num","3.5.2.5","BG332","30"
"r_72","2020XII","num","3.5.2.4","BG332","2244"
"r_72","2020XII","num","3.5.2.6","BG332","69276"
"r_72","2020XII","num","3.5.2.2","BG332","4530"
"r_72","2020XII","num","3.5.2.2.1","BG332","4192"
"r_72","2020XII","num","3.5.2.2.2","BG332","338"
"r_72","2020XII","num","3.5.2.1","BG332","2220"
"r_72","2020XII","num","3.5.2.1.1","BG332","2103"
"r_72","2020XII","num","3.5.2.1.2","BG332","117"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG332","267835"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG332","245693"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG332","22142"
"r_72","2020XII","num","3.5.2.5","BG334","12"
"r_72","2020XII","num","3.5.2.4","BG334","518"
"r_72","2020XII","num","3.5.2.6","BG334","15844"
"r_72","2020XII","num","3.5.2.2","BG334","1470"
"r_72","2020XII","num","3.5.2.2.1","BG334","1173"
"r_72","2020XII","num","3.5.2.2.2","BG334","297"
"r_72","2020XII","num","3.5.2.1","BG334","773"
"r_72","2020XII","num","3.5.2.1.1","BG334","666"
"r_72","2020XII","num","3.5.2.1.2","BG334","107"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG334","78207"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG334","58892"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG334","19315"
"r_72","2020XII","num","3.5.2.5","BG333","49"
"r_72","2020XII","num","3.5.2.4","BG333","1191"
"r_72","2020XII","num","3.5.2.6","BG333","36921"
"r_72","2020XII","num","3.5.2.2","BG333","2889"
"r_72","2020XII","num","3.5.2.2.1","BG333","2224"
"r_72","2020XII","num","3.5.2.2.2","BG333","665"
"r_72","2020XII","num","3.5.2.1","BG333","1651"
"r_72","2020XII","num","3.5.2.1.1","BG333","1390"
"r_72","2020XII","num","3.5.2.1.2","BG333","261"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG333","137903"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG333","101641"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG333","36262"
"r_72","2020XII","num","3.5.2.5","BG34","176"
"r_72","2020XII","num","3.5.2.4","BG34","10369"
"r_72","2020XII","num","3.5.2.6","BG34","317759"
"r_72","2020XII","num","3.5.2.2","BG34","24795"
"r_72","2020XII","num","3.5.2.2.1","BG34","21593"
"r_72","2020XII","num","3.5.2.2.2","BG34","3202"
"r_72","2020XII","num","3.5.2.1","BG34","11019"
"r_72","2020XII","num","3.5.2.1.1","BG34","10115"
"r_72","2020XII","num","3.5.2.1.2","BG34","904"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG34","1204044"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG34","984707"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG34","219337"
"r_72","2020XII","num","3.5.2.5","BG341","73"
"r_72","2020XII","num","3.5.2.4","BG341","4906"
"r_72","2020XII","num","3.5.2.6","BG341","152076"
"r_72","2020XII","num","3.5.2.2","BG341","10228"
"r_72","2020XII","num","3.5.2.2.1","BG341","8964"
"r_72","2020XII","num","3.5.2.2.2","BG341","1264"
"r_72","2020XII","num","3.5.2.1","BG341","4634"
"r_72","2020XII","num","3.5.2.1.1","BG341","4211"
"r_72","2020XII","num","3.5.2.1.2","BG341","423"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG341","472633"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG341","382525"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG341","90108"
"r_72","2020XII","num","3.5.2.5","BG342","39"
"r_72","2020XII","num","3.5.2.4","BG342","1329"
"r_72","2020XII","num","3.5.2.6","BG342","41199"
"r_72","2020XII","num","3.5.2.2","BG342","3615"
"r_72","2020XII","num","3.5.2.2.1","BG342",".."
"r_72","2020XII","num","3.5.2.2.2","BG342",".."
"r_72","2020XII","num","3.5.2.1","BG342","1864"
"r_72","2020XII","num","3.5.2.1.1","BG342","1743"
"r_72","2020XII","num","3.5.2.1.2","BG342","121"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG342","189647"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG342","137148"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG342","52499"
"r_72","2020XII","num","3.5.2.5","BG344","51"
"r_72","2020XII","num","3.5.2.4","BG344","3587"
"r_72","2020XII","num","3.5.2.6","BG344","107527"
"r_72","2020XII","num","3.5.2.2","BG344","9763"
"r_72","2020XII","num","3.5.2.2.1","BG344",".."
"r_72","2020XII","num","3.5.2.2.2","BG344",".."
"r_72","2020XII","num","3.5.2.1","BG344","3963"
"r_72","2020XII","num","3.5.2.1.1","BG344",".."
"r_72","2020XII","num","3.5.2.1.2","BG344",".."
"r_72","2020XII","BGN_tabl","3.5.2.3","BG344","480149"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG344","427097"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG344","53052"
"r_72","2020XII","num","3.5.2.5","BG343","13"
"r_72","2020XII","num","3.5.2.4","BG343","547"
"r_72","2020XII","num","3.5.2.6","BG343","16957"
"r_72","2020XII","num","3.5.2.2","BG343","1189"
"r_72","2020XII","num","3.5.2.2.1","BG343","889"
"r_72","2020XII","num","3.5.2.2.2","BG343","300"
"r_72","2020XII","num","3.5.2.1","BG343","558"
"r_72","2020XII","num","3.5.2.1.1","BG343",".."
"r_72","2020XII","num","3.5.2.1.2","BG343",".."
"r_72","2020XII","BGN_tabl","3.5.2.3","BG343","61615"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG343","37937"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG343","23678"
"r_72","2020XII","num","3.5.2.5","BG4","826"
"r_72","2020XII","num","3.5.2.4","BG4","55436"
"r_72","2020XII","num","3.5.2.6","BG4","1609241"
"r_72","2020XII","num","3.5.2.2","BG4","175365"
"r_72","2020XII","num","3.5.2.2.1","BG4","146211"
"r_72","2020XII","num","3.5.2.2.2","BG4","29154"
"r_72","2020XII","num","3.5.2.1","BG4","84112"
"r_72","2020XII","num","3.5.2.1.1","BG4","70132"
"r_72","2020XII","num","3.5.2.1.2","BG4","13980"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG4","10621341"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG4","7919622"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG4","2701719"
"r_72","2020XII","num","3.5.2.5","BG41","348"
"r_72","2020XII","num","3.5.2.4","BG41","30220"
"r_72","2020XII","num","3.5.2.6","BG41","927067"
"r_72","2020XII","num","3.5.2.2","BG41","87988"
"r_72","2020XII","num","3.5.2.2.1","BG41","65299"
"r_72","2020XII","num","3.5.2.2.2","BG41","22689"
"r_72","2020XII","num","3.5.2.1","BG41","44004"
"r_72","2020XII","num","3.5.2.1.1","BG41","32347"
"r_72","2020XII","num","3.5.2.1.2","BG41","11657"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG41","6138957"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG41","3798262"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG41","2340695"
"r_72","2020XII","num","3.5.2.5","BG413","121"
"r_72","2020XII","num","3.5.2.4","BG413","9637"
"r_72","2020XII","num","3.5.2.6","BG413","291965"
"r_72","2020XII","num","3.5.2.2","BG413","25376"
"r_72","2020XII","num","3.5.2.2.1","BG413","22632"
"r_72","2020XII","num","3.5.2.2.2","BG413","2744"
"r_72","2020XII","num","3.5.2.1","BG413","11278"
"r_72","2020XII","num","3.5.2.1.1","BG413","10226"
"r_72","2020XII","num","3.5.2.1.2","BG413","1052"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG413","1748219"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG413","1483776"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG413","264443"
"r_72","2020XII","num","3.5.2.5","BG415","49"
"r_72","2020XII","num","3.5.2.4","BG415","2050"
"r_72","2020XII","num","3.5.2.6","BG415","62278"
"r_72","2020XII","num","3.5.2.2","BG415","5291"
"r_72","2020XII","num","3.5.2.2.1","BG415","5052"
"r_72","2020XII","num","3.5.2.2.2","BG415","239"
"r_72","2020XII","num","3.5.2.1","BG415","3183"
"r_72","2020XII","num","3.5.2.1.1","BG415","3055"
"r_72","2020XII","num","3.5.2.1.2","BG415","128"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG415","243843"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG415","229320"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG415","14523"
"r_72","2020XII","num","3.5.2.5","BG414","8"
"r_72","2020XII","num","3.5.2.4","BG414","390"
"r_72","2020XII","num","3.5.2.6","BG414","12090"
"r_72","2020XII","num","3.5.2.2","BG414","1449"
"r_72","2020XII","num","3.5.2.2.1","BG414","1146"
"r_72","2020XII","num","3.5.2.2.2","BG414","303"
"r_72","2020XII","num","3.5.2.1","BG414","404"
"r_72","2020XII","num","3.5.2.1.1","BG414","356"
"r_72","2020XII","num","3.5.2.1.2","BG414","48"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG414","37286"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG414","28969"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG414","8317"
"r_72","2020XII","num","3.5.2.5","BG412","70"
"r_72","2020XII","num","3.5.2.4","BG412","6586"
"r_72","2020XII","num","3.5.2.6","BG412","202557"
"r_72","2020XII","num","3.5.2.2","BG412","18773"
"r_72","2020XII","num","3.5.2.2.1","BG412","17564"
"r_72","2020XII","num","3.5.2.2.2","BG412","1209"
"r_72","2020XII","num","3.5.2.1","BG412","8145"
"r_72","2020XII","num","3.5.2.1.1","BG412","7669"
"r_72","2020XII","num","3.5.2.1.2","BG412","476"
"r_72","2020XII","BGN_tabl","3.5.2.3","BG412","993279"
"r_72","2020XII","BGN_tabl","3.5.2.3.1","BG412","895120"
"r_72","2020XII","BGN_tabl","3.5.2.3.2","BG412","98159"
"r_72","2020XII","num","3.5.2.5","BG411","100"
"r_72","2020XII","num","3.5.2.4","BG411","11557"
"r_72","2020XII","num","3.5.2.6","BG411","358177"
"r_72","2020XII","num","3.5.2.2","BG411","37099"
"r_72","2020XII","num","3.5.2.2.1","BG411","18905"
"r_72","2020XII","num","3.5.2.2.2","BG411","18194"
