RevisionColumn,HBS_Meassure,HBS_PD,periods,Residence,ValueColumn
"r_8","2","1","2021","0","7657"
"r_8","2","1","2021","1","8216"
"r_8","2","1","2021","2","6038"
"r_8","2","11","2021","0","7395"
"r_8","2","11","2021","1","7956"
"r_8","2","11","2021","2","5773"
"r_8","2","111","2021","0","4379"
"r_8","2","111","2021","1","4913"
"r_8","2","111","2021","2","2834"
"r_8","2","112","2021","0","48"
"r_8","2","112","2021","1","51"
"r_8","2","112","2021","2","40"
"r_8","2","113","2021","0","367"
"r_8","2","113","2021","1","398"
"r_8","2","113","2021","2","277"
"r_8","2","114","2021","0","33"
"r_8","2","114","2021","1","41"
"r_8","2","114","2021","2","9"
"r_8","2","115","2021","0","2311"
"r_8","2","115","2021","1","2288"
"r_8","2","115","2021","2","2379"
"r_8","2","116","2021","0","31"
"r_8","2","116","2021","1","33"
"r_8","2","116","2021","2","24"
"r_8","2","117","2021","0","71"
"r_8","2","117","2021","1","77"
"r_8","2","117","2021","2","54"
"r_8","2","118","2021","0","87"
"r_8","2","118","2021","1","91"
"r_8","2","118","2021","2","75"
"r_8","2","119","2021","0","70"
"r_8","2","119","2021","1","66"
"r_8","2","119","2021","2","82"
"r_8","2","12","2021","0","15"
"r_8","2","12","2021","1","6"
"r_8","2","12","2021","2","41"
"r_8","2","13","2021","0","246"
"r_8","2","13","2021","1","254"
"r_8","2","13","2021","2","224"
"r_8","3","1","2021","0","100"
"r_8","3","1","2021","1","100"
"r_8","3","1","2021","2","100"
"r_8","3","11","2021","0","96.6"
"r_8","3","11","2021","1","96.8"
"r_8","3","11","2021","2","95.6"
"r_8","3","111","2021","0","57.2"
"r_8","3","111","2021","1","59.8"
"r_8","3","111","2021","2","46.9"
"r_8","3","112","2021","0","0.6"
"r_8","3","112","2021","1","0.6"
"r_8","3","112","2021","2","0.7"
"r_8","3","113","2021","0","4.8"
"r_8","3","113","2021","1","4.8"
"r_8","3","113","2021","2","4.6"
"r_8","3","114","2021","0","0.4"
"r_8","3","114","2021","1","0.5"
"r_8","3","114","2021","2","0.1"
"r_8","3","115","2021","0","30.2"
"r_8","3","115","2021","1","27.8"
"r_8","3","115","2021","2","39.4"
"r_8","3","116","2021","0","0.4"
"r_8","3","116","2021","1","0.4"
"r_8","3","116","2021","2","0.4"
"r_8","3","117","2021","0","0.9"
"r_8","3","117","2021","1","0.9"
"r_8","3","117","2021","2","0.9"
"r_8","3","118","2021","0","1.1"
"r_8","3","118","2021","1","1.1"
"r_8","3","118","2021","2","1.2"
"r_8","3","119","2021","0","0.9"
"r_8","3","119","2021","1","0.8"
"r_8","3","119","2021","2","1.4"
"r_8","3","12","2021","0","0.2"
"r_8","3","12","2021","1","0.1"
"r_8","3","12","2021","2","0.7"
"r_8","3","13","2021","0","3.2"
"r_8","3","13","2021","1","3.1"
"r_8","3","13","2021","2","3.7"
"r_9","1","1","2022","0","18435"
"r_9","1","1","2022","1","19473"
"r_9","1","1","2022","2","15295"
"r_9","1","11","2022","0","17870"
"r_9","1","11","2022","1","18914"
"r_9","1","11","2022","2","14713"
"r_9","1","111","2022","0","9994"
"r_9","1","111","2022","1","11061"
"r_9","1","111","2022","2","6766"
"r_9","1","112","2022","0","144"
"r_9","1","112","2022","1","139"
"r_9","1","112","2022","2","158"
"r_9","1","113","2022","0","781"
"r_9","1","113","2022","1","818"
"r_9","1","113","2022","2","670"
"r_9","1","114","2022","0","106"
"r_9","1","114","2022","1","115"
"r_9","1","114","2022","2","79"
"r_9","1","115","2022","0","6261"
"r_9","1","115","2022","1","6208"
"r_9","1","115","2022","2","6420"
"r_9","1","116","2022","0","61"
"r_9","1","116","2022","1","60"
"r_9","1","116","2022","2","65"
"r_9","1","117","2022","0","155"
"r_9","1","117","2022","1","155"
"r_9","1","117","2022","2","156"
"r_9","1","118","2022","0","184"
"r_9","1","118","2022","1","182"
"r_9","1","118","2022","2","193"
"r_9","1","119","2022","0","183"
"r_9","1","119","2022","1","175"
"r_9","1","119","2022","2","205"
"r_9","1","12","2022","0","62"
"r_9","1","12","2022","1","53"
"r_9","1","12","2022","2","89"
"r_9","1","13","2022","0","503"
"r_9","1","13","2022","1","506"
"r_9","1","13","2022","2","493"
"r_9","2","1","2022","0","8949"
"r_9","2","1","2022","1","9510"
"r_9","2","1","2022","2","7294"
"r_9","2","11","2022","0","8675"
"r_9","2","11","2022","1","9236"
"r_9","2","11","2022","2","7016"
"r_9","2","111","2022","0","4851"
"r_9","2","111","2022","1","5402"
"r_9","2","111","2022","2","3226"
"r_9","2","112","2022","0","70"
"r_9","2","112","2022","1","68"
"r_9","2","112","2022","2","76"
"r_9","2","113","2022","0","379"
"r_9","2","113","2022","1","400"
"r_9","2","113","2022","2","319"
"r_9","2","114","2022","0","52"
"r_9","2","114","2022","1","56"
"r_9","2","114","2022","2","38"
"r_9","2","115","2022","0","3039"
"r_9","2","115","2022","1","3032"
"r_9","2","115","2022","2","3062"
"r_9","2","116","2022","0","30"
"r_9","2","116","2022","1","29"
"r_9","2","116","2022","2","31"
"r_9","2","117","2022","0","75"
"r_9","2","117","2022","1","76"
"r_9","2","117","2022","2","74"
"r_9","2","118","2022","0","90"
"r_9","2","118","2022","1","89"
"r_9","2","118","2022","2","92"
"r_9","2","119","2022","0","89"
"r_9","2","119","2022","1","86"
"r_9","2","119","2022","2","98"
"r_9","2","12","2022","0","30"
"r_9","2","12","2022","1","26"
"r_9","2","12","2022","2","43"
"r_9","2","13","2022","0","244"
"r_9","2","13","2022","1","247"
"r_9","2","13","2022","2","235"
"r_9","3","1","2022","0","100"
"r_9","3","1","2022","1","100"
"r_9","3","1","2022","2","100"
"r_9","3","11","2022","0","96.9"
"r_9","3","11","2022","1","97.1"
"r_9","3","11","2022","2","96.2"
"r_9","3","111","2022","0","54.2"
"r_9","3","111","2022","1","56.8"
"r_9","3","111","2022","2","44.2"
"r_9","3","112","2022","0","0.8"
"r_9","3","112","2022","1","0.7"
"r_9","3","112","2022","2","1"
"r_9","3","113","2022","0","4.2"
"r_9","3","113","2022","1","4.2"
"r_9","3","113","2022","2","4.4"
"r_9","3","114","2022","0","0.6"
"r_9","3","114","2022","1","0.6"
"r_9","3","114","2022","2","0.5"
"r_9","3","115","2022","0","34"
"r_9","3","115","2022","1","31.9"
"r_9","3","115","2022","2","42"
"r_9","3","116","2022","0","0.3"
"r_9","3","116","2022","1","0.3"
"r_9","3","116","2022","2","0.4"
"r_9","3","117","2022","0","0.8"
"r_9","3","117","2022","1","0.8"
"r_9","3","117","2022","2","1"
"r_9","3","118","2022","0","1"
"r_9","3","118","2022","1","0.9"
"r_9","3","118","2022","2","1.3"
"r_9","3","119","2022","0","1"
"r_9","3","119","2022","1","0.9"
"r_9","3","119","2022","2","1.3"
"r_9","3","12","2022","0","0.3"
"r_9","3","12","2022","1","0.3"
"r_9","3","12","2022","2","0.6"
"r_9","3","13","2022","0","2.7"
"r_9","3","13","2022","1","2.6"
"r_9","3","13","2022","2","3.2"
"r_10","1","1","2023","0","21587"
"r_10","1","1","2023","1","23088"
"r_10","1","1","2023","2","17050"
"r_10","1","11","2023","0","20927"
"r_10","1","11","2023","1","22392"
"r_10","1","11","2023","2","16501"
"r_10","1","111","2023","0","11897"
"r_10","1","111","2023","1","13493"
"r_10","1","111","2023","2","7074"
"r_10","1","112","2023","0","200"
"r_10","1","112","2023","1","204"
"r_10","1","112","2023","2","187"
"r_10","1","113","2023","0","1155"
"r_10","1","113","2023","1","1144"
"r_10","1","113","2023","2","1189"
"r_10","1","114","2023","0","70"
"r_10","1","114","2023","1","66"
"r_10","1","114","2023","2","84"
"r_10","1","115","2023","0","6911"
"r_10","1","115","2023","1","6789"
"r_10","1","115","2023","2","7277"
"r_10","1","116","2023","0","56"
"r_10","1","116","2023","1","54"
"r_10","1","116","2023","2","65"
"r_10","1","117","2023","0","200"
"r_10","1","117","2023","1","208"
"r_10","1","117","2023","2","175"
"r_10","1","118","2023","0","181"
"r_10","1","118","2023","1","180"
"r_10","1","118","2023","2","184"
"r_10","1","119","2023","0","257"
"r_10","1","119","2023","1","254"
"r_10","1","119","2023","2","266"
"r_10","1","12","2023","0","98"
"r_10","1","12","2023","1","95"
"r_10","1","12","2023","2","106"
"r_10","1","13","2023","0","562"
"r_10","1","13","2023","1","601"
"r_10","1","13","2023","2","444"
"r_10","2","1","2023","0","10781"
"r_10","2","1","2023","1","11480"
"r_10","2","1","2023","2","8629"
"r_10","2","11","2023","0","10451"
"r_10","2","11","2023","1","11134"
"r_10","2","11","2023","2","8351"
"r_10","2","111","2023","0","5941"
"r_10","2","111","2023","1","6709"
"r_10","2","111","2023","2","3580"
"r_10","2","112","2023","0","100"
"r_10","2","112","2023","1","102"
"r_10","2","112","2023","2","95"
"r_10","2","113","2023","0","577"
"r_10","2","113","2023","1","569"
"r_10","2","113","2023","2","602"
"r_10","2","114","2023","0","35"
"r_10","2","114","2023","1","33"
"r_10","2","114","2023","2","43"
"r_10","2","115","2023","0","3451"
"r_10","2","115","2023","1","3376"
"r_10","2","115","2023","2","3683"
"r_10","2","116","2023","0","28"
"r_10","2","116","2023","1","27"
"r_10","2","116","2023","2","33"
"r_10","2","117","2023","0","100"
"r_10","2","117","2023","1","104"
"r_10","2","117","2023","2","89"
"r_10","2","118","2023","0","90"
"r_10","2","118","2023","1","89"
"r_10","2","118","2023","2","93"
"r_10","2","119","2023","0","128"
"r_10","2","119","2023","1","126"
"r_10","2","119","2023","2","134"
"r_10","2","12","2023","0","49"
"r_10","2","12","2023","1","47"
"r_10","2","12","2023","2","54"
"r_10","2","13","2023","0","281"
"r_10","2","13","2023","1","299"
"r_10","2","13","2023","2","225"
"r_10","3","1","2023","0","100"
"r_10","3","1","2023","1","100"
"r_10","3","1","2023","2","100"
"r_10","3","11","2023","0","96.9"
"r_10","3","11","2023","1","97"
"r_10","3","11","2023","2","96.8"
"r_10","3","111","2023","0","55.1"
"r_10","3","111","2023","1","58.4"
"r_10","3","111","2023","2","41.5"
"r_10","3","112","2023","0","0.9"
"r_10","3","112","2023","1","0.9"
"r_10","3","112","2023","2","1.1"
"r_10","3","113","2023","0","5.4"
"r_10","3","113","2023","1","5"
"r_10","3","113","2023","2","7"
"r_10","3","114","2023","0","0.3"
"r_10","3","114","2023","1","0.3"
"r_10","3","114","2023","2","0.5"
"r_10","3","115","2023","0","32"
"r_10","3","115","2023","1","29.4"
"r_10","3","115","2023","2","42.7"
"r_10","3","116","2023","0","0.3"
"r_10","3","116","2023","1","0.2"
"r_10","3","116","2023","2","0.4"
"r_10","3","117","2023","0","0.9"
"r_10","3","117","2023","1","0.9"
"r_10","3","117","2023","2","1"
"r_10","3","118","2023","0","0.8"
"r_10","3","118","2023","1","0.8"
"r_10","3","118","2023","2","1.1"
"r_10","3","119","2023","0","1.2"
"r_10","3","119","2023","1","1.1"
"r_10","3","119","2023","2","1.6"
"r_10","3","12","2023","0","0.5"
"r_10","3","12","2023","1","0.4"
"r_10","3","12","2023","2","0.6"
"r_10","3","13","2023","0","2.6"
"r_10","3","13","2023","1","2.6"
"r_10","3","13","2023","2","2.6"
"r_11","1","1","2024","0","25474"
"r_11","1","1","2024","1","27113"
"r_11","1","1","2024","2","20325"
"r_11","1","11","2024","0","24772"
"r_11","1","11","2024","1","26411"
"r_11","1","11","2024","2","19618"
"r_11","1","111","2024","0","14089"
"r_11","1","111","2024","1","15706"
"r_11","1","111","2024","2","9009"
"r_11","1","112","2024","0","339"
"r_11","1","112","2024","1","366"
"r_11","1","112","2024","2","255"
"r_11","1","113","2024","0","1749"
"r_11","1","113","2024","1","1834"
"r_11","1","113","2024","2","1483"
"r_11","1","114","2024","0","71"
"r_11","1","114","2024","1","76"
"r_11","1","114","2024","2","55"
"r_11","1","115","2024","0","7698"
"r_11","1","115","2024","1","7611"
"r_11","1","115","2024","2","7969"
"r_11","1","116","2024","0","82"
"r_11","1","116","2024","1","46"
"r_11","1","116","2024","2","194"
"r_11","1","117","2024","0","221"
"r_11","1","117","2024","1","243"
"r_11","1","117","2024","2","152"
"r_11","1","118","2024","0","235"
"r_11","1","118","2024","1","211"
"r_11","1","118","2024","2","311"
"r_11","1","119","2024","0","287"
"r_11","1","119","2024","1","318"
"r_11","1","119","2024","2","190"
"r_11","1","12","2024","0","159"
"r_11","1","12","2024","1","166"
"r_11","1","12","2024","2","137"
"r_11","1","13","2024","0","544"
"r_11","1","13","2024","1","535"
"r_11","1","13","2024","2","570"
"r_11","2","1","2024","0","12784"
"r_11","2","1","2024","1","13737"
"r_11","2","1","2024","2","9904"
"r_11","2","11","2024","0","12431"
"r_11","2","11","2024","1","13381"
"r_11","2","11","2024","2","9559"
"r_11","2","111","2024","0","7071"
"r_11","2","111","2024","1","7957"
"r_11","2","111","2024","2","4390"
"r_11","2","112","2024","0","170"
"r_11","2","112","2024","1","186"
"r_11","2","112","2024","2","124"
"r_11","2","113","2024","0","878"
"r_11","2","113","2024","1","929"
"r_11","2","113","2024","2","723"
"r_11","2","114","2024","0","35"
"r_11","2","114","2024","1","38"
"r_11","2","114","2024","2","27"
"r_11","2","115","2024","0","3863"
"r_11","2","115","2024","1","3856"
"r_11","2","115","2024","2","3883"
"r_11","2","116","2024","0","41"
"r_11","2","116","2024","1","23"
"r_11","2","116","2024","2","94"
"r_11","2","117","2024","0","111"
"r_11","2","117","2024","1","123"
"r_11","2","117","2024","2","74"
"r_11","2","118","2024","0","118"
"r_11","2","118","2024","1","107"
"r_11","2","118","2024","2","152"
"r_11","2","119","2024","0","144"
"r_11","2","119","2024","1","161"
"r_11","2","119","2024","2","93"
"r_11","2","12","2024","0","80"
"r_11","2","12","2024","1","84"
"r_11","2","12","2024","2","67"
"r_11","2","13","2024","0","273"
"r_11","2","13","2024","1","271"
"r_11","2","13","2024","2","278"
"r_11","3","1","2024","0","100"
"r_11","3","1","2024","1","100"
"r_11","3","1","2024","2","100"
"r_11","3","11","2024","0","97.2"
"r_11","3","11","2024","1","97.4"
"r_11","3","11","2024","2","96.5"
"r_11","3","111","2024","0","55.3"
"r_11","3","111","2024","1","57.9"
"r_11","3","111","2024","2","44.3"
"r_11","3","112","2024","0","1.3"
"r_11","3","112","2024","1","1.4"
"r_11","3","112","2024","2","1.3"
"r_11","3","113","2024","0","6.9"
"r_11","3","113","2024","1","6.8"
"r_11","3","113","2024","2","7.3"
"r_11","3","114","2024","0","0.3"
"r_11","3","114","2024","1","0.3"
"r_11","3","114","2024","2","0.3"
"r_11","3","115","2024","0","30.2"
"r_11","3","115","2024","1","28.1"
"r_11","3","115","2024","2","39.2"
"r_11","3","116","2024","0","0.3"
"r_11","3","116","2024","1","0.2"
"r_11","3","116","2024","2","1"
"r_11","3","117","2024","0","0.9"
"r_11","3","117","2024","1","0.9"
"r_11","3","117","2024","2","0.7"
"r_11","3","118","2024","0","0.9"
"r_11","3","118","2024","1","0.8"
"r_11","3","118","2024","2","1.5"
"r_11","3","119","2024","0","1.1"
"r_11","3","119","2024","1","1.2"
"r_11","3","119","2024","2","0.9"
"r_11","3","12","2024","0","0.6"
"r_11","3","12","2024","1","0.6"
"r_11","3","12","2024","2","0.7"
"r_11","3","13","2024","0","2.1"
"r_11","3","13","2024","1","2"
"r_11","3","13","2024","2","2.8"
