RevisionColumn,Units,periods,Indicators,ValueColumn
"r_2","1000BGN","2016","3.1.2.5.3.2.4","23129"
"r_2","1000BGN","2017","3.1.2.5.3.2.4","11568"
"r_2","1000BGN","2018","3.1.2.5.3.2.4","14710"
"r_2","1000BGN","2019","3.1.2.5.3.2.4","10784"
"r_2","1000BGN","2020","3.1.2.5.3.2.4","12877"
"r_2","1000BGN","2005","3.1.2.5.3.2","932747"
"r_2","1000BGN","2006","3.1.2.5.3.2","2826231"
"r_2","1000BGN","2007","3.1.2.5.3.2","7003847"
"r_2","1000BGN","2008","3.1.2.5.3.2","3473612"
"r_2","1000BGN","2009","3.1.2.5.3.2","5588335"
"r_2","1000BGN","2010","3.1.2.5.3.2","6790368"
"r_2","1000BGN","2011","3.1.2.5.3.2","9024353"
"r_2","1000BGN","2012","3.1.2.5.3.2","9523089"
"r_2","1000BGN","2013","3.1.2.5.3.2","6853492"
"r_2","1000BGN","2014","3.1.2.5.3.2","7372524"
"r_2","1000BGN","2015","3.1.2.5.3.2","6942871"
"r_2","1000BGN","2016","3.1.2.5.3.2","9705654"
"r_2","1000BGN","2017","3.1.2.5.3.2","9310272"
"r_2","1000BGN","2018","3.1.2.5.3.2","9109973"
"r_2","1000BGN","2019","3.1.2.5.3.2","9096751"
"r_2","1000BGN","2020","3.1.2.5.3.2","9450543"
"r_3","1000BGN","2021","3.1.2.5.3.1.1","1644216"
"r_3","1000BGN","2021","3.1.2.5.3.1.1.1","1564782"
"r_3","1000BGN","2021","3.1.2.5.3.1.1.2","79434"
"r_3","1000BGN","2021","3.1.2.5.3.1.2","3140194"
"r_3","1000BGN","2021","3.1.2.5.3.1.2.1","375652"
"r_3","1000BGN","2021","3.1.2.5.3.1.2.2","2363721"
"r_3","1000BGN","2021","3.1.2.5.3.1.2.3","398030"
"r_3","1000BGN","2021","3.1.2.5.3.1.2.4","2791"
"r_3","1000BGN","2021","3.1.2.5.3.1.3","7488811"
"r_3","1000BGN","2021","3.1.2.5.3.1.3.1","7220612"
"r_3","1000BGN","2021","3.1.2.5.3.1.3.2","268199"
"r_3","1000BGN","2021","3.1.2.5.3.1","12273221"
"r_3","1000BGN","2021","3.1.2.5.3.2.1",".."
"r_3","1000BGN","2021","3.1.2.5.3.2.1.1","3193452"
"r_3","1000BGN","2021","3.1.2.5.3.2.1.2","388880"
"r_3","1000BGN","2021","3.1.2.5.3.2.1.3",".."
"r_3","1000BGN","2021","3.1.2.5.3.2.1.4","436083"
"r_3","1000BGN","2021","3.1.2.5.3.2.2","506641"
"r_3","1000BGN","2021","3.1.2.5.3.2.3","7739493"
"r_3","1000BGN","2021","3.1.2.5.3.2.3.1","275278"
"r_3","1000BGN","2021","3.1.2.5.3.2.3.2","7464215"
"r_3","1000BGN","2021","3.1.2.5.3.2.4",".."
"r_3","1000BGN","2021","3.1.2.5.3.2","12273221"
"r_4","1000BGN","2022","3.1.2.5.3.1.1","1657578"
"r_4","1000BGN","2022","3.1.2.5.3.1.1.1","1565753"
"r_4","1000BGN","2022","3.1.2.5.3.1.1.2","91825"
"r_4","1000BGN","2022","3.1.2.5.3.1.2","3280208"
"r_4","1000BGN","2022","3.1.2.5.3.1.2.1","296965"
"r_4","1000BGN","2022","3.1.2.5.3.1.2.2","2544232"
"r_4","1000BGN","2022","3.1.2.5.3.1.2.3","436733"
"r_4","1000BGN","2022","3.1.2.5.3.1.2.4","2278"
"r_4","1000BGN","2022","3.1.2.5.3.1.3","7784826"
"r_4","1000BGN","2022","3.1.2.5.3.1.3.1","7624240"
"r_4","1000BGN","2022","3.1.2.5.3.1.3.2","160586"
"r_4","1000BGN","2022","3.1.2.5.3.1","12722612"
"r_4","1000BGN","2022","3.1.2.5.3.2.1","4172337"
"r_4","1000BGN","2022","3.1.2.5.3.2.1.1","3424379"
"r_4","1000BGN","2022","3.1.2.5.3.2.1.2","349332"
"r_4","1000BGN","2022","3.1.2.5.3.2.1.3","-"
"r_4","1000BGN","2022","3.1.2.5.3.2.1.4","398626"
"r_4","1000BGN","2022","3.1.2.5.3.2.2",".."
"r_4","1000BGN","2022","3.1.2.5.3.2.3","8079138"
"r_4","1000BGN","2022","3.1.2.5.3.2.3.1","311518"
"r_4","1000BGN","2022","3.1.2.5.3.2.3.2","7767620"
"r_4","1000BGN","2022","3.1.2.5.3.2.4",".."
"r_4","1000BGN","2022","3.1.2.5.3.2","12722612"
"r_5","1000BGN","2023","3.1.2.5.3.1.1","1849743"
