RevisionColumn,PlaceResidence,GenderID,Units,periods,ValueColumn
"r_2","1","2","1000cp","2015Q3","36.3"
"r_2","1","2","1000cp","2015Q4","35.1"
"r_2","2","0","1000cp","2003Q1","195.3"
"r_2","2","0","1000cp","2003Q2","170.6"
"r_2","2","0","1000cp","2003Q3","156.7"
"r_2","2","0","1000cp","2003Q4","180.7"
"r_2","2","0","1000cp","2004Q1","187.4"
"r_2","2","0","1000cp","2004Q2","149.4"
"r_2","2","0","1000cp","2004Q3","150.3"
"r_2","2","0","1000cp","2004Q4","164.9"
"r_2","2","0","1000cp","2005Q1","171.1"
"r_2","2","0","1000cp","2005Q2","139.1"
"r_2","2","0","1000cp","2005Q3","148.3"
"r_2","2","0","1000cp","2005Q4","148.8"
"r_2","2","0","1000cp","2006Q1","154.6"
"r_2","2","0","1000cp","2006Q2","121.8"
"r_2","2","0","1000cp","2006Q3","105.9"
"r_2","2","0","1000cp","2006Q4","98.2"
"r_2","2","0","1000cp","2007Q1","102.6"
"r_2","2","0","1000cp","2007Q2","93.6"
"r_2","2","0","1000cp","2007Q3","88.1"
"r_2","2","0","1000cp","2007Q4","87.1"
"r_2","2","0","1000cp","2008Q1","73.6"
"r_2","2","0","1000cp","2008Q2","71.1"
"r_2","2","0","1000cp","2008Q3","65.6"
"r_2","2","0","1000cp","2008Q4","69.4"
"r_2","2","0","1000cp","2009Q1","72.5"
"r_2","2","0","1000cp","2009Q2","78"
"r_2","2","0","1000cp","2009Q3","79.8"
"r_2","2","0","1000cp","2009Q4","90.6"
"r_2","2","0","1000cp","2010Q1","97.4"
"r_2","2","0","1000cp","2010Q2","98.9"
"r_2","2","0","1000cp","2010Q3","94.1"
"r_2","2","0","1000cp","2010Q4","97.8"
"r_2","2","0","1000cp","2011Q1","109"
"r_2","2","0","1000cp","2011Q2","91.6"
"r_2","2","0","1000cp","2011Q3","94.3"
"r_2","2","0","1000cp","2011Q4","100.6"
"r_2","2","0","1000cp","2012Q1","108.4"
"r_2","2","0","1000cp","2012Q2","100.6"
"r_2","2","0","1000cp","2012Q3","92.7"
"r_2","2","0","1000cp","2012Q4","99.7"
"r_2","2","0","1000cp","2013Q1","105.3"
"r_2","2","0","1000cp","2013Q2","99.8"
"r_2","2","0","1000cp","2013Q3","85.6"
"r_2","2","0","1000cp","2013Q4","96.2"
"r_2","2","0","1000cp","2014Q1","101.9"
"r_2","2","0","1000cp","2014Q2","92.3"
"r_2","2","0","1000cp","2014Q3","83.9"
"r_2","2","0","1000cp","2014Q4","89.9"
"r_2","2","0","1000cp","2015Q1","96.3"
"r_2","2","0","1000cp","2015Q2","90.3"
"r_2","2","0","1000cp","2015Q3","85.7"
"r_2","2","0","1000cp","2015Q4","94.2"
"r_2","2","1","1000cp","2003Q1","107.8"
"r_2","2","1","1000cp","2003Q2","93.9"
"r_2","2","1","1000cp","2003Q3","86.7"
"r_2","2","1","1000cp","2003Q4","97.4"
"r_2","2","1","1000cp","2004Q1","99.9"
"r_2","2","1","1000cp","2004Q2","77.9"
"r_2","2","1","1000cp","2004Q3","83.5"
"r_2","2","1","1000cp","2004Q4","89.1"
"r_2","2","1","1000cp","2005Q1","94.5"
"r_2","2","1","1000cp","2005Q2","75.5"
"r_2","2","1","1000cp","2005Q3","80.1"
"r_2","2","1","1000cp","2005Q4","82.4"
"r_2","2","1","1000cp","2006Q1","85.2"
"r_2","2","1","1000cp","2006Q2","64.9"
"r_2","2","1","1000cp","2006Q3","56.1"
"r_2","2","1","1000cp","2006Q4","51.7"
"r_2","2","1","1000cp","2007Q1","55.4"
"r_2","2","1","1000cp","2007Q2","51.1"
"r_2","2","1","1000cp","2007Q3","48.7"
"r_2","2","1","1000cp","2007Q4","47.3"
"r_2","2","1","1000cp","2008Q1","36.8"
"r_2","2","1","1000cp","2008Q2","38.5"
"r_2","2","1","1000cp","2008Q3","34.9"
"r_2","2","1","1000cp","2008Q4","35.7"
"r_2","2","1","1000cp","2009Q1","39.8"
"r_2","2","1","1000cp","2009Q2","40.2"
"r_2","2","1","1000cp","2009Q3","41.6"
"r_2","2","1","1000cp","2009Q4","54.5"
"r_2","2","1","1000cp","2010Q1","56.2"
"r_2","2","1","1000cp","2010Q2","56.7"
"r_2","2","1","1000cp","2010Q3","53.7"
"r_2","2","1","1000cp","2010Q4","56"
"r_2","2","1","1000cp","2011Q1","62.9"
"r_2","2","1","1000cp","2011Q2","52.6"
"r_2","2","1","1000cp","2011Q3","54.1"
"r_2","2","1","1000cp","2011Q4","56.3"
"r_2","2","1","1000cp","2012Q1","59.6"
"r_2","2","1","1000cp","2012Q2","52.8"
"r_2","2","1","1000cp","2012Q3","52.4"
"r_2","2","1","1000cp","2012Q4","58.4"
"r_2","2","1","1000cp","2013Q1","57.8"
"r_2","2","1","1000cp","2013Q2","54.8"
"r_2","2","1","1000cp","2013Q3","50.3"
"r_2","2","1","1000cp","2013Q4","53.5"
"r_2","2","1","1000cp","2014Q1","59.9"
"r_2","2","1","1000cp","2014Q2","55.6"
"r_2","2","1","1000cp","2014Q3","48.8"
"r_2","2","1","1000cp","2014Q4","49"
"r_2","2","1","1000cp","2015Q1","52.8"
"r_2","2","1","1000cp","2015Q2","51.4"
"r_2","2","1","1000cp","2015Q3","48.5"
"r_2","2","1","1000cp","2015Q4","52.7"
"r_2","2","2","1000cp","2003Q1","87.5"
"r_2","2","2","1000cp","2003Q2","76.7"
"r_2","2","2","1000cp","2003Q3","70"
"r_2","2","2","1000cp","2003Q4","83.3"
"r_2","2","2","1000cp","2004Q1","87.5"
"r_2","2","2","1000cp","2004Q2","71.5"
"r_2","2","2","1000cp","2004Q3","66.8"
"r_2","2","2","1000cp","2004Q4","75.8"
"r_2","2","2","1000cp","2005Q1","76.6"
"r_2","2","2","1000cp","2005Q2","63.6"
"r_2","2","2","1000cp","2005Q3","68.2"
"r_2","2","2","1000cp","2005Q4","66.3"
"r_2","2","2","1000cp","2006Q1","69.4"
"r_2","2","2","1000cp","2006Q2","56.9"
"r_2","2","2","1000cp","2006Q3","49.8"
"r_2","2","2","1000cp","2006Q4","46.6"
"r_2","2","2","1000cp","2007Q1","47.2"
"r_2","2","2","1000cp","2007Q2","42.6"
"r_2","2","2","1000cp","2007Q3","39.4"
"r_2","2","2","1000cp","2007Q4","39.8"
"r_2","2","2","1000cp","2008Q1","36.8"
"r_2","2","2","1000cp","2008Q2","32.5"
"r_2","2","2","1000cp","2008Q3","30.7"
"r_2","2","2","1000cp","2008Q4","33.7"
"r_2","2","2","1000cp","2009Q1","32.7"
"r_2","2","2","1000cp","2009Q2","37.8"
"r_2","2","2","1000cp","2009Q3","38.1"
"r_2","2","2","1000cp","2009Q4","36.1"
"r_2","2","2","1000cp","2010Q1","41.3"
"r_2","2","2","1000cp","2010Q2","42.3"
"r_2","2","2","1000cp","2010Q3","40.5"
"r_2","2","2","1000cp","2010Q4","41.8"
"r_2","2","2","1000cp","2011Q1","46.2"
"r_2","2","2","1000cp","2011Q2","39"
"r_2","2","2","1000cp","2011Q3","40.2"
"r_2","2","2","1000cp","2011Q4","44.3"
"r_2","2","2","1000cp","2012Q1","48.8"
"r_2","2","2","1000cp","2012Q2","47.8"
"r_2","2","2","1000cp","2012Q3","40.3"
"r_2","2","2","1000cp","2012Q4","41.3"
"r_2","2","2","1000cp","2013Q1","47.5"
