RevisionColumn,EKATTE,Units,periods,Gender_Child,ValueColumn
"r_1","SZR31","num","2002","2","668"
"r_1","SZR31","num","2003","0","1393"
"r_1","SZR31","num","2003","1","728"
"r_1","SZR31","num","2003","2","665"
"r_1","SZR31","num","2004","0","1462"
"r_1","SZR31","num","2004","1","770"
"r_1","SZR31","num","2004","2","692"
"r_1","SZR31","num","2005","0","1490"
"r_1","SZR31","num","2005","1","775"
"r_1","SZR31","num","2005","2","715"
"r_1","SZR31","num","2006","0","1622"
"r_1","SZR31","num","2006","1","812"
"r_1","SZR31","num","2006","2","810"
"r_1","SZR31","num","2007","0","1672"
"r_1","SZR31","num","2007","1","882"
"r_1","SZR31","num","2007","2","790"
"r_1","SZR31","num","2008","0","1742"
"r_1","SZR31","num","2008","1","914"
"r_1","SZR31","num","2008","2","828"
"r_1","SZR31","num","2009","0","1787"
"r_1","SZR31","num","2009","1","931"
"r_1","SZR31","num","2009","2","856"
"r_1","SZR31","num","2010","0","1765"
"r_1","SZR31","num","2010","1","931"
"r_1","SZR31","num","2010","2","834"
"r_1","SZR31","num","2011","0","1566"
"r_1","SZR31","num","2011","1","794"
"r_1","SZR31","num","2011","2","772"
"r_1","SZR31","num","2012","0","1557"
"r_1","SZR31","num","2012","1","784"
"r_1","SZR31","num","2012","2","773"
"r_1","SZR31","num","2013","0","1475"
"r_1","SZR31","num","2013","1","772"
"r_1","SZR31","num","2013","2","703"
"r_1","SZR31","num","2014","0","1516"
"r_1","SZR31","num","2014","1","779"
"r_1","SZR31","num","2014","2","737"
"r_1","SZR36","num","2000","0","289"
"r_1","SZR36","num","2000","1","154"
"r_1","SZR36","num","2000","2","135"
"r_1","SZR36","num","2001","0","205"
"r_1","SZR36","num","2001","1","108"
"r_1","SZR36","num","2001","2","97"
"r_1","SZR36","num","2002","0","211"
"r_1","SZR36","num","2002","1","118"
"r_1","SZR36","num","2002","2","93"
"r_1","SZR36","num","2003","0","234"
"r_1","SZR36","num","2003","1","128"
"r_1","SZR36","num","2003","2","106"
"r_1","SZR36","num","2004","0","269"
"r_1","SZR36","num","2004","1","148"
"r_1","SZR36","num","2004","2","121"
"r_1","SZR36","num","2005","0","199"
"r_1","SZR36","num","2005","1","96"
"r_1","SZR36","num","2005","2","103"
"r_1","SZR36","num","2006","0","231"
"r_1","SZR36","num","2006","1","130"
"r_1","SZR36","num","2006","2","101"
"r_1","SZR36","num","2007","0","254"
"r_1","SZR36","num","2007","1","116"
"r_1","SZR36","num","2007","2","138"
"r_1","SZR36","num","2008","0","249"
"r_1","SZR36","num","2008","1","124"
"r_1","SZR36","num","2008","2","125"
"r_1","SZR36","num","2009","0","227"
"r_1","SZR36","num","2009","1","124"
"r_1","SZR36","num","2009","2","103"
"r_1","SZR36","num","2010","0","218"
"r_1","SZR36","num","2010","1","104"
"r_1","SZR36","num","2010","2","114"
"r_1","SZR36","num","2011","0","227"
"r_1","SZR36","num","2011","1","114"
"r_1","SZR36","num","2011","2","113"
"r_1","SZR36","num","2012","0","231"
"r_1","SZR36","num","2012","1","112"
"r_1","SZR36","num","2012","2","119"
"r_1","SZR36","num","2013","0","183"
"r_1","SZR36","num","2013","1","102"
"r_1","SZR36","num","2013","2","81"
"r_1","SZR36","num","2014","0","194"
"r_1","SZR36","num","2014","1","98"
"r_1","SZR36","num","2014","2","96"
"r_1","TGV","num","2000","0","1335"
"r_1","TGV","num","2000","1","702"
"r_1","TGV","num","2000","2","633"
"r_1","TGV","num","2001","0","1302"
"r_1","TGV","num","2001","1","696"
"r_1","TGV","num","2001","2","606"
"r_1","TGV","num","2002","0","1304"
"r_1","TGV","num","2002","1","651"
"r_1","TGV","num","2002","2","653"
"r_1","TGV","num","2003","0","1307"
"r_1","TGV","num","2003","1","694"
"r_1","TGV","num","2003","2","613"
"r_1","TGV","num","2004","0","1377"
"r_1","TGV","num","2004","1","727"
"r_1","TGV","num","2004","2","650"
"r_1","TGV","num","2005","0","1250"
"r_1","TGV","num","2005","1","630"
"r_1","TGV","num","2005","2","620"
"r_1","TGV","num","2006","0","1350"
"r_1","TGV","num","2006","1","689"
"r_1","TGV","num","2006","2","661"
"r_1","TGV","num","2007","0","1329"
"r_1","TGV","num","2007","1","663"
"r_1","TGV","num","2007","2","666"
"r_1","TGV","num","2008","0","1363"
"r_1","TGV","num","2008","1","680"
"r_1","TGV","num","2008","2","683"
"r_1","TGV","num","2009","0","1366"
"r_1","TGV","num","2009","1","684"
"r_1","TGV","num","2009","2","682"
"r_1","TGV","num","2010","0","1356"
"r_1","TGV","num","2010","1","728"
"r_1","TGV","num","2010","2","628"
"r_1","TGV","num","2011","0","1248"
"r_1","TGV","num","2011","1","649"
"r_1","TGV","num","2011","2","599"
"r_1","TGV","num","2012","0","1214"
"r_1","TGV","num","2012","1","644"
"r_1","TGV","num","2012","2","570"
"r_1","TGV","num","2013","0","1105"
"r_1","TGV","num","2013","1","560"
"r_1","TGV","num","2013","2","545"
"r_1","TGV","num","2014","0","1071"
"r_1","TGV","num","2014","1","533"
"r_1","TGV","num","2014","2","538"
"r_1","TGV02","num","2000","0","68"
"r_1","TGV02","num","2000","1","35"
"r_1","TGV02","num","2000","2","33"
"r_1","TGV02","num","2001","0","67"
"r_1","TGV02","num","2001","1","38"
"r_1","TGV02","num","2001","2","29"
"r_1","TGV02","num","2002","0","66"
"r_1","TGV02","num","2002","1","29"
"r_1","TGV02","num","2002","2","37"
"r_1","TGV02","num","2003","0","54"
"r_1","TGV02","num","2003","1","22"
"r_1","TGV02","num","2003","2","32"
"r_1","TGV02","num","2004","0","83"
"r_1","TGV02","num","2004","1","54"
"r_1","TGV02","num","2004","2","29"
"r_1","TGV02","num","2005","0","48"
"r_1","TGV02","num","2005","1","32"
"r_1","TGV02","num","2005","2","16"
"r_1","TGV02","num","2006","0","55"
"r_1","TGV02","num","2006","1","26"
"r_1","TGV02","num","2006","2","29"
"r_1","TGV02","num","2007","0","72"
"r_1","TGV02","num","2007","1","33"
"r_1","TGV02","num","2007","2","39"
"r_1","TGV02","num","2008","0","59"
"r_1","TGV02","num","2008","1","29"
"r_1","TGV02","num","2008","2","30"
"r_1","TGV02","num","2009","0","79"
"r_1","TGV02","num","2009","1","38"
"r_1","TGV02","num","2009","2","41"
"r_1","TGV02","num","2010","0","71"
"r_1","TGV02","num","2010","1","40"
"r_1","TGV02","num","2010","2","31"
"r_1","TGV02","num","2011","0","61"
"r_1","TGV02","num","2011","1","29"
"r_1","TGV02","num","2011","2","32"
"r_1","TGV02","num","2012","0","57"
"r_1","TGV02","num","2012","1","37"
"r_1","TGV02","num","2012","2","20"
"r_1","TGV02","num","2013","0","46"
"r_1","TGV02","num","2013","1","21"
"r_1","TGV02","num","2013","2","25"
"r_1","TGV02","num","2014","0","49"
"r_1","TGV02","num","2014","1","25"
"r_1","TGV02","num","2014","2","24"
"r_1","TGV22","num","2000","0","293"
"r_1","TGV22","num","2000","1","144"
"r_1","TGV22","num","2000","2","149"
"r_1","TGV22","num","2001","0","263"
"r_1","TGV22","num","2001","1","144"
"r_1","TGV22","num","2001","2","119"
"r_1","TGV22","num","2002","0","276"
"r_1","TGV22","num","2002","1","151"
"r_1","TGV22","num","2002","2","125"
"r_1","TGV22","num","2003","0","308"
"r_1","TGV22","num","2003","1","174"
"r_1","TGV22","num","2003","2","134"
"r_1","TGV22","num","2004","0","306"
"r_1","TGV22","num","2004","1","160"
"r_1","TGV22","num","2004","2","146"
"r_1","TGV22","num","2005","0","238"
"r_1","TGV22","num","2005","1","128"
"r_1","TGV22","num","2005","2","110"
"r_1","TGV22","num","2006","0","295"
"r_1","TGV22","num","2006","1","146"
"r_1","TGV22","num","2006","2","149"
"r_1","TGV22","num","2007","0","312"
"r_1","TGV22","num","2007","1","155"
"r_1","TGV22","num","2007","2","157"
"r_1","TGV22","num","2008","0","337"
"r_1","TGV22","num","2008","1","157"
"r_1","TGV22","num","2008","2","180"
"r_1","TGV22","num","2009","0","323"
"r_1","TGV22","num","2009","1","161"
"r_1","TGV22","num","2009","2","162"
"r_1","TGV22","num","2010","0","326"
"r_1","TGV22","num","2010","1","178"
"r_1","TGV22","num","2010","2","148"
"r_1","TGV22","num","2011","0","328"
"r_1","TGV22","num","2011","1","185"
"r_1","TGV22","num","2011","2","143"
"r_1","TGV22","num","2012","0","284"
"r_1","TGV22","num","2012","1","144"
"r_1","TGV22","num","2012","2","140"
"r_1","TGV22","num","2013","0","252"
"r_1","TGV22","num","2013","1","120"
"r_1","TGV22","num","2013","2","132"
"r_1","TGV22","num","2014","0","228"
"r_1","TGV22","num","2014","1","112"
"r_1","TGV22","num","2014","2","116"
"r_1","TGV23","num","2000","0","57"
"r_1","TGV23","num","2000","1","31"
"r_1","TGV23","num","2000","2","26"
"r_1","TGV23","num","2001","0","66"
"r_1","TGV23","num","2001","1","27"
"r_1","TGV23","num","2001","2","39"
"r_1","TGV23","num","2002","0","71"
"r_1","TGV23","num","2002","1","34"
"r_1","TGV23","num","2002","2","37"
"r_1","TGV23","num","2003","0","68"
"r_1","TGV23","num","2003","1","33"
"r_1","TGV23","num","2003","2","35"
"r_1","TGV23","num","2004","0","78"
"r_1","TGV23","num","2004","1","44"
"r_1","TGV23","num","2004","2","34"
"r_1","TGV23","num","2005","0","64"
"r_1","TGV23","num","2005","1","29"
"r_1","TGV23","num","2005","2","35"
"r_1","TGV23","num","2006","0","61"
"r_1","TGV23","num","2006","1","27"
"r_1","TGV23","num","2006","2","34"
"r_1","TGV23","num","2007","0","55"
"r_1","TGV23","num","2007","1","31"
"r_1","TGV23","num","2007","2","24"
"r_1","TGV23","num","2008","0","72"
"r_1","TGV23","num","2008","1","31"
"r_1","TGV23","num","2008","2","41"
"r_1","TGV23","num","2009","0","83"
"r_1","TGV23","num","2009","1","51"
"r_1","TGV23","num","2009","2","32"
"r_1","TGV23","num","2010","0","47"
"r_1","TGV23","num","2010","1","30"
"r_1","TGV23","num","2010","2","17"
"r_1","TGV23","num","2011","0","52"
"r_1","TGV23","num","2011","1","25"
"r_1","TGV23","num","2011","2","27"
"r_1","TGV23","num","2012","0","67"
"r_1","TGV23","num","2012","1","37"
"r_1","TGV23","num","2012","2","30"
"r_1","TGV23","num","2013","0","59"
"r_1","TGV23","num","2013","1","31"
"r_1","TGV23","num","2013","2","28"
"r_1","TGV23","num","2014","0","41"
"r_1","TGV23","num","2014","1","20"
"r_1","TGV23","num","2014","2","21"
"r_1","TGV24","num","2000","0","314"
"r_1","TGV24","num","2000","1","172"
"r_1","TGV24","num","2000","2","142"
"r_1","TGV24","num","2001","0","282"
"r_1","TGV24","num","2001","1","151"
"r_1","TGV24","num","2001","2","131"
"r_1","TGV24","num","2002","0","306"
"r_1","TGV24","num","2002","1","151"
"r_1","TGV24","num","2002","2","155"
"r_1","TGV24","num","2003","0","263"
"r_1","TGV24","num","2003","1","136"
"r_1","TGV24","num","2003","2","127"
"r_1","TGV24","num","2004","0","272"
"r_1","TGV24","num","2004","1","153"
"r_1","TGV24","num","2004","2","119"
"r_1","TGV24","num","2005","0","318"
"r_1","TGV24","num","2005","1","161"
"r_1","TGV24","num","2005","2","157"
"r_1","TGV24","num","2006","0","317"
"r_1","TGV24","num","2006","1","168"
"r_1","TGV24","num","2006","2","149"
"r_1","TGV24","num","2007","0","244"
"r_1","TGV24","num","2007","1","120"
"r_1","TGV24","num","2007","2","124"
"r_1","TGV24","num","2008","0","274"
"r_1","TGV24","num","2008","1","141"
"r_1","TGV24","num","2008","2","133"
"r_1","TGV24","num","2009","0","268"
"r_1","TGV24","num","2009","1","148"
"r_1","TGV24","num","2009","2","120"
"r_1","TGV24","num","2010","0","306"
"r_1","TGV24","num","2010","1","156"
"r_1","TGV24","num","2010","2","150"
"r_1","TGV24","num","2011","0","261"
"r_1","TGV24","num","2011","1","132"
"r_1","TGV24","num","2011","2","129"
"r_1","TGV24","num","2012","0","227"
"r_1","TGV24","num","2012","1","119"
"r_1","TGV24","num","2012","2","108"
"r_1","TGV24","num","2013","0","244"
"r_1","TGV24","num","2013","1","128"
"r_1","TGV24","num","2013","2","116"
"r_1","TGV24","num","2014","0","204"
"r_1","TGV24","num","2014","1","109"
"r_1","TGV24","num","2014","2","95"
"r_1","TGV35","num","2000","0","603"
"r_1","TGV35","num","2000","1","320"
"r_1","TGV35","num","2000","2","283"
"r_1","TGV35","num","2001","0","624"
"r_1","TGV35","num","2001","1","336"
"r_1","TGV35","num","2001","2","288"
"r_1","TGV35","num","2002","0","585"
"r_1","TGV35","num","2002","1","286"
"r_1","TGV35","num","2002","2","299"
"r_1","TGV35","num","2003","0","614"
"r_1","TGV35","num","2003","1","329"
"r_1","TGV35","num","2003","2","285"
"r_1","TGV35","num","2004","0","638"
"r_1","TGV35","num","2004","1","316"
"r_1","TGV35","num","2004","2","322"
"r_1","TGV35","num","2005","0","582"
"r_1","TGV35","num","2005","1","280"
"r_1","TGV35","num","2005","2","302"
"r_1","TGV35","num","2006","0","622"
"r_1","TGV35","num","2006","1","322"
"r_1","TGV35","num","2006","2","300"
"r_1","TGV35","num","2007","0","646"
"r_1","TGV35","num","2007","1","324"
"r_1","TGV35","num","2007","2","322"
"r_1","TGV35","num","2008","0","621"
"r_1","TGV35","num","2008","1","322"
"r_1","TGV35","num","2008","2","299"
"r_1","TGV35","num","2009","0","613"
"r_1","TGV35","num","2009","1","286"
"r_1","TGV35","num","2009","2","327"
"r_1","TGV35","num","2010","0","606"
"r_1","TGV35","num","2010","1","324"
"r_1","TGV35","num","2010","2","282"
"r_1","TGV35","num","2011","0","546"
"r_1","TGV35","num","2011","1","278"
"r_1","TGV35","num","2011","2","268"
"r_1","TGV35","num","2012","0","579"
"r_1","TGV35","num","2012","1","307"
"r_1","TGV35","num","2012","2","272"
"r_1","TGV35","num","2013","0","504"
"r_1","TGV35","num","2013","1","260"
"r_1","TGV35","num","2013","2","244"
"r_1","TGV35","num","2014","0","549"
"r_1","TGV35","num","2014","1","267"
"r_1","TGV35","num","2014","2","282"
"r_1","HKV","num","2000","0","2514"
"r_1","HKV","num","2000","1","1265"
"r_1","HKV","num","2000","2","1249"
"r_1","HKV","num","2001","0","2311"
"r_1","HKV","num","2001","1","1156"
"r_1","HKV","num","2001","2","1155"
"r_1","HKV","num","2002","0","2143"
"r_1","HKV","num","2002","1","1123"
"r_1","HKV","num","2002","2","1020"
"r_1","HKV","num","2003","0","2105"
"r_1","HKV","num","2003","1","1059"
"r_1","HKV","num","2003","2","1046"
"r_1","HKV","num","2004","0","2293"
"r_1","HKV","num","2004","1","1153"
"r_1","HKV","num","2004","2","1140"
"r_1","HKV","num","2005","0","2267"
"r_1","HKV","num","2005","1","1182"
"r_1","HKV","num","2005","2","1085"
"r_1","HKV","num","2006","0","2331"
"r_1","HKV","num","2006","1","1188"
"r_1","HKV","num","2006","2","1143"
"r_1","HKV","num","2007","0","2367"
"r_1","HKV","num","2007","1","1264"
"r_1","HKV","num","2007","2","1103"
"r_1","HKV","num","2008","0","2282"
"r_1","HKV","num","2008","1","1184"
"r_1","HKV","num","2008","2","1098"
"r_1","HKV","num","2009","0","2483"
"r_1","HKV","num","2009","1","1223"
"r_1","HKV","num","2009","2","1260"
"r_1","HKV","num","2010","0","2387"
"r_1","HKV","num","2010","1","1178"
"r_1","HKV","num","2010","2","1209"
"r_1","HKV","num","2011","0","2232"
"r_1","HKV","num","2011","1","1139"
"r_1","HKV","num","2011","2","1093"
"r_1","HKV","num","2012","0","2190"
"r_1","HKV","num","2012","1","1133"
"r_1","HKV","num","2012","2","1057"
"r_1","HKV","num","2013","0","2096"
"r_1","HKV","num","2013","1","1101"
"r_1","HKV","num","2013","2","995"
"r_1","HKV","num","2014","0","2061"
"r_1","HKV","num","2014","1","1038"
"r_1","HKV","num","2014","2","1023"
"r_1","HKV09","num","2000","0","480"
"r_1","HKV09","num","2000","1","250"
"r_1","HKV09","num","2000","2","230"
"r_1","HKV09","num","2001","0","451"
"r_1","HKV09","num","2001","1","208"
"r_1","HKV09","num","2001","2","243"
"r_1","HKV09","num","2002","0","418"
"r_1","HKV09","num","2002","1","237"
"r_1","HKV09","num","2002","2","181"
"r_1","HKV09","num","2003","0","428"
"r_1","HKV09","num","2003","1","227"
"r_1","HKV09","num","2003","2","201"
"r_1","HKV09","num","2004","0","472"
"r_1","HKV09","num","2004","1","261"
"r_1","HKV09","num","2004","2","211"
"r_1","HKV09","num","2005","0","437"
"r_1","HKV09","num","2005","1","226"
"r_1","HKV09","num","2005","2","211"
"r_1","HKV09","num","2006","0","454"
"r_1","HKV09","num","2006","1","244"
"r_1","HKV09","num","2006","2","210"
"r_1","HKV09","num","2007","0","443"
"r_1","HKV09","num","2007","1","235"
"r_1","HKV09","num","2007","2","208"
"r_1","HKV09","num","2008","0","426"
"r_1","HKV09","num","2008","1","217"
"r_1","HKV09","num","2008","2","209"
"r_1","HKV09","num","2009","0","487"
"r_1","HKV09","num","2009","1","252"
"r_1","HKV09","num","2009","2","235"
"r_1","HKV09","num","2010","0","468"
"r_1","HKV09","num","2010","1","239"
"r_1","HKV09","num","2010","2","229"
"r_1","HKV09","num","2011","0","424"
"r_1","HKV09","num","2011","1","215"
"r_1","HKV09","num","2011","2","209"
"r_1","HKV09","num","2012","0","415"
"r_1","HKV09","num","2012","1","211"
"r_1","HKV09","num","2012","2","204"
"r_1","HKV09","num","2013","0","390"
"r_1","HKV09","num","2013","1","197"
"r_1","HKV09","num","2013","2","193"
"r_1","HKV09","num","2014","0","405"
"r_1","HKV09","num","2014","1","188"
"r_1","HKV09","num","2014","2","217"
"r_1","HKV11","num","2000","0","64"
"r_1","HKV11","num","2000","1","26"
"r_1","HKV11","num","2000","2","38"
"r_1","HKV11","num","2001","0","52"
"r_1","HKV11","num","2001","1","25"
"r_1","HKV11","num","2001","2","27"
"r_1","HKV11","num","2002","0","41"
"r_1","HKV11","num","2002","1","20"
"r_1","HKV11","num","2002","2","21"
"r_1","HKV11","num","2003","0","48"
"r_1","HKV11","num","2003","1","28"
"r_1","HKV11","num","2003","2","20"
"r_1","HKV11","num","2004","0","36"
"r_1","HKV11","num","2004","1","16"
"r_1","HKV11","num","2004","2","20"
"r_1","HKV11","num","2005","0","51"
"r_1","HKV11","num","2005","1","29"
"r_1","HKV11","num","2005","2","22"
"r_1","HKV11","num","2006","0","54"
"r_1","HKV11","num","2006","1","23"
"r_1","HKV11","num","2006","2","31"
"r_1","HKV11","num","2007","0","52"
"r_1","HKV11","num","2007","1","23"
"r_1","HKV11","num","2007","2","29"
"r_1","HKV11","num","2008","0","48"
"r_1","HKV11","num","2008","1","24"
"r_1","HKV11","num","2008","2","24"
"r_1","HKV11","num","2009","0","42"
"r_1","HKV11","num","2009","1","13"
"r_1","HKV11","num","2009","2","29"
"r_1","HKV11","num","2010","0","44"
"r_1","HKV11","num","2010","1","17"
"r_1","HKV11","num","2010","2","27"
"r_1","HKV11","num","2011","0","44"
"r_1","HKV11","num","2011","1","20"
"r_1","HKV11","num","2011","2","24"
"r_1","HKV11","num","2012","0","47"
"r_1","HKV11","num","2012","1","29"
"r_1","HKV11","num","2012","2","18"
"r_1","HKV11","num","2013","0","39"
"r_1","HKV11","num","2013","1","23"
"r_1","HKV11","num","2013","2","16"
"r_1","HKV11","num","2014","0","32"
"r_1","HKV11","num","2014","1","14"
"r_1","HKV11","num","2014","2","18"
"r_1","HKV17","num","2000","0","100"
"r_1","HKV17","num","2000","1","51"
"r_1","HKV17","num","2000","2","49"
"r_1","HKV17","num","2001","0","98"
"r_1","HKV17","num","2001","1","51"
"r_1","HKV17","num","2001","2","47"
"r_1","HKV17","num","2002","0","93"
"r_1","HKV17","num","2002","1","46"
"r_1","HKV17","num","2002","2","47"
"r_1","HKV17","num","2003","0","97"
"r_1","HKV17","num","2003","1","48"
"r_1","HKV17","num","2003","2","49"
"r_1","HKV17","num","2004","0","106"
"r_1","HKV17","num","2004","1","51"
"r_1","HKV17","num","2004","2","55"
"r_1","HKV17","num","2005","0","106"
"r_1","HKV17","num","2005","1","41"
"r_1","HKV17","num","2005","2","65"
"r_1","HKV17","num","2006","0","99"
"r_1","HKV17","num","2006","1","46"
"r_1","HKV17","num","2006","2","53"
"r_1","HKV17","num","2007","0","117"
"r_1","HKV17","num","2007","1","70"
"r_1","HKV17","num","2007","2","47"
"r_1","HKV17","num","2008","0","111"
"r_1","HKV17","num","2008","1","66"
"r_1","HKV17","num","2008","2","45"
"r_1","HKV17","num","2009","0","111"
"r_1","HKV17","num","2009","1","66"
"r_1","HKV17","num","2009","2","45"
"r_1","HKV17","num","2010","0","106"
"r_1","HKV17","num","2010","1","50"
"r_1","HKV17","num","2010","2","56"
"r_1","HKV17","num","2011","0","114"
"r_1","HKV17","num","2011","1","60"
"r_1","HKV17","num","2011","2","54"
"r_1","HKV17","num","2012","0","104"
"r_1","HKV17","num","2012","1","52"
"r_1","HKV17","num","2012","2","52"
"r_1","HKV17","num","2013","0","106"
"r_1","HKV17","num","2013","1","64"
"r_1","HKV17","num","2013","2","42"
"r_1","HKV17","num","2014","0","89"
"r_1","HKV17","num","2014","1","50"
"r_1","HKV17","num","2014","2","39"
"r_1","HKV18","num","2000","0","14"
"r_1","HKV18","num","2000","1","8"
"r_1","HKV18","num","2000","2","6"
"r_1","HKV18","num","2001","0","8"
"r_1","HKV18","num","2001","1","4"
"r_1","HKV18","num","2001","2","4"
"r_1","HKV18","num","2002","0","18"
"r_1","HKV18","num","2002","1","9"
"r_1","HKV18","num","2002","2","9"
"r_1","HKV18","num","2003","0","14"
"r_1","HKV18","num","2003","1","7"
"r_1","HKV18","num","2003","2","7"
"r_1","HKV18","num","2004","0","11"
"r_1","HKV18","num","2004","1","4"
"r_1","HKV18","num","2004","2","7"
"r_1","HKV18","num","2005","0","11"
"r_1","HKV18","num","2005","1","5"
"r_1","HKV18","num","2005","2","6"
"r_1","HKV18","num","2006","0","14"
"r_1","HKV18","num","2006","1","4"
"r_1","HKV18","num","2006","2","10"
"r_1","HKV18","num","2007","0","19"
"r_1","HKV18","num","2007","1","8"
"r_1","HKV18","num","2007","2","11"
"r_1","HKV18","num","2008","0","10"
"r_1","HKV18","num","2008","1","4"
"r_1","HKV18","num","2008","2","6"
"r_1","HKV18","num","2009","0","11"
"r_1","HKV18","num","2009","1","6"
"r_1","HKV18","num","2009","2","5"
"r_1","HKV18","num","2010","0","12"
"r_1","HKV18","num","2010","1","6"
"r_1","HKV18","num","2010","2","6"
"r_1","HKV18","num","2011","0","13"
"r_1","HKV18","num","2011","1","6"
"r_1","HKV18","num","2011","2","7"
"r_1","HKV18","num","2012","0","13"
"r_1","HKV18","num","2012","1","7"
"r_1","HKV18","num","2012","2","6"
"r_1","HKV18","num","2013","0","16"
"r_1","HKV18","num","2013","1","7"
"r_1","HKV18","num","2013","2","9"
"r_1","HKV18","num","2014","0","8"
"r_1","HKV18","num","2014","1","3"
"r_1","HKV18","num","2014","2","5"
"r_1","HKV19","num","2000","0","56"
"r_1","HKV19","num","2000","1","25"
"r_1","HKV19","num","2000","2","31"
"r_1","HKV19","num","2001","0","45"
"r_1","HKV19","num","2001","1","17"
"r_1","HKV19","num","2001","2","28"
"r_1","HKV19","num","2002","0","44"
"r_1","HKV19","num","2002","1","21"
"r_1","HKV19","num","2002","2","23"
"r_1","HKV19","num","2003","0","53"
"r_1","HKV19","num","2003","1","28"
"r_1","HKV19","num","2003","2","25"
"r_1","HKV19","num","2004","0","64"
"r_1","HKV19","num","2004","1","32"
"r_1","HKV19","num","2004","2","32"
"r_1","HKV19","num","2005","0","55"
"r_1","HKV19","num","2005","1","28"
"r_1","HKV19","num","2005","2","27"
"r_1","HKV19","num","2006","0","46"
"r_1","HKV19","num","2006","1","24"
"r_1","HKV19","num","2006","2","22"
"r_1","HKV19","num","2007","0","58"
"r_1","HKV19","num","2007","1","32"
"r_1","HKV19","num","2007","2","26"
"r_1","HKV19","num","2008","0","63"
"r_1","HKV19","num","2008","1","28"
"r_1","HKV19","num","2008","2","35"
"r_1","HKV19","num","2009","0","60"
"r_1","HKV19","num","2009","1","31"
"r_1","HKV19","num","2009","2","29"
"r_1","HKV19","num","2010","0","52"
"r_1","HKV19","num","2010","1","28"
"r_1","HKV19","num","2010","2","24"
"r_1","HKV19","num","2011","0","42"
"r_1","HKV19","num","2011","1","22"
"r_1","HKV19","num","2011","2","20"
"r_1","HKV19","num","2012","0","53"
"r_1","HKV19","num","2012","1","32"
"r_1","HKV19","num","2012","2","21"
"r_1","HKV19","num","2013","0","48"
"r_1","HKV19","num","2013","1","21"
"r_1","HKV19","num","2013","2","27"
"r_1","HKV19","num","2014","0","49"
"r_1","HKV19","num","2014","1","28"
"r_1","HKV19","num","2014","2","21"
"r_1","HKV28","num","2000","0","227"
"r_1","HKV28","num","2000","1","118"
"r_1","HKV28","num","2000","2","109"
"r_1","HKV28","num","2001","0","199"
"r_1","HKV28","num","2001","1","105"
"r_1","HKV28","num","2001","2","94"
"r_1","HKV28","num","2002","0","169"
"r_1","HKV28","num","2002","1","87"
"r_1","HKV28","num","2002","2","82"
"r_1","HKV28","num","2003","0","179"
"r_1","HKV28","num","2003","1","91"
"r_1","HKV28","num","2003","2","88"
"r_1","HKV28","num","2004","0","199"
"r_1","HKV28","num","2004","1","99"
"r_1","HKV28","num","2004","2","100"
"r_1","HKV28","num","2005","0","194"
"r_1","HKV28","num","2005","1","113"
"r_1","HKV28","num","2005","2","81"
"r_1","HKV28","num","2006","0","221"
"r_1","HKV28","num","2006","1","116"
"r_1","HKV28","num","2006","2","105"
"r_1","HKV28","num","2007","0","214"
"r_1","HKV28","num","2007","1","112"
"r_1","HKV28","num","2007","2","102"
"r_1","HKV28","num","2008","0","202"
"r_1","HKV28","num","2008","1","100"
"r_1","HKV28","num","2008","2","102"
"r_1","HKV28","num","2009","0","220"
"r_1","HKV28","num","2009","1","107"
"r_1","HKV28","num","2009","2","113"
"r_1","HKV28","num","2010","0","217"
"r_1","HKV28","num","2010","1","113"
"r_1","HKV28","num","2010","2","104"
"r_1","HKV28","num","2011","0","199"
"r_1","HKV28","num","2011","1","95"
"r_1","HKV28","num","2011","2","104"
"r_1","HKV28","num","2012","0","213"
"r_1","HKV28","num","2012","1","121"
"r_1","HKV28","num","2012","2","92"
"r_1","HKV28","num","2013","0","189"
"r_1","HKV28","num","2013","1","101"
"r_1","HKV28","num","2013","2","88"
"r_1","HKV28","num","2014","0","218"
"r_1","HKV28","num","2014","1","112"
"r_1","HKV28","num","2014","2","106"
"r_1","HKV29","num","2000","0","114"
"r_1","HKV29","num","2000","1","50"
"r_1","HKV29","num","2000","2","64"
"r_1","HKV29","num","2001","0","120"
"r_1","HKV29","num","2001","1","65"
"r_1","HKV29","num","2001","2","55"
"r_1","HKV29","num","2002","0","104"
"r_1","HKV29","num","2002","1","52"
"r_1","HKV29","num","2002","2","52"
"r_1","HKV29","num","2003","0","89"
"r_1","HKV29","num","2003","1","43"
"r_1","HKV29","num","2003","2","46"
"r_1","HKV29","num","2004","0","100"
"r_1","HKV29","num","2004","1","54"
"r_1","HKV29","num","2004","2","46"
"r_1","HKV29","num","2005","0","116"
"r_1","HKV29","num","2005","1","59"
"r_1","HKV29","num","2005","2","57"
"r_1","HKV29","num","2006","0","114"
"r_1","HKV29","num","2006","1","62"
"r_1","HKV29","num","2006","2","52"
"r_1","HKV29","num","2007","0","119"
"r_1","HKV29","num","2007","1","61"
"r_1","HKV29","num","2007","2","58"
"r_1","HKV29","num","2008","0","109"
"r_1","HKV29","num","2008","1","48"
"r_1","HKV29","num","2008","2","61"
"r_1","HKV29","num","2009","0","131"
"r_1","HKV29","num","2009","1","59"
"r_1","HKV29","num","2009","2","72"
"r_1","HKV29","num","2010","0","120"
"r_1","HKV29","num","2010","1","58"
