RevisionColumn,periods,Units,GenderID,Age10_LFS,ValueColumn
"r_8","2023","perc","2","15 - 24","11.1"
"r_8","2023","perc","2","25 - 34","5.2"
"r_8","2023","perc","2","35 - 44","4.6"
"r_8","2023","perc","2","45 - 54","3.3"
"r_8","2023","perc","2","55 - 64","3.5"
"r_8","2023","perc","2","65+","(2.0)"
"r_9","2021","perc","0","0","5.2"
"r_9","2021","perc","0","15 - 64","5.2"
"r_9","2021","perc","0","20 - 64","5.1"
"r_9","2021","perc","0","15 - 29","10.4"
"r_9","2021","perc","0","15 - 24","15.8"
"r_9","2021","perc","0","25 - 34","6.2"
"r_9","2021","perc","0","35 - 44","4.6"
"r_9","2021","perc","0","45 - 54","4.4"
"r_9","2021","perc","0","55 - 64","4.5"
"r_9","2021","perc","0","65+","(2.7)"
"r_9","2021","perc","1","0","5.4"
"r_9","2021","perc","1","15 - 64","5.5"
"r_9","2021","perc","1","20 - 64","5.3"
"r_9","2021","perc","1","15 - 29","11"
"r_9","2021","perc","1","15 - 24","16.2"
"r_9","2021","perc","1","25 - 34","6.6"
"r_9","2021","perc","1","35 - 44","4.8"
"r_9","2021","perc","1","45 - 54","4.1"
"r_9","2021","perc","1","55 - 64","4.9"
"r_9","2021","perc","1","65+","(2.9)"
"r_9","2021","perc","2","0","4.9"
"r_9","2021","perc","2","15 - 64","5"
"r_9","2021","perc","2","20 - 64","4.9"
"r_9","2021","perc","2","15 - 29","9.5"
"r_9","2021","perc","2","15 - 24","15.1"
"r_9","2021","perc","2","25 - 34","5.8"
"r_9","2021","perc","2","35 - 44","4.4"
"r_9","2021","perc","2","45 - 54","4.7"
"r_9","2021","perc","2","55 - 64","4.1"
"r_9","2021","perc","2","65+","(2.2)"
"r_10","2024","perc","0","0","4.2"
"r_10","2024","perc","0","15 - 64","4.2"
"r_10","2024","perc","0","20 - 64","4.1"
"r_10","2024","perc","0","15 - 29","7.7"
"r_10","2024","perc","0","15 - 24","12.3"
"r_10","2024","perc","0","25 - 34","4.9"
"r_10","2024","perc","0","35 - 44","4.1"
"r_10","2024","perc","0","45 - 54","3.6"
"r_10","2024","perc","0","55 - 64","3.2"
"r_10","2024","perc","0","65+","(2.3)"
"r_10","2024","perc","1","0","4.4"
"r_10","2024","perc","1","15 - 64","4.5"
"r_10","2024","perc","1","20 - 64","4.3"
"r_10","2024","perc","1","15 - 29","8.2"
"r_10","2024","perc","1","15 - 24","12.8"
"r_10","2024","perc","1","25 - 34","4.7"
"r_10","2024","perc","1","35 - 44","4.6"
"r_10","2024","perc","1","45 - 54","3.9"
"r_10","2024","perc","1","55 - 64","3.1"
"r_10","2024","perc","1","65+","(2.4)"
"r_10","2024","perc","2","0","3.9"
"r_10","2024","perc","2","15 - 64","4"
"r_10","2024","perc","2","20 - 64","3.9"
"r_10","2024","perc","2","15 - 29","7.1"
"r_10","2024","perc","2","15 - 24","11.7"
"r_10","2024","perc","2","25 - 34","5.3"
"r_10","2024","perc","2","35 - 44","3.6"
"r_10","2024","perc","2","45 - 54","3.2"
"r_10","2024","perc","2","55 - 64","3.3"
"r_10","2024","perc","2","65+","(2.2)"
