RevisionColumn,Age10_LFS,NUTS,GenderID,periods,Units,ValueColumn
"r_2","15 - 64_gr","BG31","1","2005Q2","1000cp","129"
"r_2","15 - 64_gr","BG31","2","2005Q2","1000cp","146.7"
"r_2","15 - 64_gr","BG32","0","2005Q2","1000cp","262.1"
"r_2","15 - 64_gr","BG32","1","2005Q2","1000cp","115.8"
"r_2","15 - 64_gr","BG32","2","2005Q2","1000cp","146.3"
"r_2","15 - 64_gr","BG33","0","2005Q2","1000cp","247.4"
"r_2","15 - 64_gr","BG33","1","2005Q2","1000cp","103.7"
"r_2","15 - 64_gr","BG33","2","2005Q2","1000cp","143.6"
"r_2","15 - 64_gr","BG34","0","2005Q2","1000cp","300.4"
"r_2","15 - 64_gr","BG34","1","2005Q2","1000cp","128.6"
"r_2","15 - 64_gr","BG34","2","2005Q2","1000cp","171.8"
"r_2","15 - 64_gr","BG41","0","2005Q2","1000cp","494.5"
"r_2","15 - 64_gr","BG41","1","2005Q2","1000cp","206.6"
"r_2","15 - 64_gr","BG41","2","2005Q2","1000cp","287.8"
"r_2","15 - 64_gr","BG42","0","2005Q2","1000cp","401.5"
"r_2","15 - 64_gr","BG42","1","2005Q2","1000cp","175.9"
"r_2","15 - 64_gr","BG42","2","2005Q2","1000cp","225.5"
"r_2","0","BG","0","2005Q3","1000cp","3260"
"r_2","0","BG","1","2005Q3","1000cp","1375.2"
"r_2","0","BG","2","2005Q3","1000cp","1884.8"
"r_2","0","BG31","0","2005Q3","1000cp","459.7"
"r_2","0","BG31","1","2005Q3","1000cp","206.1"
"r_2","0","BG31","2","2005Q3","1000cp","253.7"
"r_2","0","BG32","0","2005Q3","1000cp","431.7"
