RevisionColumn,Indicators,periods,PRODPROM,Units,ValueColumn
"r_16","3.1.1.2.2","2017","26.70.22","p/st",".."
"r_16","3.1.1.2.3","2017","26.70.22","p/st",".."
"r_16","3.1.1.2.1","2017","26.70.23","p/st",".."
"r_16","3.1.1.2.2","2017","26.70.23","p/st",".."
"r_16","3.1.1.2.3","2017","26.70.23","p/st","56649"
"r_16","3.1.1.2.1","2017","26.70.24","p/st",".."
"r_16","3.1.1.2.2","2017","26.70.24","p/st",".."
"r_16","3.1.1.2.3","2017","26.70.24","p/st",".."
"r_16","3.1.1.2.1","2017","26.70.25","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","26.70.25","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","26.70.25","1000BGN_fig","1328"
"r_16","3.1.1.2.1","2017","26.70.26","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","26.70.26","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","26.70.26","1000BGN_fig",".."
"r_16","3.1.1.2.1","2017","26.80.11","kg_fig","-"
"r_16","3.1.1.2.2","2017","26.80.11","kg_fig","-"
"r_16","3.1.1.2.3","2017","26.80.11","kg_fig","-"
"r_16","3.1.1.2.1","2017","26.80.12","kg_fig",".."
"r_16","3.1.1.2.2","2017","26.80.12","kg_fig",".."
"r_16","3.1.1.2.3","2017","26.80.12","kg_fig",".."
"r_16","3.1.1.2.1","2017","26.80.13","kg_fig","-"
"r_16","3.1.1.2.2","2017","26.80.13","kg_fig","-"
"r_16","3.1.1.2.3","2017","26.80.13","kg_fig","-"
"r_16","3.1.1.2.1","2017","26.80.14","kg_fig","72541"
"r_16","3.1.1.2.2","2017","26.80.14","kg_fig","72136"
"r_16","3.1.1.2.3","2017","26.80.14","kg_fig","2851"
"r_16","3.1.1.2.1","2017","27.11.10","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.10","p/st","45306"
"r_16","3.1.1.2.3","2017","27.11.10","p/st","12010"
"r_16","3.1.1.2.1","2017","27.11.21","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.21","p/st",".."
"r_16","3.1.1.2.3","2017","27.11.21","p/st",".."
"r_16","3.1.1.2.1","2017","27.11.22","p/st","14434"
"r_16","3.1.1.2.2","2017","27.11.22","p/st","14566"
"r_16","3.1.1.2.3","2017","27.11.22","p/st","1700"
"r_16","3.1.1.2.1","2017","27.11.23","p/st","22465"
"r_16","3.1.1.2.2","2017","27.11.23","p/st","15855"
"r_16","3.1.1.2.3","2017","27.11.23","p/st","2633"
"r_16","3.1.1.2.1","2017","27.11.24","p/st","72150"
"r_16","3.1.1.2.2","2017","27.11.24","p/st","65980"
"r_16","3.1.1.2.3","2017","27.11.24","p/st","19351"
"r_16","3.1.1.2.1","2017","27.11.25","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.25","p/st",".."
"r_16","3.1.1.2.3","2017","27.11.25","p/st",".."
"r_16","3.1.1.2.1","2017","27.11.26","p/st","-"
"r_16","3.1.1.2.2","2017","27.11.26","p/st","-"
"r_16","3.1.1.2.3","2017","27.11.26","p/st","-"
"r_16","3.1.1.2.1","2017","27.11.31","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.31","p/st",".."
"r_16","3.1.1.2.3","2017","27.11.31","p/st",".."
"r_16","3.1.1.2.1","2017","27.11.32","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.32","p/st",".."
"r_16","3.1.1.2.3","2017","27.11.32","p/st",".."
"r_16","3.1.1.2.1","2017","27.11.41","p/st","6238"
"r_16","3.1.1.2.2","2017","27.11.41","p/st","6370"
"r_16","3.1.1.2.3","2017","27.11.41","p/st","105851"
"r_16","3.1.1.2.1","2017","27.11.42","p/st","1519535"
"r_16","3.1.1.2.2","2017","27.11.42","p/st","1418176"
"r_16","3.1.1.2.3","2017","27.11.42","p/st","12606"
"r_16","3.1.1.2.1","2017","27.11.43","p/st","29890"
"r_16","3.1.1.2.2","2017","27.11.43","p/st","29576"
"r_16","3.1.1.2.3","2017","27.11.43","p/st","15308"
"r_16","3.1.1.2.1","2017","27.11.50","p/st",".."
"r_16","3.1.1.2.2","2017","27.11.50","p/st","3804259"
"r_16","3.1.1.2.3","2017","27.11.50","p/st","29821"
"r_16","3.1.1.2.1","2017","27.11.61","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.11.61","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.11.61","1000BGN_fig","21479"
"r_16","3.1.1.2.1","2017","27.12.10","p/st","330374"
"r_16","3.1.1.2.2","2017","27.12.10","p/st","492481"
"r_16","3.1.1.2.3","2017","27.12.10","p/st","52019"
"r_16","3.1.1.2.1","2017","27.12.21","p/st",".."
"r_16","3.1.1.2.2","2017","27.12.21","p/st",".."
"r_16","3.1.1.2.3","2017","27.12.21","p/st",".."
"r_16","3.1.1.2.1","2017","27.12.22","p/st","63462192"
"r_16","3.1.1.2.2","2017","27.12.22","p/st","53628719"
"r_16","3.1.1.2.3","2017","27.12.22","p/st","172618"
"r_16","3.1.1.2.1","2017","27.12.23","p/st",".."
"r_16","3.1.1.2.2","2017","27.12.23","p/st",".."
"r_16","3.1.1.2.3","2017","27.12.23","p/st",".."
"r_16","3.1.1.2.1","2017","27.12.24","p/st","484223"
"r_16","3.1.1.2.2","2017","27.12.24","p/st","295967"
"r_16","3.1.1.2.3","2017","27.12.24","p/st","16771"
"r_16","3.1.1.2.1","2017","27.12.31","p/st",".."
"r_16","3.1.1.2.2","2017","27.12.31","p/st",".."
"r_16","3.1.1.2.3","2017","27.12.31","p/st","263003"
"r_16","3.1.1.2.1","2017","27.12.32","p/st","10281"
"r_16","3.1.1.2.2","2017","27.12.32","p/st","10355"
"r_16","3.1.1.2.3","2017","27.12.32","p/st","19431"
"r_16","3.1.1.2.1","2017","27.20.11","p/st",".."
"r_16","3.1.1.2.2","2017","27.20.11","p/st",".."
"r_16","3.1.1.2.3","2017","27.20.11","p/st",".."
"r_16","3.1.1.2.1","2017","27.20.12","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.20.12","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.20.12","1000BGN_fig",""
"r_16","3.1.1.2.1","2017","27.20.21","p/st","2677089"
"r_16","3.1.1.2.2","2017","27.20.21","p/st","2623498"
"r_16","3.1.1.2.3","2017","27.20.21","p/st","219749"
"r_16","3.1.1.2.1","2017","27.20.22","ce/el_fig","387553"
"r_16","3.1.1.2.2","2017","27.20.22","ce/el_fig","376374"
"r_16","3.1.1.2.3","2017","27.20.22","ce/el_fig","87480"
"r_16","3.1.1.2.1","2017","27.20.23","p/st",".."
"r_16","3.1.1.2.2","2017","27.20.23","p/st",".."
"r_16","3.1.1.2.3","2017","27.20.23","p/st",".."
"r_16","3.1.1.2.1","2017","27.20.24","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.20.24","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.20.24","1000BGN_fig","18713"
"r_16","3.1.1.2.1","2017","27.31.11","kg_fig","-"
"r_16","3.1.1.2.2","2017","27.31.11","kg_fig","-"
"r_16","3.1.1.2.3","2017","27.31.11","kg_fig","-"
"r_16","3.1.1.2.1","2017","27.31.12","kg_fig","-"
"r_16","3.1.1.2.2","2017","27.31.12","kg_fig","-"
"r_16","3.1.1.2.3","2017","27.31.12","kg_fig","-"
"r_16","3.1.1.2.1","2017","27.32.11","kg_fig",".."
"r_16","3.1.1.2.2","2017","27.32.11","kg_fig",".."
"r_16","3.1.1.2.3","2017","27.32.11","kg_fig",".."
"r_16","3.1.1.2.1","2017","27.32.12","kg_fig",".."
"r_16","3.1.1.2.2","2017","27.32.12","kg_fig","16867"
"r_16","3.1.1.2.3","2017","27.32.12","kg_fig",".."
"r_16","3.1.1.2.1","2017","27.32.13","kg_fig","26000711"
"r_16","3.1.1.2.2","2017","27.32.13","kg_fig","24786235"
"r_16","3.1.1.2.3","2017","27.32.13","kg_fig","158572"
"r_16","3.1.1.2.1","2017","27.32.14","kg_fig",".."
"r_16","3.1.1.2.2","2017","27.32.14","kg_fig",".."
"r_16","3.1.1.2.3","2017","27.32.14","kg_fig",".."
"r_16","3.1.1.2.1","2017","27.33.11","p/st",".."
"r_16","3.1.1.2.2","2017","27.33.11","p/st",".."
"r_16","3.1.1.2.3","2017","27.33.11","p/st","27735"
"r_16","3.1.1.2.1","2017","27.33.12","p/st",".."
"r_16","3.1.1.2.2","2017","27.33.12","p/st",".."
"r_16","3.1.1.2.3","2017","27.33.12","p/st",".."
"r_16","3.1.1.2.1","2017","27.33.13","p/st","115637324"
"r_16","3.1.1.2.2","2017","27.33.13","p/st","69560283"
"r_16","3.1.1.2.3","2017","27.33.13","p/st","78849"
"r_16","3.1.1.2.1","2017","27.33.14","kg_fig","64895"
"r_16","3.1.1.2.2","2017","27.33.14","kg_fig","69830"
"r_16","3.1.1.2.3","2017","27.33.14","kg_fig","493"
"r_16","3.1.1.2.1","2017","27.40.11","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.11","p/st",".."
"r_16","3.1.1.2.3","2017","27.40.11","p/st",".."
"r_16","3.1.1.2.1","2017","27.40.12","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.12","p/st",".."
"r_16","3.1.1.2.3","2017","27.40.12","p/st",".."
"r_16","3.1.1.2.1","2017","27.40.13","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.13","p/st",".."
"r_16","3.1.1.2.3","2017","27.40.13","p/st",".."
"r_16","3.1.1.2.1","2017","27.40.14","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.14","p/st",".."
"r_16","3.1.1.2.3","2017","27.40.14","p/st",".."
"r_16","3.1.1.2.1","2017","27.40.15","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.15","p/st",".."
"r_16","3.1.1.2.3","2017","27.40.15","p/st",".."
"r_16","3.1.1.2.1","2017","27.40.21","p/st",".."
"r_16","3.1.1.2.2","2017","27.40.21","p/st",""
"r_16","3.1.1.2.3","2017","27.40.21","p/st","0"
"r_16","3.1.1.2.1","2017","27.40.22","p/st","114656"
"r_16","3.1.1.2.2","2017","27.40.22","p/st","90047"
"r_16","3.1.1.2.3","2017","27.40.22","p/st","3092"
"r_16","3.1.1.2.1","2017","27.40.23","p/st","-"
"r_16","3.1.1.2.2","2017","27.40.23","p/st","-"
"r_16","3.1.1.2.3","2017","27.40.23","p/st","-"
"r_16","3.1.1.2.1","2017","27.40.24","p/st","1219086"
"r_16","3.1.1.2.2","2017","27.40.24","p/st","1218666"
"r_16","3.1.1.2.3","2017","27.40.24","p/st","12344"
"r_16","3.1.1.2.1","2017","27.40.25","p/st","509574"
"r_16","3.1.1.2.2","2017","27.40.25","p/st","509418"
"r_16","3.1.1.2.3","2017","27.40.25","p/st","6317"
"r_16","3.1.1.2.1","2017","27.40.41","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.40.41","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.40.41","1000BGN_fig","669"
"r_16","3.1.1.2.1","2017","27.40.42","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.40.42","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.40.42","1000BGN_fig","7608"
"r_16","3.1.1.2.1","2017","27.51.11","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.11","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.11","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.12","p/st","-"
"r_16","3.1.1.2.2","2017","27.51.12","p/st","-"
"r_16","3.1.1.2.3","2017","27.51.12","p/st","-"
"r_16","3.1.1.2.1","2017","27.51.13","p/st","-"
"r_16","3.1.1.2.2","2017","27.51.13","p/st","-"
"r_16","3.1.1.2.3","2017","27.51.13","p/st","-"
"r_16","3.1.1.2.1","2017","27.51.14","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.14","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.14","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.15","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.15","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.15","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.22","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.22","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.22","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.23","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.23","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.23","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.24","p/st",".."
"r_16","3.1.1.2.2","2017","27.51.24","p/st",".."
"r_16","3.1.1.2.3","2017","27.51.24","p/st",".."
"r_16","3.1.1.2.1","2017","27.51.25","p/st","1052194"
"r_16","3.1.1.2.2","2017","27.51.25","p/st","1045085"
"r_16","3.1.1.2.3","2017","27.51.25","p/st","137713"
"r_16","3.1.1.2.1","2017","27.51.26","p/st","235046"
"r_16","3.1.1.2.2","2017","27.51.26","p/st","221930"
"r_16","3.1.1.2.3","2017","27.51.26","p/st","14272"
"r_16","3.1.1.2.1","2017","27.51.27","p/st","-"
"r_16","3.1.1.2.2","2017","27.51.27","p/st","-"
"r_16","3.1.1.2.3","2017","27.51.27","p/st","-"
"r_16","3.1.1.2.1","2017","27.51.28","p/st","186599"
"r_16","3.1.1.2.2","2017","27.51.28","p/st","184924"
"r_16","3.1.1.2.3","2017","27.51.28","p/st","7926"
"r_16","3.1.1.2.1","2017","27.51.29","kg_fig",".."
"r_16","3.1.1.2.2","2017","27.51.29","kg_fig",".."
"r_16","3.1.1.2.3","2017","27.51.29","kg_fig",".."
"r_16","3.1.1.2.1","2017","27.51.30","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.51.30","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.51.30","1000BGN_fig","22476"
"r_16","3.1.1.2.1","2017","27.52.11","p/st","203613"
"r_16","3.1.1.2.2","2017","27.52.11","p/st","190521"
"r_16","3.1.1.2.3","2017","27.52.11","p/st","8624"
"r_16","3.1.1.2.1","2017","27.52.12","p/st","178607"
"r_16","3.1.1.2.2","2017","27.52.12","p/st","186860"
"r_16","3.1.1.2.3","2017","27.52.12","p/st","55524"
"r_16","3.1.1.2.1","2017","27.52.13","p/st","-"
"r_16","3.1.1.2.2","2017","27.52.13","p/st","-"
"r_16","3.1.1.2.3","2017","27.52.13","p/st","-"
"r_16","3.1.1.2.1","2017","27.52.14","p/st",".."
"r_16","3.1.1.2.2","2017","27.52.14","p/st",".."
"r_16","3.1.1.2.3","2017","27.52.14","p/st","4859"
"r_16","3.1.1.2.1","2017","27.52.20","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.52.20","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.52.20","1000BGN_fig","3375"
"r_16","3.1.1.2.1","2017","27.90.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.11","1000BGN_fig","8112"
"r_16","3.1.1.2.1","2017","27.90.12","kg_fig","344866"
"r_16","3.1.1.2.2","2017","27.90.12","kg_fig",".."
"r_16","3.1.1.2.3","2017","27.90.12","kg_fig","9273"
"r_16","3.1.1.2.1","2017","27.90.13","kg_fig","3016"
"r_16","3.1.1.2.2","2017","27.90.13","kg_fig","3018"
"r_16","3.1.1.2.3","2017","27.90.13","kg_fig","1791"
"r_16","3.1.1.2.1","2017","27.90.20","kg_fig","216427"
"r_16","3.1.1.2.2","2017","27.90.20","kg_fig","215575"
"r_16","3.1.1.2.3","2017","27.90.20","kg_fig","21436"
"r_16","3.1.1.2.1","2017","27.90.31","p/st","2013"
"r_16","3.1.1.2.2","2017","27.90.31","p/st","2013"
"r_16","3.1.1.2.3","2017","27.90.31","p/st",".."
"r_16","3.1.1.2.1","2017","27.90.32","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.32","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.32","1000BGN_fig",".."
"r_16","3.1.1.2.1","2017","27.90.33","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.33","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.33","1000BGN_fig","29941"
"r_16","3.1.1.2.1","2017","27.90.42","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.42","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.42","1000BGN_fig",""
"r_16","3.1.1.2.1","2017","27.90.43","p/st","-"
"r_16","3.1.1.2.2","2017","27.90.43","p/st","-"
"r_16","3.1.1.2.3","2017","27.90.43","p/st","-"
"r_16","3.1.1.2.1","2017","27.90.44","kg_fig","1198054"
"r_16","3.1.1.2.2","2017","27.90.44","kg_fig","995303"
"r_16","3.1.1.2.3","2017","27.90.44","kg_fig","26625"
"r_16","3.1.1.2.1","2017","27.90.51","p/st",".."
"r_16","3.1.1.2.2","2017","27.90.51","p/st",".."
"r_16","3.1.1.2.3","2017","27.90.51","p/st",".."
"r_16","3.1.1.2.1","2017","27.90.52","p/st",".."
"r_16","3.1.1.2.2","2017","27.90.52","p/st",".."
"r_16","3.1.1.2.3","2017","27.90.52","p/st",".."
"r_16","3.1.1.2.1","2017","27.90.53","p/st",".."
"r_16","3.1.1.2.2","2017","27.90.53","p/st",".."
"r_16","3.1.1.2.3","2017","27.90.53","p/st",".."
"r_16","3.1.1.2.1","2017","27.90.60","p/st",".."
"r_16","3.1.1.2.2","2017","27.90.60","p/st",".."
"r_16","3.1.1.2.3","2017","27.90.60","p/st",".."
"r_16","3.1.1.2.1","2017","27.90.81","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.81","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.81","1000BGN_fig","0"
"r_16","3.1.1.2.1","2017","27.90.82","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","27.90.82","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","27.90.82","1000BGN_fig",""
"r_16","3.1.1.2.1","2017","28.11.11","p/st","-"
"r_16","3.1.1.2.2","2017","28.11.11","p/st","-"
"r_16","3.1.1.2.3","2017","28.11.11","p/st","-"
"r_16","3.1.1.2.1","2017","28.11.12","p/st","-"
"r_16","3.1.1.2.2","2017","28.11.12","p/st","-"
"r_16","3.1.1.2.3","2017","28.11.12","p/st","-"
"r_16","3.1.1.2.1","2017","28.11.13","p/st",".."
"r_16","3.1.1.2.2","2017","28.11.13","p/st",""
"r_16","3.1.1.2.3","2017","28.11.13","p/st","0"
"r_16","3.1.1.2.1","2017","28.11.21","kW_fig","-"
"r_16","3.1.1.2.2","2017","28.11.21","kW_fig","-"
"r_16","3.1.1.2.3","2017","28.11.21","kW_fig","-"
"r_16","3.1.1.2.1","2017","28.11.22","kW_fig",".."
"r_16","3.1.1.2.2","2017","28.11.22","kW_fig",".."
"r_16","3.1.1.2.3","2017","28.11.22","kW_fig",".."
"r_16","3.1.1.2.1","2017","28.11.23","kW_fig","-"
"r_16","3.1.1.2.2","2017","28.11.23","kW_fig","-"
"r_16","3.1.1.2.3","2017","28.11.23","kW_fig","-"
"r_16","3.1.1.2.1","2017","28.11.24","p/st","-"
"r_16","3.1.1.2.2","2017","28.11.24","p/st","-"
"r_16","3.1.1.2.3","2017","28.11.24","p/st","-"
"r_16","3.1.1.2.1","2017","28.11.31","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.11.31","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.11.31","1000BGN_fig",".."
"r_16","3.1.1.2.1","2017","28.11.32","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.11.32","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.11.32","1000BGN_fig",".."
"r_16","3.1.1.2.1","2017","28.11.33","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.11.33","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.11.33","1000BGN_fig",""
"r_16","3.1.1.2.1","2017","28.11.41","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.11.41","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.11.41","1000BGN_fig","12412"
"r_16","3.1.1.2.1","2017","28.11.42","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.11.42","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.11.42","1000BGN_fig","5532"
"r_16","3.1.1.2.1","2017","28.12.11","p/st","841819"
"r_16","3.1.1.2.2","2017","28.12.11","p/st","845533"
"r_16","3.1.1.2.3","2017","28.12.11","p/st","207235"
"r_16","3.1.1.2.1","2017","28.12.12","p/st",".."
"r_16","3.1.1.2.2","2017","28.12.12","p/st",".."
"r_16","3.1.1.2.3","2017","28.12.12","p/st",".."
"r_16","3.1.1.2.1","2017","28.12.13","p/st",".."
"r_16","3.1.1.2.2","2017","28.12.13","p/st",".."
"r_16","3.1.1.2.3","2017","28.12.13","p/st",".."
"r_16","3.1.1.2.1","2017","28.12.14","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.12.14","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.12.14","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.12.15","p/st",".."
"r_16","3.1.1.2.2","2017","28.12.15","p/st",".."
"r_16","3.1.1.2.3","2017","28.12.15","p/st",".."
"r_16","3.1.1.2.1","2017","28.12.16","p/st","9840"
"r_16","3.1.1.2.2","2017","28.12.16","p/st",".."
"r_16","3.1.1.2.3","2017","28.12.16","p/st","3532"
"r_16","3.1.1.2.1","2017","28.12.20","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.12.20","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.12.20","1000BGN_fig","42695"
"r_16","3.1.1.2.1","2017","28.13.11","p/st",".."
"r_16","3.1.1.2.2","2017","28.13.11","p/st",".."
"r_16","3.1.1.2.3","2017","28.13.11","p/st","962"
"r_16","3.1.1.2.1","2017","28.13.12","p/st","24"
"r_16","3.1.1.2.2","2017","28.13.12","p/st","24"
"r_16","3.1.1.2.3","2017","28.13.12","p/st",".."
"r_16","3.1.1.2.1","2017","28.13.13","p/st",".."
"r_16","3.1.1.2.2","2017","28.13.13","p/st",".."
"r_16","3.1.1.2.3","2017","28.13.13","p/st",".."
"r_16","3.1.1.2.1","2017","28.13.14","p/st","2094"
"r_16","3.1.1.2.2","2017","28.13.14","p/st","2411"
"r_16","3.1.1.2.3","2017","28.13.14","p/st","4242"
"r_16","3.1.1.2.1","2017","28.13.21","p/st",".."
"r_16","3.1.1.2.2","2017","28.13.21","p/st",".."
"r_16","3.1.1.2.3","2017","28.13.21","p/st",".."
"r_16","3.1.1.2.1","2017","28.13.22","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.22","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.22","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.23","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.23","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.23","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.24","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.24","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.24","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.25","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.25","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.25","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.26","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.26","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.26","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.27","p/st","-"
"r_16","3.1.1.2.2","2017","28.13.27","p/st","-"
"r_16","3.1.1.2.3","2017","28.13.27","p/st","-"
"r_16","3.1.1.2.1","2017","28.13.28","p/st",".."
"r_16","3.1.1.2.2","2017","28.13.28","p/st",".."
"r_16","3.1.1.2.3","2017","28.13.28","p/st",".."
"r_16","3.1.1.2.1","2017","28.13.31","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.13.31","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.13.31","1000BGN_fig","16765"
"r_16","3.1.1.2.1","2017","28.13.32","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.13.32","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.13.32","1000BGN_fig",".."
"r_16","3.1.1.2.1","2017","28.14.11","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.14.11","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.14.11","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.14.12","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.14.12","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.14.12","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.14.13","kg_fig","21605301"
"r_16","3.1.1.2.2","2017","28.14.13","kg_fig","34101473"
"r_16","3.1.1.2.3","2017","28.14.13","kg_fig","64223"
"r_16","3.1.1.2.1","2017","28.14.20","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.14.20","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.14.20","1000BGN_fig","33185"
"r_16","3.1.1.2.1","2017","28.15.10","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.15.10","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.15.10","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.15.21","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.15.21","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.15.21","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.15.22","kg_fig","21608"
"r_16","3.1.1.2.2","2017","28.15.22","kg_fig","19701"
"r_16","3.1.1.2.3","2017","28.15.22","kg_fig","449"
"r_16","3.1.1.2.1","2017","28.15.23","kg_fig",".."
"r_16","3.1.1.2.2","2017","28.15.23","kg_fig",".."
"r_16","3.1.1.2.3","2017","28.15.23","kg_fig",".."
"r_16","3.1.1.2.1","2017","28.15.24","kg_fig","551972"
"r_16","3.1.1.2.2","2017","28.15.24","kg_fig","418039"
"r_16","3.1.1.2.3","2017","28.15.24","kg_fig","5755"
"r_16","3.1.1.2.1","2017","28.15.25","kg_fig","-"
"r_16","3.1.1.2.2","2017","28.15.25","kg_fig","-"
"r_16","3.1.1.2.3","2017","28.15.25","kg_fig","-"
"r_16","3.1.1.2.1","2017","28.15.26","kg_fig","162725"
"r_16","3.1.1.2.2","2017","28.15.26","kg_fig","156949"
"r_16","3.1.1.2.3","2017","28.15.26","kg_fig","1123"
"r_16","3.1.1.2.1","2017","28.15.32","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.15.32","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.15.32","1000BGN_fig",""
"r_16","3.1.1.2.1","2017","28.15.39","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.15.39","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.15.39","1000BGN_fig","18777"
"r_16","3.1.1.2.1","2017","28.21.11","p/st","7332"
"r_16","3.1.1.2.2","2017","28.21.11","p/st","7166"
"r_16","3.1.1.2.3","2017","28.21.11","p/st","7751"
"r_16","3.1.1.2.1","2017","28.21.14","1000BGN_fig","x"
"r_16","3.1.1.2.2","2017","28.21.14","1000BGN_fig","x"
"r_16","3.1.1.2.3","2017","28.21.14","1000BGN_fig","10357"
"r_16","3.1.1.2.1","2017","28.22.11","p/st","16233"
"r_16","3.1.1.2.2","2017","28.22.11","p/st","15927"
"r_16","3.1.1.2.3","2017","28.22.11","p/st","51190"
"r_16","3.1.1.2.1","2017","28.22.12","p/st","-"
