RevisionColumn,periods,Units,NUTS,Muz_Measure,ValueColumn
"r_1","2002","num","BG","1","220"
"r_1","2002","num","BG","2","3554515"
"r_1","2002","num","BG","3","5766707"
"r_1","2002","num","BG3","1","132"
"r_1","2002","num","BG3","2","1997464"
"r_1","2002","num","BG3","3","3363241"
"r_1","2002","num","BG31","1","33"
"r_1","2002","num","BG31","2","569107"
"r_1","2002","num","BG31","3","787070"
"r_1","2002","num","BG311","1","4"
"r_1","2002","num","BG311","2","51821"
"r_1","2002","num","BG311","3","73958"
"r_1","2002","num","BG313","1","4"
"r_1","2002","num","BG313","2","48328"
"r_1","2002","num","BG313","3","119120"
"r_1","2002","num","BG315","1","5"
"r_1","2002","num","BG315","2","49945"
"r_1","2002","num","BG315","3","217694"
"r_1","2002","num","BG312","1","7"
"r_1","2002","num","BG312","2","26270"
"r_1","2002","num","BG312","3","121133"
"r_1","2002","num","BG314","1","13"
"r_1","2002","num","BG314","2","392743"
"r_1","2002","num","BG314","3","255165"
"r_1","2002","num","BG32","1","34"
"r_1","2002","num","BG32","2","574364"
"r_1","2002","num","BG32","3","1162767"
"r_1","2002","num","BG321","1","14"
"r_1","2002","num","BG321","2","173230"
"r_1","2002","num","BG321","3","291919"
"r_1","2002","num","BG322","1","9"
"r_1","2002","num","BG322","2","294610"
"r_1","2002","num","BG322","3","563560"
"r_1","2002","num","BG324","1","3"
"r_1","2002","num","BG324","2","47150"
"r_1","2002","num","BG324","3","92956"
"r_1","2002","num","BG323","1","4"
"r_1","2002","num","BG323","2","43060"
"r_1","2002","num","BG323","3","165141"
"r_1","2002","num","BG325","1","4"
"r_1","2002","num","BG325","2","16314"
"r_1","2002","num","BG325","3","49191"
"r_1","2002","num","BG33","1","27"
"r_1","2002","num","BG33","2","328854"
"r_1","2002","num","BG33","3","715368"
"r_1","2002","num","BG331","1","8"
"r_1","2002","num","BG331","2","130575"
"r_1","2002","num","BG331","3","267051"
"r_1","2002","num","BG332","1","6"
"r_1","2002","num","BG332","2","84436"
"r_1","2002","num","BG332","3","211940"
"r_1","2002","num","BG334","1","4"
"r_1","2002","num","BG334","2","17082"
"r_1","2002","num","BG334","3","51895"
"r_1","2002","num","BG333","1","9"
"r_1","2002","num","BG333","2","96761"
"r_1","2002","num","BG333","3","184482"
"r_1","2002","num","BG34","1","38"
"r_1","2002","num","BG34","2","525139"
"r_1","2002","num","BG34","3","698036"
"r_1","2002","num","BG341","1","9"
"r_1","2002","num","BG341","2","172515"
"r_1","2002","num","BG341","3","99418"
"r_1","2002","num","BG342","1","12"
"r_1","2002","num","BG342","2","84292"
"r_1","2002","num","BG342","3","158812"
"r_1","2002","num","BG344","1","14"
"r_1","2002","num","BG344","2","242747"
"r_1","2002","num","BG344","3","318313"
"r_1","2002","num","BG343","1","3"
"r_1","2002","num","BG343","2","25585"
"r_1","2002","num","BG343","3","121493"
"r_1","2002","num","BG4","1","88"
"r_1","2002","num","BG4","2","1557051"
"r_1","2002","num","BG4","3","2403466"
"r_1","2002","num","BG41","1","53"
"r_1","2002","num","BG41","2","1211587"
"r_1","2002","num","BG41","3","1648304"
"r_1","2002","num","BG413","1","6"
"r_1","2002","num","BG413","2","33290"
"r_1","2002","num","BG413","3","112673"
"r_1","2002","num","BG415","1","5"
"r_1","2002","num","BG415","2","142251"
"r_1","2002","num","BG415","3","119542"
"r_1","2002","num","BG414","1","2"
"r_1","2002","num","BG414","2","14004"
"r_1","2002","num","BG414","3","56996"
"r_1","2002","num","BG412","1","13"
"r_1","2002","num","BG412","2","197044"
"r_1","2002","num","BG412","3","84705"
"r_1","2002","num","BG411","1","27"
"r_1","2002","num","BG411","2","824998"
"r_1","2002","num","BG411","3","1274388"
"r_1","2002","num","BG42","1","35"
"r_1","2002","num","BG42","2","345464"
"r_1","2002","num","BG42","3","755162"
"r_1","2002","num","BG425","1","2"
"r_1","2002","num","BG425","2","11654"
"r_1","2002","num","BG425","3","39095"
"r_1","2002","num","BG423","1","9"
"r_1","2002","num","BG423","2","130895"
"r_1","2002","num","BG423","3","158957"
"r_1","2002","num","BG421","1","14"
"r_1","2002","num","BG421","2","168072"
"r_1","2002","num","BG421","3","298846"
"r_1","2002","num","BG424","1","4"
"r_1","2002","num","BG424","2","11039"
"r_1","2002","num","BG424","3","93115"
"r_1","2002","num","BG422","1","6"
"r_1","2002","num","BG422","2","23804"
"r_1","2002","num","BG422","3","165149"
"r_1","2005","num","BG","1","229"
"r_1","2005","num","BG","2","3925178"
"r_1","2005","num","BG","3","7111967"
"r_1","2005","num","BG3","1","131"
"r_1","2005","num","BG3","2","2214338"
"r_1","2005","num","BG3","3","3511727"
"r_1","2005","num","BG31","1","34"
"r_1","2005","num","BG31","2","500139"
"r_1","2005","num","BG31","3","939390"
"r_1","2005","num","BG311","1","4"
"r_1","2005","num","BG311","2","72594"
"r_1","2005","num","BG311","3","74153"
"r_1","2005","num","BG313","1","3"
"r_1","2005","num","BG313","2","27661"
"r_1","2005","num","BG313","3","125515"
"r_1","2005","num","BG315","1","5"
"r_1","2005","num","BG315","2","46679"
"r_1","2005","num","BG315","3","221257"
"r_1","2005","num","BG312","1","8"
"r_1","2005","num","BG312","2","24870"
"r_1","2005","num","BG312","3","125439"
"r_1","2005","num","BG314","1","14"
"r_1","2005","num","BG314","2","328335"
"r_1","2005","num","BG314","3","393026"
"r_1","2005","num","BG32","1","34"
"r_1","2005","num","BG32","2","661728"
"r_1","2005","num","BG32","3","1177964"
"r_1","2005","num","BG321","1","14"
"r_1","2005","num","BG321","2","277416"
"r_1","2005","num","BG321","3","295370"
"r_1","2005","num","BG322","1","9"
"r_1","2005","num","BG322","2","303531"
"r_1","2005","num","BG322","3","569057"
"r_1","2005","num","BG324","1","3"
"r_1","2005","num","BG324","2","29673"
"r_1","2005","num","BG324","3","94950"
"r_1","2005","num","BG323","1","4"
"r_1","2005","num","BG323","2","38409"
"r_1","2005","num","BG323","3","167766"
"r_1","2005","num","BG325","1","4"
"r_1","2005","num","BG325","2","12699"
"r_1","2005","num","BG325","3","50821"
"r_1","2005","num","BG33","1","28"
"r_1","2005","num","BG33","2","439177"
"r_1","2005","num","BG33","3","768686"
"r_1","2005","num","BG331","1","8"
"r_1","2005","num","BG331","2","214227"
"r_1","2005","num","BG331","3","277502"
"r_1","2005","num","BG332","1","6"
"r_1","2005","num","BG332","2","107428"
"r_1","2005","num","BG332","3","248755"
"r_1","2005","num","BG334","1","4"
"r_1","2005","num","BG334","2","17112"
"r_1","2005","num","BG334","3","56257"
"r_1","2005","num","BG333","1","10"
"r_1","2005","num","BG333","2","100410"
"r_1","2005","num","BG333","3","186172"
"r_1","2005","num","BG34","1","35"
"r_1","2005","num","BG34","2","613294"
"r_1","2005","num","BG34","3","625687"
"r_1","2005","num","BG341","1","11"
"r_1","2005","num","BG341","2","205316"
"r_1","2005","num","BG341","3","105031"
"r_1","2005","num","BG342","1","7"
"r_1","2005","num","BG342","2","124203"
"r_1","2005","num","BG342","3","165269"
"r_1","2005","num","BG344","1","14"
"r_1","2005","num","BG344","2","254537"
"r_1","2005","num","BG344","3","232087"
"r_1","2005","num","BG343","1","3"
"r_1","2005","num","BG343","2","29238"
"r_1","2005","num","BG343","3","123300"
"r_1","2005","num","BG4","1","98"
"r_1","2005","num","BG4","2","1710840"
"r_1","2005","num","BG4","3","3600240"
"r_1","2005","num","BG41","1","63"
"r_1","2005","num","BG41","2","1314514"
"r_1","2005","num","BG41","3","2823224"
"r_1","2005","num","BG413","1","10"
"r_1","2005","num","BG413","2","46064"
"r_1","2005","num","BG413","3","122344"
"r_1","2005","num","BG415","1","5"
"r_1","2005","num","BG415","2","155156"
"r_1","2005","num","BG415","3","142795"
"r_1","2005","num","BG414","1","6"
"r_1","2005","num","BG414","2","22137"
"r_1","2005","num","BG414","3","66762"
"r_1","2005","num","BG412","1","13"
"r_1","2005","num","BG412","2","225119"
"r_1","2005","num","BG412","3","86939"
"r_1","2005","num","BG411","1","29"
"r_1","2005","num","BG411","2","866038"
"r_1","2005","num","BG411","3","2404384"
"r_1","2005","num","BG42","1","35"
"r_1","2005","num","BG42","2","396326"
"r_1","2005","num","BG42","3","777016"
"r_1","2005","num","BG425","1","2"
"r_1","2005","num","BG425","2","28540"
"r_1","2005","num","BG425","3","40057"
"r_1","2005","num","BG423","1","10"
"r_1","2005","num","BG423","2","145308"
"r_1","2005","num","BG423","3","163841"
"r_1","2005","num","BG421","1","13"
"r_1","2005","num","BG421","2","194459"
"r_1","2005","num","BG421","3","308405"
"r_1","2005","num","BG424","1","4"
"r_1","2005","num","BG424","2","16973"
"r_1","2005","num","BG424","3","85679"
"r_1","2005","num","BG422","1","6"
"r_1","2005","num","BG422","2","11046"
"r_1","2005","num","BG422","3","179034"
"r_1","2007","num","BG","1","227"
"r_1","2007","num","BG","2","4059799"
"r_1","2007","num","BG","3","6985731"
"r_1","2007","num","BG3","1","133"
"r_1","2007","num","BG3","2","2384029"
"r_1","2007","num","BG3","3","3222359"
"r_1","2007","num","BG31","1","35"
"r_1","2007","num","BG31","2","583120"
"r_1","2007","num","BG31","3","850840"
"r_1","2007","num","BG311","1","4"
"r_1","2007","num","BG311","2","104268"
"r_1","2007","num","BG311","3","76408"
"r_1","2007","num","BG313","1","3"
"r_1","2007","num","BG313","2","25261"
"r_1","2007","num","BG313","3","128531"
"r_1","2007","num","BG315","1","6"
"r_1","2007","num","BG315","2","95512"
"r_1","2007","num","BG315","3","126746"
"r_1","2007","num","BG312","1","8"
"r_1","2007","num","BG312","2","35448"
"r_1","2007","num","BG312","3","122534"
"r_1","2007","num","BG314","1","14"
"r_1","2007","num","BG314","2","322631"
"r_1","2007","num","BG314","3","396621"
"r_1","2007","num","BG32","1","33"
"r_1","2007","num","BG32","2","764179"
"r_1","2007","num","BG32","3","1183429"
"r_1","2007","num","BG321","1","13"
"r_1","2007","num","BG321","2","350993"
"r_1","2007","num","BG321","3","283811"
"r_1","2007","num","BG322","1","9"
"r_1","2007","num","BG322","2","322136"
"r_1","2007","num","BG322","3","572494"
"r_1","2007","num","BG324","1","3"
"r_1","2007","num","BG324","2","27900"
"r_1","2007","num","BG324","3","101191"
"r_1","2007","num","BG323","1","4"
"r_1","2007","num","BG323","2","43469"
"r_1","2007","num","BG323","3","174335"
"r_1","2007","num","BG325","1","4"
"r_1","2007","num","BG325","2","19681"
"r_1","2007","num","BG325","3","51598"
"r_1","2007","num","BG33","1","32"
"r_1","2007","num","BG33","2","431904"
"r_1","2007","num","BG33","3","460454"
"r_1","2007","num","BG331","1","8"
"r_1","2007","num","BG331","2","166115"
"r_1","2007","num","BG331","3","160957"
"r_1","2007","num","BG332","1","6"
"r_1","2007","num","BG332","2","136546"
"r_1","2007","num","BG332","3","50350"
"r_1","2007","num","BG334","1","4"
"r_1","2007","num","BG334","2","17988"
"r_1","2007","num","BG334","3","58002"
"r_1","2007","num","BG333","1","14"
"r_1","2007","num","BG333","2","111255"
"r_1","2007","num","BG333","3","191145"
"r_1","2007","num","BG34","1","33"
"r_1","2007","num","BG34","2","604826"
"r_1","2007","num","BG34","3","727636"
"r_1","2007","num","BG341","1","11"
"r_1","2007","num","BG341","2","166691"
"r_1","2007","num","BG341","3","107096"
"r_1","2007","num","BG342","1","5"
"r_1","2007","num","BG342","2","101420"
"r_1","2007","num","BG342","3","181390"
"r_1","2007","num","BG344","1","14"
"r_1","2007","num","BG344","2","305630"
"r_1","2007","num","BG344","3","315142"
"r_1","2007","num","BG343","1","3"
"r_1","2007","num","BG343","2","31085"
"r_1","2007","num","BG343","3","124008"
"r_1","2007","num","BG4","1","94"
"r_1","2007","num","BG4","2","1675770"
"r_1","2007","num","BG4","3","3763372"
"r_1","2007","num","BG41","1","61"
"r_1","2007","num","BG41","2","1232232"
"r_1","2007","num","BG41","3","2938764"
"r_1","2007","num","BG413","1","10"
"r_1","2007","num","BG413","2","52479"
"r_1","2007","num","BG413","3","136979"
"r_1","2007","num","BG415","1","5"
"r_1","2007","num","BG415","2","75198"
"r_1","2007","num","BG415","3","136652"
"r_1","2007","num","BG414","1","4"
"r_1","2007","num","BG414","2","31700"
"r_1","2007","num","BG414","3","43069"
"r_1","2007","num","BG412","1","13"
"r_1","2007","num","BG412","2","208239"
"r_1","2007","num","BG412","3","72293"
"r_1","2007","num","BG411","1","29"
"r_1","2007","num","BG411","2","864616"
"r_1","2007","num","BG411","3","2549771"
"r_1","2007","num","BG42","1","33"
"r_1","2007","num","BG42","2","443538"
"r_1","2007","num","BG42","3","824608"
"r_1","2007","num","BG425","1","2"
"r_1","2007","num","BG425","2","34677"
"r_1","2007","num","BG425","3","41560"
"r_1","2007","num","BG423","1","10"
"r_1","2007","num","BG423","2","181767"
"r_1","2007","num","BG423","3","168661"
"r_1","2007","num","BG421","1","13"
"r_1","2007","num","BG421","2","196109"
"r_1","2007","num","BG421","3","314305"
"r_1","2007","num","BG424","1","4"
"r_1","2007","num","BG424","2","16106"
"r_1","2007","num","BG424","3","138924"
"r_1","2007","num","BG422","1","4"
"r_1","2007","num","BG422","2","14879"
"r_1","2007","num","BG422","3","161158"
"r_1","2008","num","BG","1","222"
"r_1","2008","num","BG","2","4398738"
"r_1","2008","num","BG","3","7052050"
"r_1","2008","num","BG3","1","127"
"r_1","2008","num","BG3","2","2578020"
"r_1","2008","num","BG3","3","3124588"
"r_1","2008","num","BG31","1","34"
"r_1","2008","num","BG31","2","466679"
"r_1","2008","num","BG31","3","726830"
"r_1","2008","num","BG311","1","4"
"r_1","2008","num","BG311","2","137297"
"r_1","2008","num","BG311","3","77046"
"r_1","2008","num","BG313","1","3"
"r_1","2008","num","BG313","2","26745"
"r_1","2008","num","BG313","3","127743"
"r_1","2008","num","BG315","1","6"
"r_1","2008","num","BG315","2","92856"
"r_1","2008","num","BG315","3","129412"
"r_1","2008","num","BG312","1","8"
"r_1","2008","num","BG312","2","33548"
"r_1","2008","num","BG312","3","124401"
"r_1","2008","num","BG314","1","13"
"r_1","2008","num","BG314","2","176233"
"r_1","2008","num","BG314","3","268228"
"r_1","2008","num","BG32","1","32"
"r_1","2008","num","BG32","2","875439"
"r_1","2008","num","BG32","3","1206962"
"r_1","2008","num","BG321","1","12"
"r_1","2008","num","BG321","2","438165"
"r_1","2008","num","BG321","3","301155"
"r_1","2008","num","BG322","1","9"
"r_1","2008","num","BG322","2","335695"
"r_1","2008","num","BG322","3","575355"
"r_1","2008","num","BG324","1","3"
"r_1","2008","num","BG324","2","32469"
"r_1","2008","num","BG324","3","105278"
"r_1","2008","num","BG323","1","4"
"r_1","2008","num","BG323","2","50690"
"r_1","2008","num","BG323","3","173131"
"r_1","2008","num","BG325","1","4"
"r_1","2008","num","BG325","2","18420"
"r_1","2008","num","BG325","3","52043"
"r_1","2008","num","BG33","1","28"
"r_1","2008","num","BG33","2","613441"
"r_1","2008","num","BG33","3","468342"
"r_1","2008","num","BG331","1","6"
"r_1","2008","num","BG331","2","206271"
"r_1","2008","num","BG331","3","162699"
"r_1","2008","num","BG332","1","6"
"r_1","2008","num","BG332","2","279357"
"r_1","2008","num","BG332","3","54294"
"r_1","2008","num","BG334","1","4"
"r_1","2008","num","BG334","2","18524"
"r_1","2008","num","BG334","3","59246"
"r_1","2008","num","BG333","1","12"
"r_1","2008","num","BG333","2","109289"
"r_1","2008","num","BG333","3","192103"
"r_1","2008","num","BG34","1","33"
"r_1","2008","num","BG34","2","622461"
"r_1","2008","num","BG34","3","722454"
"r_1","2008","num","BG341","1","12"
"r_1","2008","num","BG341","2","174403"
"r_1","2008","num","BG341","3","111070"
"r_1","2008","num","BG342","1","5"
"r_1","2008","num","BG342","2","86225"
"r_1","2008","num","BG342","3","172626"
"r_1","2008","num","BG344","1","13"
"r_1","2008","num","BG344","2","334777"
"r_1","2008","num","BG344","3","314177"
"r_1","2008","num","BG343","1","3"
"r_1","2008","num","BG343","2","27056"
"r_1","2008","num","BG343","3","124581"
"r_1","2008","num","BG4","1","95"
"r_1","2008","num","BG4","2","1820718"
"r_1","2008","num","BG4","3","3927462"
"r_1","2008","num","BG41","1","62"
"r_1","2008","num","BG41","2","1299479"
"r_1","2008","num","BG41","3","3090644"
"r_1","2008","num","BG413","1","11"
"r_1","2008","num","BG413","2","88279"
"r_1","2008","num","BG413","3","138263"
"r_1","2008","num","BG415","1","5"
"r_1","2008","num","BG415","2","95242"
"r_1","2008","num","BG415","3","145150"
"r_1","2008","num","BG414","1","4"
"r_1","2008","num","BG414","2","29968"
"r_1","2008","num","BG414","3","44003"
"r_1","2008","num","BG412","1","13"
"r_1","2008","num","BG412","2","240893"
"r_1","2008","num","BG412","3","72879"
"r_1","2008","num","BG411","1","29"
"r_1","2008","num","BG411","2","845097"
"r_1","2008","num","BG411","3","2690349"
"r_1","2008","num","BG42","1","33"
"r_1","2008","num","BG42","2","521239"
"r_1","2008","num","BG42","3","836818"
"r_1","2008","num","BG425","1","2"
"r_1","2008","num","BG425","2","54055"
"r_1","2008","num","BG425","3","41645"
"r_1","2008","num","BG423","1","10"
"r_1","2008","num","BG423","2","172371"
"r_1","2008","num","BG423","3","172416"
"r_1","2008","num","BG421","1","13"
"r_1","2008","num","BG421","2","258848"
"r_1","2008","num","BG421","3","318295"
"r_1","2008","num","BG424","1","4"
"r_1","2008","num","BG424","2","14099"
"r_1","2008","num","BG424","3","139513"
"r_1","2008","num","BG422","1","4"
"r_1","2008","num","BG422","2","21866"
"r_1","2008","num","BG422","3","164949"
"r_1","2009","num","BG","1","231"
"r_1","2009","num","BG","2","4372665"
"r_1","2009","num","BG","3","7591866"
"r_1","2009","num","BG3","1","131"
"r_1","2009","num","BG3","2","2716122"
"r_1","2009","num","BG3","3","3459862"
"r_1","2009","num","BG31","1","34"
"r_1","2009","num","BG31","2","638006"
"r_1","2009","num","BG31","3","731050"
"r_1","2009","num","BG311","1","4"
"r_1","2009","num","BG311","2","258016"
"r_1","2009","num","BG311","3","77417"
"r_1","2009","num","BG313","1","3"
"r_1","2009","num","BG313","2","25137"
"r_1","2009","num","BG313","3","128254"
"r_1","2009","num","BG315","1","6"
"r_1","2009","num","BG315","2","114467"
"r_1","2009","num","BG315","3","131534"
"r_1","2009","num","BG312","1","8"
"r_1","2009","num","BG312","2","48981"
"r_1","2009","num","BG312","3","126331"
"r_1","2009","num","BG314","1","13"
"r_1","2009","num","BG314","2","191405"
"r_1","2009","num","BG314","3","267514"
"r_1","2009","num","BG32","1","32"
"r_1","2009","num","BG32","2","811702"
"r_1","2009","num","BG32","3","1223220"
"r_1","2009","num","BG321","1","12"
"r_1","2009","num","BG321","2","405264"
"r_1","2009","num","BG321","3","306261"
"r_1","2009","num","BG322","1","9"
"r_1","2009","num","BG322","2","310431"
"r_1","2009","num","BG322","3","579193"
"r_1","2009","num","BG324","1","3"
"r_1","2009","num","BG324","2","28923"
"r_1","2009","num","BG324","3","107999"
"r_1","2009","num","BG323","1","4"
"r_1","2009","num","BG323","2","45512"
"r_1","2009","num","BG323","3","174351"
"r_1","2009","num","BG325","1","4"
"r_1","2009","num","BG325","2","21572"
"r_1","2009","num","BG325","3","55416"
"r_1","2009","num","BG33","1","32"
"r_1","2009","num","BG33","2","635213"
"r_1","2009","num","BG33","3","780694"
"r_1","2009","num","BG331","1","10"
"r_1","2009","num","BG331","2","193055"
"r_1","2009","num","BG331","3","276535"
"r_1","2009","num","BG332","1","6"
"r_1","2009","num","BG332","2","275137"
"r_1","2009","num","BG332","3","239199"
"r_1","2009","num","BG334","1","4"
"r_1","2009","num","BG334","2","28407"
"r_1","2009","num","BG334","3","61727"
"r_1","2009","num","BG333","1","12"
"r_1","2009","num","BG333","2","138614"
"r_1","2009","num","BG333","3","203233"
"r_1","2009","num","BG34","1","33"
"r_1","2009","num","BG34","2","631201"
"r_1","2009","num","BG34","3","724898"
"r_1","2009","num","BG341","1","12"
"r_1","2009","num","BG341","2","167376"
"r_1","2009","num","BG341","3","108881"
"r_1","2009","num","BG342","1","5"
"r_1","2009","num","BG342","2","94605"
"r_1","2009","num","BG342","3","173677"
"r_1","2009","num","BG344","1","13"
"r_1","2009","num","BG344","2","340209"
"r_1","2009","num","BG344","3","316626"
"r_1","2009","num","BG343","1","3"
"r_1","2009","num","BG343","2","29011"
"r_1","2009","num","BG343","3","125714"
"r_1","2009","num","BG4","1","100"
"r_1","2009","num","BG4","2","1656543"
"r_1","2009","num","BG4","3","4132004"
"r_1","2009","num","BG41","1","65"
"r_1","2009","num","BG41","2","1099897"
"r_1","2009","num","BG41","3","3278462"
"r_1","2009","num","BG413","1","11"
"r_1","2009","num","BG413","2","86283"
"r_1","2009","num","BG413","3","140864"
"r_1","2009","num","BG415","1","5"
"r_1","2009","num","BG415","2","87954"
"r_1","2009","num","BG415","3","146813"
"r_1","2009","num","BG414","1","4"
"r_1","2009","num","BG414","2","23376"
"r_1","2009","num","BG414","3","44776"
"r_1","2009","num","BG412","1","14"
"r_1","2009","num","BG412","2","248227"
"r_1","2009","num","BG412","3","74900"
"r_1","2009","num","BG411","1","31"
"r_1","2009","num","BG411","2","654057"
"r_1","2009","num","BG411","3","2871109"
"r_1","2009","num","BG42","1","35"
"r_1","2009","num","BG42","2","556646"
"r_1","2009","num","BG42","3","853542"
"r_1","2009","num","BG425","1","2"
"r_1","2009","num","BG425","2","42607"
"r_1","2009","num","BG425","3","41854"
"r_1","2009","num","BG423","1","12"
"r_1","2009","num","BG423","2","193622"
"r_1","2009","num","BG423","3","177040"
"r_1","2009","num","BG421","1","14"
"r_1","2009","num","BG421","2","280992"
"r_1","2009","num","BG421","3","326763"
"r_1","2009","num","BG424","1","3"
"r_1","2009","num","BG424","2","15349"
"r_1","2009","num","BG424","3","139258"
"r_1","2009","num","BG422","1","4"
"r_1","2009","num","BG422","2","24076"
"r_1","2009","num","BG422","3","168627"
"r_1","2010","num","BG","1","201"
"r_1","2010","num","BG","2","4252993"
"r_1","2010","num","BG","3","6320253"
"r_1","2010","num","BG3","1","114"
"r_1","2010","num","BG3","2","2598362"
"r_1","2010","num","BG3","3","3477696"
"r_1","2010","num","BG31","1","23"
"r_1","2010","num","BG31","2","672816"
"r_1","2010","num","BG31","3","863187"
"r_1","2010","num","BG311","1","3"
"r_1","2010","num","BG311","2","145749"
"r_1","2010","num","BG311","3","77441"
"r_1","2010","num","BG313","1","3"
"r_1","2010","num","BG313","2","27644"
"r_1","2010","num","BG313","3","129721"
"r_1","2010","num","BG315","1","6"
"r_1","2010","num","BG315","2","291332"
"r_1","2010","num","BG315","3","132052"
"r_1","2010","num","BG312","1","7"
"r_1","2010","num","BG312","2","35979"
"r_1","2010","num","BG312","3","126355"
"r_1","2010","num","BG314","1","4"
"r_1","2010","num","BG314","2","172112"
"r_1","2010","num","BG314","3","397618"
"r_1","2010","num","BG32","1","32"
"r_1","2010","num","BG32","2","744913"
"r_1","2010","num","BG32","3","1213577"
"r_1","2010","num","BG321","1","12"
"r_1","2010","num","BG321","2","369200"
"r_1","2010","num","BG321","3","310591"
"r_1","2010","num","BG322","1","9"
"r_1","2010","num","BG322","2","281462"
"r_1","2010","num","BG322","3","579103"
"r_1","2010","num","BG324","1","3"
"r_1","2010","num","BG324","2","29122"
"r_1","2010","num","BG324","3","109397"
"r_1","2010","num","BG323","1","4"
"r_1","2010","num","BG323","2","45583"
"r_1","2010","num","BG323","3","171902"
"r_1","2010","num","BG325","1","4"
"r_1","2010","num","BG325","2","19546"
"r_1","2010","num","BG325","3","42584"
"r_1","2010","num","BG33","1","29"
"r_1","2010","num","BG33","2","570514"
"r_1","2010","num","BG33","3","670327"
"r_1","2010","num","BG331","1","7"
"r_1","2010","num","BG331","2","217307"
"r_1","2010","num","BG331","3","166270"
"r_1","2010","num","BG332","1","6"
"r_1","2010","num","BG332","2","212221"
"r_1","2010","num","BG332","3","239876"
"r_1","2010","num","BG334","1","4"
"r_1","2010","num","BG334","2","18946"
"r_1","2010","num","BG334","3","59822"
"r_1","2010","num","BG333","1","12"
"r_1","2010","num","BG333","2","122040"
"r_1","2010","num","BG333","3","204359"
"r_1","2010","num","BG34","1","30"
"r_1","2010","num","BG34","2","610119"
"r_1","2010","num","BG34","3","730605"
"r_1","2010","num","BG341","1","10"
"r_1","2010","num","BG341","2","172495"
"r_1","2010","num","BG341","3","108899"
"r_1","2010","num","BG342","1","5"
"r_1","2010","num","BG342","2","81946"
"r_1","2010","num","BG342","3","175886"
"r_1","2010","num","BG344","1","12"
"r_1","2010","num","BG344","2","325090"
"r_1","2010","num","BG344","3","319731"
"r_1","2010","num","BG343","1","3"
"r_1","2010","num","BG343","2","30588"
"r_1","2010","num","BG343","3","126089"
"r_1","2010","num","BG4","1","87"
"r_1","2010","num","BG4","2","1654631"
"r_1","2010","num","BG4","3","2842557"
"r_1","2010","num","BG41","1","55"
"r_1","2010","num","BG41","2","1121584"
"r_1","2010","num","BG41","3","1993196"
"r_1","2010","num","BG413","1","10"
"r_1","2010","num","BG413","2","80348"
"r_1","2010","num","BG413","3","137096"
"r_1","2010","num","BG415","1","5"
"r_1","2010","num","BG415","2","94502"
"r_1","2010","num","BG415","3","147380"
"r_1","2010","num","BG414","1","4"
"r_1","2010","num","BG414","2","29938"
"r_1","2010","num","BG414","3","45492"
"r_1","2010","num","BG412","1","8"
"r_1","2010","num","BG412","2","246086"
"r_1","2010","num","BG412","3","75244"
"r_1","2010","num","BG411","1","28"
"r_1","2010","num","BG411","2","670710"
"r_1","2010","num","BG411","3","1587984"
"r_1","2010","num","BG42","1","32"
"r_1","2010","num","BG42","2","533047"
"r_1","2010","num","BG42","3","849361"
"r_1","2010","num","BG425","1","2"
"r_1","2010","num","BG425","2","45350"
"r_1","2010","num","BG425","3","42071"
"r_1","2010","num","BG423","1","10"
"r_1","2010","num","BG423","2","210661"
"r_1","2010","num","BG423","3","177353"
"r_1","2010","num","BG421","1","13"
"r_1","2010","num","BG421","2","228108"
"r_1","2010","num","BG421","3","315958"
"r_1","2010","num","BG424","1","3"
"r_1","2010","num","BG424","2","18898"
"r_1","2010","num","BG424","3","139782"
"r_1","2010","num","BG422","1","4"
"r_1","2010","num","BG422","2","30030"
"r_1","2010","num","BG422","3","174197"
"r_1","2011","num","BG","1","197"
"r_1","2011","num","BG","2","4210660"
"r_1","2011","num","BG","3","7438516"
"r_1","2011","num","BG3","1","114"
"r_1","2011","num","BG3","2","2450540"
"r_1","2011","num","BG3","3","3458594"
"r_1","2011","num","BG31","1","22"
"r_1","2011","num","BG31","2","480182"
"r_1","2011","num","BG31","3","869662"
"r_1","2011","num","BG311","1","3"
"r_1","2011","num","BG311","2","111473"
"r_1","2011","num","BG311","3","77487"
"r_1","2011","num","BG313","1","3"
"r_1","2011","num","BG313","2","34252"
"r_1","2011","num","BG313","3","131197"
"r_1","2011","num","BG315","1","6"
"r_1","2011","num","BG315","2","114197"
"r_1","2011","num","BG315","3","133110"
"r_1","2011","num","BG312","1","6"
"r_1","2011","num","BG312","2","33371"
"r_1","2011","num","BG312","3","128627"
"r_1","2011","num","BG314","1","4"
"r_1","2011","num","BG314","2","186889"
"r_1","2011","num","BG314","3","399241"
"r_1","2011","num","BG32","1","31"
"r_1","2011","num","BG32","2","804475"
"r_1","2011","num","BG32","3","1216712"
"r_1","2011","num","BG321","1","10"
"r_1","2011","num","BG321","2","406952"
"r_1","2011","num","BG321","3","311149"
"r_1","2011","num","BG322","1","9"
"r_1","2011","num","BG322","2","291374"
"r_1","2011","num","BG322","3","580095"
"r_1","2011","num","BG324","1","3"
"r_1","2011","num","BG324","2","35018"
"r_1","2011","num","BG324","3","111447"
"r_1","2011","num","BG323","1","4"
"r_1","2011","num","BG323","2","52998"
"r_1","2011","num","BG323","3","169180"
"r_1","2011","num","BG325","1","5"
"r_1","2011","num","BG325","2","18133"
