RevisionColumn,HBS_Meassure,HBS_OR,Residence,periods,ValueColumn
"r_10","2","12","1","2019","448"
"r_10","2","12","2","2019","212"
"r_10","2","12","0","2020","510"
"r_10","2","12","1","2020","591"
"r_10","2","12","2","2020","285"
"r_10","2","12","0","2021","533"
"r_10","2","12","1","2021","642"
"r_10","2","12","2","2021","221"
"r_10","2","12","0","2022","651"
"r_10","2","12","1","2022","802"
"r_10","2","12","2","2022","202"
"r_10","2","13","0","2008","124"
"r_10","2","13","1","2008","154"
"r_10","2","13","2","2008","56"
"r_10","2","13","0","2009","166"
"r_10","2","13","1","2009","198"
"r_10","2","13","2","2009","91"
"r_10","2","13","0","2010","125"
"r_10","2","13","1","2010","147"
"r_10","2","13","2","2010","68"
"r_10","2","13","0","2011","132"
"r_10","2","13","1","2011","158"
"r_10","2","13","2","2011","61"
"r_10","2","13","0","2012","170"
"r_10","2","13","1","2012","203"
"r_10","2","13","2","2012","75"
"r_10","2","13","0","2013","205"
"r_10","2","13","1","2013","244"
"r_10","2","13","2","2013","83"
"r_10","2","13","0","2014","181"
"r_10","2","13","1","2014","212"
"r_10","2","13","2","2014","83"
"r_10","2","13","0","2015","168"
"r_10","2","13","1","2015","200"
"r_10","2","13","2","2015","65"
"r_10","2","13","0","2016","156"
"r_10","2","13","1","2016","179"
"r_10","2","13","2","2016","88"
"r_10","2","13","0","2017","154"
"r_10","2","13","1","2017","179"
"r_10","2","13","2","2017","83"
"r_10","2","13","0","2018","134"
"r_10","2","13","1","2018","160"
"r_10","2","13","2","2018","61"
"r_10","2","13","0","2019","137"
"r_10","2","13","1","2019","162"
"r_10","2","13","2","2019","70"
"r_10","2","13","0","2020","135"
"r_10","2","13","1","2020","158"
"r_10","2","13","2","2020","73"
"r_10","2","13","0","2021","141"
"r_10","2","13","1","2021","164"
"r_10","2","13","2","2021","77"
"r_10","2","13","0","2022","141"
"r_10","2","13","1","2022","161"
"r_10","2","13","2","2022","84"
"r_10","3","11","0","2008","100"
"r_10","3","11","1","2008","100"
"r_10","3","11","2","2008","100"
"r_10","3","11","0","2009","100"
"r_10","3","11","1","2009","100"
"r_10","3","11","2","2009","100"
"r_10","3","11","0","2010","100"
"r_10","3","11","1","2010","100"
"r_10","3","11","2","2010","100"
"r_10","3","11","0","2011","100"
"r_10","3","11","1","2011","100"
"r_10","3","11","2","2011","100"
"r_10","3","11","0","2012","100"
"r_10","3","11","1","2012","100"
"r_10","3","11","2","2012","100"
"r_10","3","11","0","2013","100"
"r_10","3","11","1","2013","100"
"r_10","3","11","2","2013","100"
"r_10","3","11","0","2014","100"
"r_10","3","11","1","2014","100"
"r_10","3","11","2","2014","100"
"r_10","3","11","0","2015","100"
"r_10","3","11","1","2015","100"
"r_10","3","11","2","2015","100"
"r_10","3","11","0","2016","100"
"r_10","3","11","1","2016","100"
"r_10","3","11","2","2016","100"
"r_10","3","11","0","2017","100"
"r_10","3","11","1","2017","100"
"r_10","3","11","2","2017","100"
"r_10","3","11","0","2018","100"
"r_10","3","11","1","2018","100"
"r_10","3","11","2","2018","100"
"r_10","3","11","0","2019","100"
"r_10","3","11","1","2019","100"
"r_10","3","11","2","2019","100"
"r_10","3","11","0","2020","100"
"r_10","3","11","1","2020","100"
"r_10","3","11","2","2020","100"
"r_10","3","11","0","2021","100"
"r_10","3","11","1","2021","100"
"r_10","3","11","2","2021","100"
"r_10","3","11","0","2022","100"
"r_10","3","11","1","2022","100"
"r_10","3","11","2","2022","100"
"r_10","3","111","0","2008","85.3"
"r_10","3","111","1","2008","85.6"
"r_10","3","111","2","2008","84.4"
"r_10","3","111","0","2009","85.7"
"r_10","3","111","1","2009","86"
"r_10","3","111","2","2009","85"
"r_10","3","111","0","2010","85.8"
"r_10","3","111","1","2010","85.8"
"r_10","3","111","2","2010","85.9"
"r_10","3","111","0","2011","84"
"r_10","3","111","1","2011","83.5"
"r_10","3","111","2","2011","86.1"
"r_10","3","111","0","2012","83.6"
"r_10","3","111","1","2012","83.2"
"r_10","3","111","2","2012","85.2"
"r_10","3","111","0","2013","83.3"
"r_10","3","111","1","2013","83.3"
"r_10","3","111","2","2013","83.6"
"r_10","3","111","0","2014","83.4"
"r_10","3","111","1","2014","83.3"
"r_10","3","111","2","2014","84"
"r_10","3","111","0","2015","83.3"
"r_10","3","111","1","2015","83.2"
"r_10","3","111","2","2015","84.1"
"r_10","3","111","0","2016","82.6"
"r_10","3","111","1","2016","82.2"
"r_10","3","111","2","2016","84.1"
"r_10","3","111","0","2017","82"
"r_10","3","111","1","2017","81.6"
"r_10","3","111","2","2017","83.7"
"r_10","3","111","0","2018","81.3"
"r_10","3","111","1","2018","80.9"
"r_10","3","111","2","2018","82.9"
"r_10","3","111","0","2019","81.5"
"r_10","3","111","1","2019","81.2"
"r_10","3","111","2","2019","82.7"
"r_10","3","111","0","2020","81.3"
"r_10","3","111","1","2020","80.9"
"r_10","3","111","2","2020","82.6"
"r_10","3","111","0","2021","82.2"
"r_10","3","111","1","2021","81.8"
"r_10","3","111","2","2021","83.8"
"r_10","3","111","0","2022","83.1"
"r_10","3","111","1","2022","82.5"
"r_10","3","111","2","2022","85"
"r_10","3","11101","0","2008","36.6"
"r_10","3","11101","1","2008","34.9"
"r_10","3","11101","2","2008","41.7"
"r_10","3","11101","0","2009","36.5"
"r_10","3","11101","1","2009","35.3"
"r_10","3","11101","2","2009","39.8"
"r_10","3","11101","0","2010","37.2"
"r_10","3","11101","1","2010","36.4"
"r_10","3","11101","2","2010","39.7"
"r_10","3","11101","0","2011","36.2"
"r_10","3","11101","1","2011","34.9"
"r_10","3","11101","2","2011","40.7"
"r_10","3","11101","0","2012","33.4"
"r_10","3","11101","1","2012","32.6"
"r_10","3","11101","2","2012","36.2"
"r_10","3","11101","0","2013","33.2"
"r_10","3","11101","1","2013","32.1"
"r_10","3","11101","2","2013","37.6"
"r_10","3","11101","0","2014","32.3"
"r_10","3","11101","1","2014","31.6"
"r_10","3","11101","2","2014","35.3"
"r_10","3","11101","0","2015","31.4"
"r_10","3","11101","1","2015","30.6"
"r_10","3","11101","2","2015","34.8"
"r_10","3","11101","0","2016","30.8"
"r_10","3","11101","1","2016","30.3"
"r_10","3","11101","2","2016","32.7"
"r_10","3","11101","0","2017","30.1"
"r_10","3","11101","1","2017","29.5"
"r_10","3","11101","2","2017","32.5"
"r_10","3","11101","0","2018","29.7"
"r_10","3","11101","1","2018","28.9"
"r_10","3","11101","2","2018","32.5"
"r_10","3","11101","0","2019","29.5"
"r_10","3","11101","1","2019","29"
"r_10","3","11101","2","2019","31.4"
"r_10","3","11101","0","2020","30.1"
"r_10","3","11101","1","2020","29.6"
"r_10","3","11101","2","2020","31.7"
"r_10","3","11101","0","2021","29.2"
"r_10","3","11101","1","2021","28.6"
"r_10","3","11101","2","2021","31.7"
"r_10","3","11101","0","2022","30.1"
"r_10","3","11101","1","2022","29.7"
"r_10","3","11101","2","2022","31.9"
"r_10","3","11102","0","2008","4.4"
"r_10","3","11102","1","2008","4.4"
"r_10","3","11102","2","2008","4.2"
"r_10","3","11102","0","2009","4.7"
"r_10","3","11102","1","2009","4.7"
"r_10","3","11102","2","2009","4.8"
"r_10","3","11102","0","2010","4.6"
"r_10","3","11102","1","2010","4.5"
"r_10","3","11102","2","2010","4.7"
"r_10","3","11102","0","2011","4.4"
"r_10","3","11102","1","2011","4.4"
"r_10","3","11102","2","2011","4.4"
"r_10","3","11102","0","2012","4.4"
"r_10","3","11102","1","2012","4.4"
"r_10","3","11102","2","2012","4.6"
"r_10","3","11102","0","2013","4"
"r_10","3","11102","1","2013","4"
"r_10","3","11102","2","2013","4"
"r_10","3","11102","0","2014","4.1"
"r_10","3","11102","1","2014","4.2"
"r_10","3","11102","2","2014","3.8"
"r_10","3","11102","0","2015","4.4"
"r_10","3","11102","1","2015","4.5"
"r_10","3","11102","2","2015","3.9"
"r_10","3","11102","0","2016","4.3"
"r_10","3","11102","1","2016","4.4"
"r_10","3","11102","2","2016","4.1"
"r_10","3","11102","0","2017","4.2"
"r_10","3","11102","1","2017","4.3"
"r_10","3","11102","2","2017","4"
"r_10","3","11102","0","2018","4.1"
"r_10","3","11102","1","2018","4.1"
"r_10","3","11102","2","2018","4.1"
"r_10","3","11102","0","2019","4.2"
"r_10","3","11102","1","2019","4.2"
"r_10","3","11102","2","2019","4.3"
"r_10","3","11102","0","2020","4.3"
"r_10","3","11102","1","2020","4.2"
"r_10","3","11102","2","2020","4.6"
"r_10","3","11102","0","2021","4.1"
"r_10","3","11102","1","2021","4"
"r_10","3","11102","2","2021","4.5"
"r_10","3","11102","0","2022","3.9"
"r_10","3","11102","1","2022","3.8"
"r_10","3","11102","2","2022","4.3"
"r_10","3","11103","0","2008","3.5"
"r_10","3","11103","1","2008","3.7"
"r_10","3","11103","2","2008","2.7"
"r_10","3","11103","0","2009","3.1"
"r_10","3","11103","1","2009","3.2"
"r_10","3","11103","2","2009","2.6"
"r_10","3","11103","0","2010","2.9"
"r_10","3","11103","1","2010","3"
"r_10","3","11103","2","2010","2.5"
"r_10","3","11103","0","2011","3"
"r_10","3","11103","1","2011","3.1"
"r_10","3","11103","2","2011","2.6"
"r_10","3","11103","0","2012","3.2"
"r_10","3","11103","1","2012","3.3"
"r_10","3","11103","2","2012","2.7"
"r_10","3","11103","0","2013","3.5"
"r_10","3","11103","1","2013","3.6"
"r_10","3","11103","2","2013","2.6"
"r_10","3","11103","0","2014","3.8"
"r_10","3","11103","1","2014","3.9"
"r_10","3","11103","2","2014","3.3"
"r_10","3","11103","0","2015","3.5"
"r_10","3","11103","1","2015","3.6"
"r_10","3","11103","2","2015","3.1"
"r_10","3","11103","0","2016","3.6"
"r_10","3","11103","1","2016","3.7"
"r_10","3","11103","2","2016","3.3"
"r_10","3","11103","0","2017","3.5"
"r_10","3","11103","1","2017","3.6"
"r_10","3","11103","2","2017","3.1"
"r_10","3","11103","0","2018","3.4"
"r_10","3","11103","1","2018","3.5"
"r_10","3","11103","2","2018","3"
"r_10","3","11103","0","2019","3.3"
"r_10","3","11103","1","2019","3.3"
"r_10","3","11103","2","2019","2.9"
"r_10","3","11103","0","2020","3"
"r_10","3","11103","1","2020","3.1"
"r_10","3","11103","2","2020","2.8"
"r_10","3","11103","0","2021","3.6"
"r_10","3","11103","1","2021","3.8"
"r_10","3","11103","2","2021","3"
"r_10","3","11103","0","2022","3.4"
"r_10","3","11103","1","2022","3.5"
"r_10","3","11103","2","2022","2.8"
"r_10","3","11104","0","2008","13.6"
"r_10","3","11104","1","2008","13.5"
"r_10","3","11104","2","2008","13.9"
"r_10","3","11104","0","2009","14.5"
"r_10","3","11104","1","2009","14.3"
"r_10","3","11104","2","2009","15.1"
"r_10","3","11104","0","2010","14.3"
"r_10","3","11104","1","2010","14"
"r_10","3","11104","2","2010","15.5"
"r_10","3","11104","0","2011","14.1"
"r_10","3","11104","1","2011","13.8"
"r_10","3","11104","2","2011","15.3"
"r_10","3","11104","0","2012","15.3"
"r_10","3","11104","1","2012","14.8"
"r_10","3","11104","2","2012","17.3"
"r_10","3","11104","0","2013","14.2"
"r_10","3","11104","1","2013","13.8"
"r_10","3","11104","2","2013","15.8"
"r_10","3","11104","0","2014","13.4"
"r_10","3","11104","1","2014","12.9"
"r_10","3","11104","2","2014","15.7"
"r_10","3","11104","0","2015","14.3"
"r_10","3","11104","1","2015","13.7"
"r_10","3","11104","2","2015","16.7"
"r_10","3","11104","0","2016","14.3"
"r_10","3","11104","1","2016","13.4"
"r_10","3","11104","2","2016","17.7"
"r_10","3","11104","0","2017","14.8"
"r_10","3","11104","1","2017","13.9"
"r_10","3","11104","2","2017","18"
"r_10","3","11104","0","2018","13.6"
"r_10","3","11104","1","2018","12.7"
"r_10","3","11104","2","2018","17.1"
"r_10","3","11104","0","2019","13.5"
"r_10","3","11104","1","2019","12.8"
"r_10","3","11104","2","2019","15.9"
"r_10","3","11104","0","2020","13.8"
"r_10","3","11104","1","2020","13.1"
"r_10","3","11104","2","2020","16.4"
"r_10","3","11104","0","2021","13.8"
"r_10","3","11104","1","2021","13.1"
"r_10","3","11104","2","2021","16.5"
"r_10","3","11104","0","2022","14.1"
"r_10","3","11104","1","2022","13.3"
"r_10","3","11104","2","2022","17.3"
"r_10","3","11105","0","2008","3.7"
"r_10","3","11105","1","2008","3.8"
"r_10","3","11105","2","2008","3.5"
"r_10","3","11105","0","2009","3.7"
"r_10","3","11105","1","2009","3.7"
"r_10","3","11105","2","2009","3.6"
"r_10","3","11105","0","2010","3.4"
"r_10","3","11105","1","2010","3.5"
"r_10","3","11105","2","2010","3.2"
"r_10","3","11105","0","2011","2.8"
"r_10","3","11105","1","2011","2.8"
"r_10","3","11105","2","2011","2.7"
"r_10","3","11105","0","2012","3.2"
"r_10","3","11105","1","2012","3.2"
"r_10","3","11105","2","2012","3.2"
"r_10","3","11105","0","2013","3.4"
"r_10","3","11105","1","2013","3.5"
"r_10","3","11105","2","2013","3.1"
"r_10","3","11105","0","2014","3.7"
"r_10","3","11105","1","2014","3.7"
"r_10","3","11105","2","2014","3.8"
"r_10","3","11105","0","2015","3.7"
"r_10","3","11105","1","2015","3.7"
"r_10","3","11105","2","2015","3.6"
"r_10","3","11105","0","2016","3.7"
"r_10","3","11105","1","2016","3.6"
"r_10","3","11105","2","2016","4.2"
"r_10","3","11105","0","2017","4.2"
"r_10","3","11105","1","2017","4.2"
"r_10","3","11105","2","2017","4.2"
"r_10","3","11105","0","2018","4"
"r_10","3","11105","1","2018","4"
"r_10","3","11105","2","2018","4.1"
"r_10","3","11105","0","2019","3.7"
"r_10","3","11105","1","2019","3.6"
"r_10","3","11105","2","2019","4.1"
"r_10","3","11105","0","2020","4.2"
"r_10","3","11105","1","2020","4.1"
"r_10","3","11105","2","2020","4.5"
"r_10","3","11105","0","2021","4.7"
"r_10","3","11105","1","2021","4.7"
"r_10","3","11105","2","2021","4.7"
"r_10","3","11105","0","2022","4.5"
"r_10","3","11105","1","2022","4.5"
"r_10","3","11105","2","2022","4.5"
"r_10","3","11106","0","2008","4.8"
"r_10","3","11106","1","2008","4.8"
"r_10","3","11106","2","2008","4.7"
"r_10","3","11106","0","2009","5.3"
"r_10","3","11106","1","2009","5.3"
"r_10","3","11106","2","2009","5.3"
"r_10","3","11106","0","2010","5.5"
"r_10","3","11106","1","2010","5.4"
"r_10","3","11106","2","2010","5.7"
"r_10","3","11106","0","2011","5.6"
"r_10","3","11106","1","2011","5.5"
"r_10","3","11106","2","2011","6"
"r_10","3","11106","0","2012","5.2"
"r_10","3","11106","1","2012","5"
"r_10","3","11106","2","2012","6"
"r_10","3","11106","0","2013","5.2"
"r_10","3","11106","1","2013","5.1"
"r_10","3","11106","2","2013","5.6"
"r_10","3","11106","0","2014","5.2"
"r_10","3","11106","1","2014","5.1"
"r_10","3","11106","2","2014","5.7"
"r_10","3","11106","0","2015","5.3"
"r_10","3","11106","1","2015","5.1"
"r_10","3","11106","2","2015","6.1"
"r_10","3","11106","0","2016","5.5"
"r_10","3","11106","1","2016","5.4"
"r_10","3","11106","2","2016","6"
"r_10","3","11106","0","2017","5.4"
"r_10","3","11106","1","2017","5.2"
"r_10","3","11106","2","2017","5.9"
"r_10","3","11106","0","2018","5.4"
"r_10","3","11106","1","2018","5.3"
"r_10","3","11106","2","2018","6"
"r_10","3","11106","0","2019","6.2"
"r_10","3","11106","1","2019","5.8"
"r_10","3","11106","2","2019","7.8"
"r_10","3","11106","0","2020","6.2"
"r_10","3","11106","1","2020","6.1"
"r_10","3","11106","2","2020","6.7"
"r_10","3","11106","0","2021","6.3"
"r_10","3","11106","1","2021","6.1"
"r_10","3","11106","2","2021","6.9"
"r_10","3","11106","0","2022","6.5"
"r_10","3","11106","1","2022","6.3"
"r_10","3","11106","2","2022","7.1"
"r_10","3","11107","0","2008","7"
"r_10","3","11107","1","2008","7.5"
"r_10","3","11107","2","2008","5.5"
"r_10","3","11107","0","2009","6"
"r_10","3","11107","1","2009","6.3"
"r_10","3","11107","2","2009","5.2"
"r_10","3","11107","0","2010","6.1"
"r_10","3","11107","1","2010","6.3"
"r_10","3","11107","2","2010","5.3"
"r_10","3","11107","0","2011","5.9"
"r_10","3","11107","1","2011","6.2"
"r_10","3","11107","2","2011","5.1"
"r_10","3","11107","0","2012","6.4"
"r_10","3","11107","1","2012","6.5"
"r_10","3","11107","2","2012","6"
"r_10","3","11107","0","2013","6.9"
"r_10","3","11107","1","2013","7.2"
"r_10","3","11107","2","2013","5.7"
"r_10","3","11107","0","2014","7.3"
"r_10","3","11107","1","2014","7.6"
"r_10","3","11107","2","2014","6.1"
"r_10","3","11107","0","2015","7.1"
"r_10","3","11107","1","2015","7.3"
"r_10","3","11107","2","2015","6.3"
"r_10","3","11107","0","2016","6.9"
"r_10","3","11107","1","2016","7"
"r_10","3","11107","2","2016","6.1"
"r_10","3","11107","0","2017","6.7"
"r_10","3","11107","1","2017","7"
"r_10","3","11107","2","2017","5.7"
"r_10","3","11107","0","2018","7.3"
"r_10","3","11107","1","2018","7.5"
"r_10","3","11107","2","2018","6.2"
"r_10","3","11107","0","2019","7.5"
"r_10","3","11107","1","2019","7.9"
"r_10","3","11107","2","2019","6.1"
"r_10","3","11107","0","2020","6.7"
"r_10","3","11107","1","2020","6.9"
"r_10","3","11107","2","2020","6"
"r_10","3","11107","0","2021","6.9"
"r_10","3","11107","1","2021","7"
"r_10","3","11107","2","2021","6.3"
"r_10","3","11107","0","2022","7.3"
"r_10","3","11107","1","2022","7.5"
"r_10","3","11107","2","2022","6.8"
"r_10","3","11108","0","2008","4.5"
"r_10","3","11108","1","2008","4.8"
"r_10","3","11108","2","2008","3.4"
"r_10","3","11108","0","2009","4.5"
"r_10","3","11108","1","2009","4.9"
"r_10","3","11108","2","2009","3.4"
"r_10","3","11108","0","2010","4.7"
"r_10","3","11108","1","2010","4.9"
"r_10","3","11108","2","2010","3.8"
"r_10","3","11108","0","2011","4.6"
"r_10","3","11108","1","2011","4.9"
"r_10","3","11108","2","2011","3.9"
"r_10","3","11108","0","2012","4.4"
"r_10","3","11108","1","2012","4.6"
"r_10","3","11108","2","2012","3.6"
"r_10","3","11108","0","2013","4.3"
"r_10","3","11108","1","2013","4.5"
"r_10","3","11108","2","2013","3.5"
"r_10","3","11108","0","2014","4.4"
"r_10","3","11108","1","2014","4.6"
"r_10","3","11108","2","2014","3.6"
"r_10","3","11108","0","2015","4.3"
"r_10","3","11108","1","2015","4.5"
"r_10","3","11108","2","2015","3.7"
"r_10","3","11108","0","2016","4.4"
"r_10","3","11108","1","2016","4.6"
"r_10","3","11108","2","2016","3.9"
"r_10","3","11108","0","2017","4.3"
"r_10","3","11108","1","2017","4.4"
"r_10","3","11108","2","2017","3.9"
"r_10","3","11108","0","2018","4.3"
"r_10","3","11108","1","2018","4.4"
"r_10","3","11108","2","2018","3.8"
"r_10","3","11108","0","2019","4.2"
"r_10","3","11108","1","2019","4.3"
"r_10","3","11108","2","2019","3.9"
"r_10","3","11108","0","2020","4.6"
"r_10","3","11108","1","2020","4.7"
"r_10","3","11108","2","2020","4.1"
"r_10","3","11108","0","2021","4.5"
"r_10","3","11108","1","2021","4.6"
"r_10","3","11108","2","2021","4"
"r_10","3","11108","0","2022","4.3"
"r_10","3","11108","1","2022","4.4"
"r_10","3","11108","2","2022","3.9"
"r_10","3","11109","0","2008","3.7"
"r_10","3","11109","1","2008","4.2"
"r_10","3","11109","2","2008","2.1"
"r_10","3","11109","0","2009","3.9"
"r_10","3","11109","1","2009","4.4"
"r_10","3","11109","2","2009","2.3"
"r_10","3","11109","0","2010","3.5"
"r_10","3","11109","1","2010","3.9"
"r_10","3","11109","2","2010","2.2"
"r_10","3","11109","0","2011","3.5"
"r_10","3","11109","1","2011","3.8"
"r_10","3","11109","2","2011","2.3"
"r_10","3","11109","0","2012","4.1"
"r_10","3","11109","1","2012","4.5"
"r_10","3","11109","2","2012","2.6"
"r_10","3","11109","0","2013","4.5"
"r_10","3","11109","1","2013","5"
"r_10","3","11109","2","2013","2.6"
"r_10","3","11109","0","2014","4.7"
"r_10","3","11109","1","2014","5"
"r_10","3","11109","2","2014","3.3"
"r_10","3","11109","0","2015","4.9"
"r_10","3","11109","1","2015","5.3"
"r_10","3","11109","2","2015","2.9"
"r_10","3","11109","0","2016","4.8"
"r_10","3","11109","1","2016","5.3"
"r_10","3","11109","2","2016","2.9"
"r_10","3","11109","0","2017","4.4"
"r_10","3","11109","1","2017","4.8"
"r_10","3","11109","2","2017","3"
"r_10","3","11109","0","2018","4.8"
"r_10","3","11109","1","2018","5.4"
"r_10","3","11109","2","2018","2.7"
"r_10","3","11109","0","2019","5.2"
"r_10","3","11109","1","2019","5.8"
"r_10","3","11109","2","2019","3.1"
"r_10","3","11109","0","2020","4"
"r_10","3","11109","1","2020","4.4"
"r_10","3","11109","2","2020","2.7"
"r_10","3","11109","0","2021","4.4"
"r_10","3","11109","1","2021","4.9"
"r_10","3","11109","2","2021","2.7"
"r_10","3","11109","0","2022","4.5"
"r_10","3","11109","1","2022","5"
"r_10","3","11109","2","2022","2.9"
"r_10","3","11110","0","2008","3.7"
"r_10","3","11110","1","2008","4"
"r_10","3","11110","2","2008","2.7"
"r_10","3","11110","0","2009","3.6"
"r_10","3","11110","1","2009","3.8"
"r_10","3","11110","2","2009","2.9"
"r_10","3","11110","0","2010","3.7"
"r_10","3","11110","1","2010","3.8"
"r_10","3","11110","2","2010","3.2"
"r_10","3","11110","0","2011","3.9"
"r_10","3","11110","1","2011","4.1"
"r_10","3","11110","2","2011","3.1"
"r_10","3","11110","0","2012","3.9"
"r_10","3","11110","1","2012","4.2"
"r_10","3","11110","2","2012","3"
"r_10","3","11110","0","2013","4.2"
"r_10","3","11110","1","2013","4.4"
"r_10","3","11110","2","2013","3.1"
"r_10","3","11110","0","2014","4.4"
"r_10","3","11110","1","2014","4.6"
"r_10","3","11110","2","2014","3.5"
"r_10","3","11110","0","2015","4.5"
"r_10","3","11110","1","2015","4.8"
"r_10","3","11110","2","2015","3"
"r_10","3","11110","0","2016","4.2"
"r_10","3","11110","1","2016","4.5"
"r_10","3","11110","2","2016","3.4"
"r_10","3","11110","0","2017","4.5"
"r_10","3","11110","1","2017","4.7"
"r_10","3","11110","2","2017","3.4"
"r_10","3","11110","0","2018","4.7"
"r_10","3","11110","1","2018","5"
"r_10","3","11110","2","2018","3.4"
"r_10","3","11110","0","2019","4.2"
"r_10","3","11110","1","2019","4.6"
"r_10","3","11110","2","2019","3.1"
"r_10","3","11110","0","2020","4.3"
"r_10","3","11110","1","2020","4.7"
"r_10","3","11110","2","2020","3.2"
"r_10","3","11110","0","2021","4.6"
"r_10","3","11110","1","2021","5"
"r_10","3","11110","2","2021","3.4"
"r_10","3","11110","0","2022","4.4"
"r_10","3","11110","1","2022","4.6"
"r_10","3","11110","2","2022","3.6"
"r_10","3","112","0","2008","3.1"
"r_10","3","112","1","2008","3.5"
"r_10","3","112","2","2008","2"
"r_10","3","112","0","2009","3.2"
"r_10","3","112","1","2009","3.6"
"r_10","3","112","2","2009","2"
"r_10","3","112","0","2010","3.7"
"r_10","3","112","1","2010","4.1"
"r_10","3","112","2","2010","2.5"
"r_10","3","112","0","2011","5.1"
"r_10","3","112","1","2011","5.6"
"r_10","3","112","2","2011","3.4"
"r_10","3","112","0","2012","4.9"
"r_10","3","112","1","2012","5.3"
"r_10","3","112","2","2012","3.5"
"r_10","3","112","0","2013","4.9"
"r_10","3","112","1","2013","5.1"
"r_10","3","112","2","2013","3.8"
"r_10","3","112","0","2014","4.9"
"r_10","3","112","1","2014","5.2"
"r_10","3","112","2","2014","3.3"
"r_10","3","112","0","2015","5"
"r_10","3","112","1","2015","5.3"
"r_10","3","112","2","2015","3.5"
"r_10","3","112","0","2016","5.2"
"r_10","3","112","1","2016","5.6"
"r_10","3","112","2","2016","3.7"
"r_10","3","112","0","2017","5.6"
"r_10","3","112","1","2017","6"
"r_10","3","112","2","2017","3.9"
"r_10","3","112","0","2018","5.5"
"r_10","3","112","1","2018","5.9"
"r_10","3","112","2","2018","4"
"r_10","3","112","0","2019","5.6"
"r_10","3","112","1","2019","6"
"r_10","3","112","2","2019","4.2"
"r_10","3","112","0","2020","5.8"
"r_10","3","112","1","2020","6.2"
"r_10","3","112","2","2020","4.3"
"r_10","3","112","0","2021","5.6"
"r_10","3","112","1","2021","5.9"
"r_10","3","112","2","2021","4.4"
"r_10","3","112","0","2022","5"
"r_10","3","112","1","2022","5.4"
"r_10","3","112","2","2022","3.9"
"r_10","3","113","0","2008","3.7"
"r_10","3","113","1","2008","4.1"
"r_10","3","113","2","2008","2.4"
"r_10","3","113","0","2009","3.7"
"r_10","3","113","1","2009","4.1"
"r_10","3","113","2","2009","2.4"
"r_10","3","113","0","2010","4.4"
"r_10","3","113","1","2010","4.8"
"r_10","3","113","2","2010","3.1"
"r_10","3","113","0","2011","5.9"
"r_10","3","113","1","2011","6.3"
"r_10","3","113","2","2011","4.3"
"r_10","3","113","0","2012","6.1"
"r_10","3","113","1","2012","6.5"
"r_10","3","113","2","2012","4.6"
"r_10","3","113","0","2013","6.4"
"r_10","3","113","1","2013","6.7"
"r_10","3","113","2","2013","5"
"r_10","3","113","0","2014","6.3"
"r_10","3","113","1","2014","6.8"
"r_10","3","113","2","2014","4.1"
"r_10","3","113","0","2015","6.4"
"r_10","3","113","1","2015","6.8"
"r_10","3","113","2","2015","4.3"
"r_10","3","113","0","2016","6.5"
"r_10","3","113","1","2016","6.9"
"r_10","3","113","2","2016","5"
"r_10","3","113","0","2017","6.9"
"r_10","3","113","1","2017","7.3"
"r_10","3","113","2","2017","5.2"
"r_10","3","113","0","2018","7.3"
"r_10","3","113","1","2018","7.7"
"r_10","3","113","2","2018","5.6"
"r_10","3","113","0","2019","7.6"
"r_10","3","113","1","2019","8"
"r_10","3","113","2","2019","6.1"
"r_10","3","113","0","2020","8"
"r_10","3","113","1","2020","8.5"
"r_10","3","113","2","2020","6.3"
"r_10","3","113","0","2021","7.6"
"r_10","3","113","1","2021","8"
"r_10","3","113","2","2021","6"
"r_10","3","113","0","2022","7.1"
"r_10","3","113","1","2022","7.5"
"r_10","3","113","2","2022","6"
"r_10","3","114","0","2008","1.8"
"r_10","3","114","1","2008","1.8"
"r_10","3","114","2","2008","1.9"
"r_10","3","114","0","2009","1.9"
"r_10","3","114","1","2009","1.8"
"r_10","3","114","2","2009","2.2"
"r_10","3","114","0","2010","1.7"
"r_10","3","114","1","2010","1.7"
"r_10","3","114","2","2010","1.8"
"r_10","3","114","0","2011","1.7"
"r_10","3","114","1","2011","1.8"
"r_10","3","114","2","2011","1.3"
"r_10","3","114","0","2012","1.4"
"r_10","3","114","1","2012","1.4"
"r_10","3","114","2","2012","1.2"
"r_10","3","114","0","2013","1.2"
"r_10","3","114","1","2013","1.1"
"r_10","3","114","2","2013","1.2"
"r_10","3","114","0","2014","1.2"
"r_10","3","114","1","2014","1.2"
"r_10","3","114","2","2014","1.3"
"r_10","3","114","0","2015","1.2"
"r_10","3","114","1","2015","1.2"
"r_10","3","114","2","2015","1.1"
"r_10","3","114","0","2016","1.2"
"r_10","3","114","1","2016","1.1"
"r_10","3","114","2","2016","1.3"
"r_10","3","114","0","2017","1.2"
"r_10","3","114","1","2017","1.2"
"r_10","3","114","2","2017","1.2"
"r_10","3","114","0","2018","1"
"r_10","3","114","1","2018","1.1"
"r_10","3","114","2","2018","0.8"
"r_10","3","114","0","2019","1"
"r_10","3","114","1","2019","1"
"r_10","3","114","2","2019","1.1"
"r_10","3","114","0","2020","0.9"
"r_10","3","114","1","2020","0.9"
"r_10","3","114","2","2020","1"
"r_10","3","114","0","2021","0.9"
"r_10","3","114","1","2021","0.9"
"r_10","3","114","2","2021","0.7"
