RevisionColumn,Units,periods,Countries_TOUR,Indicators,ValueColumn
"r_1","num","2014I","DE","3.5.1.1","12320"
"r_1","num","2014I","DE","3.5.1.1.1","1555"
"r_1","num","2014I","DE","3.5.1.1.2","5860"
"r_1","num","2014I","DE","3.5.1.1.3","4905"
"r_1","num","2014I","GR","3.5.1.1","69212"
"r_1","num","2014I","GR","3.5.1.1.1","10813"
"r_1","num","2014I","GR","3.5.1.1.2","17189"
"r_1","num","2014I","GR","3.5.1.1.3","41210"
"r_1","num","2014I","DK","3.5.1.1","681"
"r_1","num","2014I","DK","3.5.1.1.1","-"
"r_1","num","2014I","DK","3.5.1.1.2","97"
"r_1","num","2014I","DK","3.5.1.1.3","584"
"r_1","num","2014I","IE","3.5.1.1","51"
"r_1","num","2014I","IE","3.5.1.1.1","51"
"r_1","num","2014I","IE","3.5.1.1.2","-"
"r_1","num","2014I","IE","3.5.1.1.3","-"
"r_1","num","2014I","ES","3.5.1.1","5341"
"r_1","num","2014I","ES","3.5.1.1.1","485"
"r_1","num","2014I","ES","3.5.1.1.2","1943"
"r_1","num","2014I","ES","3.5.1.1.3","2913"
"r_1","num","2014I","IT","3.5.1.1","5863"
"r_1","num","2014I","IT","3.5.1.1.1","1125"
"r_1","num","2014I","IT","3.5.1.1.2","2573"
"r_1","num","2014I","IT","3.5.1.1.3","2165"
"r_1","num","2014I","CY","3.5.1.1","817"
"r_1","num","2014I","CY","3.5.1.1.1","272"
"r_1","num","2014I","CY","3.5.1.1.2","91"
"r_1","num","2014I","CY","3.5.1.1.3","454"
"r_1","num","2014I","MT","3.5.1.1","106"
"r_1","num","2014I","MT","3.5.1.1.1","34"
"r_1","num","2014I","MT","3.5.1.1.2","52"
"r_1","num","2014I","MT","3.5.1.1.3","20"
"r_1","num","2014I","NL","3.5.1.1","904"
"r_1","num","2014I","NL","3.5.1.1.1","129"
"r_1","num","2014I","NL","3.5.1.1.2","517"
"r_1","num","2014I","NL","3.5.1.1.3","258"
"r_1","num","2014I","GB","3.5.1.1","5292"
"r_1","num","2014I","GB","3.5.1.1.1","271"
"r_1","num","2014I","GB","3.5.1.1.2","1764"
"r_1","num","2014I","GB","3.5.1.1.3","3257"
"r_1","num","2014I","PL","3.5.1.1","994"
"r_1","num","2014I","PL","3.5.1.1.1","90"
"r_1","num","2014I","PL","3.5.1.1.2","723"
"r_1","num","2014I","PL","3.5.1.1.3","181"
"r_1","num","2014I","PT","3.5.1.1","-"
"r_1","num","2014I","PT","3.5.1.1.1","-"
"r_1","num","2014I","PT","3.5.1.1.2","-"
"r_1","num","2014I","PT","3.5.1.1.3","-"
"r_1","num","2014I","RO","3.5.1.1","18173"
"r_1","num","2014I","RO","3.5.1.1.1","5143"
"r_1","num","2014I","RO","3.5.1.1.2","6172"
"r_1","num","2014I","RO","3.5.1.1.3","6858"
"r_1","num","2014I","SK","3.5.1.1","480"
"r_1","num","2014I","SK","3.5.1.1.1","-"
"r_1","num","2014I","SK","3.5.1.1.2","480"
"r_1","num","2014I","SK","3.5.1.1.3","-"
"r_1","num","2014I","SI","3.5.1.1","639"
"r_1","num","2014I","SI","3.5.1.1.1","397"
"r_1","num","2014I","SI","3.5.1.1.2","204"
"r_1","num","2014I","SI","3.5.1.1.3","38"
"r_1","num","2014I","HU","3.5.1.1","690"
"r_1","num","2014I","HU","3.5.1.1.1","-"
"r_1","num","2014I","HU","3.5.1.1.2","414"
"r_1","num","2014I","HU","3.5.1.1.3","276"
"r_1","num","2014I","FI","3.5.1.1","-"
"r_1","num","2014I","FI","3.5.1.1.1","-"
"r_1","num","2014I","FI","3.5.1.1.2","-"
"r_1","num","2014I","FI","3.5.1.1.3","-"
"r_1","num","2014I","FR","3.5.1.1","2836"
"r_1","num","2014I","FR","3.5.1.1.1","945"
"r_1","num","2014I","FR","3.5.1.1.2","473"
"r_1","num","2014I","FR","3.5.1.1.3","1418"
"r_1","num","2014I","HR","3.5.1.1","1464"
"r_1","num","2014I","HR","3.5.1.1.1","242"
"r_1","num","2014I","HR","3.5.1.1.2","261"
"r_1","num","2014I","HR","3.5.1.1.3","961"
"r_1","num","2014I","CZ","3.5.1.1","4956"
"r_1","num","2014I","CZ","3.5.1.1.1","1892"
"r_1","num","2014I","CZ","3.5.1.1.2","1420"
"r_1","num","2014I","CZ","3.5.1.1.3","1644"
"r_1","num","2014I","SE","3.5.1.1","803"
"r_1","num","2014I","SE","3.5.1.1.1","533"
"r_1","num","2014I","SE","3.5.1.1.2","267"
"r_1","num","2014I","SE","3.5.1.1.3","3"
"r_1","num","2014I","OTH_EU","3.5.1.1","952"
"r_1","num","2014I","OTH_EU","3.5.1.1.1","-"
"r_1","num","2014I","OTH_EU","3.5.1.1.2","714"
"r_1","num","2014I","OTH_EU","3.5.1.1.3","238"
"r_1","num","2014I","OTH_EUR","3.5.1.1","120977"
"r_1","num","2014I","OTH_EUR","3.5.1.1.1","30508"
"r_1","num","2014I","OTH_EUR","3.5.1.1.2","21564"
"r_1","num","2014I","OTH_EUR","3.5.1.1.3","68905"
"r_1","num","2014I","MK","3.5.1.1","16526"
"r_1","num","2014I","MK","3.5.1.1.1","4312"
"r_1","num","2014I","MK","3.5.1.1.2","7425"
"r_1","num","2014I","MK","3.5.1.1.3","4789"
"r_1","num","2014I","NO","3.5.1.1","51"
"r_1","num","2014I","NO","3.5.1.1.1","-"
"r_1","num","2014I","NO","3.5.1.1.2","51"
"r_1","num","2014I","NO","3.5.1.1.3","-"
"r_1","num","2014I","RU","3.5.1.1","2219"
"r_1","num","2014I","RU","3.5.1.1.1","386"
"r_1","num","2014I","RU","3.5.1.1.2","772"
"r_1","num","2014I","RU","3.5.1.1.3","1061"
"r_1","num","2014I","RS","3.5.1.1","20533"
"r_1","num","2014I","RS","3.5.1.1.1","6502"
"r_1","num","2014I","RS","3.5.1.1.2","3080"
"r_1","num","2014I","RS","3.5.1.1.3","10951"
"r_1","num","2014I","TR","3.5.1.1","80397"
"r_1","num","2014I","TR","3.5.1.1.1","19043"
"r_1","num","2014I","TR","3.5.1.1.2","9663"
"r_1","num","2014I","TR","3.5.1.1.3","51691"
"r_1","num","2014I","UA","3.5.1.1","631"
"r_1","num","2014I","UA","3.5.1.1.1","105"
"r_1","num","2014I","UA","3.5.1.1.2","421"
"r_1","num","2014I","UA","3.5.1.1.3","105"
"r_1","num","2014I","CH","3.5.1.1","620"
"r_1","num","2014I","CH","3.5.1.1.1","160"
"r_1","num","2014I","CH","3.5.1.1.2","152"
"r_1","num","2014I","CH","3.5.1.1.3","308"
"r_1","num","2014I","OTH","3.5.1.1","2126"
"r_1","num","2014I","OTH","3.5.1.1.1","153"
"r_1","num","2014I","OTH","3.5.1.1.2","216"
"r_1","num","2014I","OTH","3.5.1.1.3","1757"
"r_1","num","2014I","IL","3.5.1.1","352"
"r_1","num","2014I","IL","3.5.1.1.1","153"
"r_1","num","2014I","IL","3.5.1.1.2","66"
"r_1","num","2014I","IL","3.5.1.1.3","133"
"r_1","num","2014I","CA","3.5.1.1","463"
"r_1","num","2014I","CA","3.5.1.1.1","-"
"r_1","num","2014I","CA","3.5.1.1.2","77"
"r_1","num","2014I","CA","3.5.1.1.3","386"
"r_1","num","2014I","US","3.5.1.1","1311"
"r_1","num","2014I","US","3.5.1.1.1","-"
"r_1","num","2014I","US","3.5.1.1.2","73"
"r_1","num","2014I","US","3.5.1.1.3","1238"
"r_1","num","2014I","RoW","3.5.1.1","6649"
"r_1","num","2014I","RoW","3.5.1.1.1","1595"
"r_1","num","2014I","RoW","3.5.1.1.2","2776"
"r_1","num","2014I","RoW","3.5.1.1.3","2278"
"r_1","num","2014II","total","3.5.1.1","249470"
"r_1","num","2014II","total","3.5.1.1.1","48159"
"r_1","num","2014II","total","3.5.1.1.2","60544"
"r_1","num","2014II","total","3.5.1.1.3","140767"
"r_1","num","2014II","EU","3.5.1.1","135461"
"r_1","num","2014II","EU","3.5.1.1.1","26229"
"r_1","num","2014II","EU","3.5.1.1.2","34490"
"r_1","num","2014II","EU","3.5.1.1.3","74742"
"r_1","num","2014II","AT","3.5.1.1","4805"
"r_1","num","2014II","AT","3.5.1.1.1","1634"
"r_1","num","2014II","AT","3.5.1.1.2","1538"
"r_1","num","2014II","AT","3.5.1.1.3","1633"
"r_1","num","2014II","BE","3.5.1.1","1925"
"r_1","num","2014II","BE","3.5.1.1.1","175"
"r_1","num","2014II","BE","3.5.1.1.2","875"
"r_1","num","2014II","BE","3.5.1.1.3","875"
"r_1","num","2014II","DE","3.5.1.1","10347"
"r_1","num","2014II","DE","3.5.1.1.1","1851"
"r_1","num","2014II","DE","3.5.1.1.2","3376"
"r_1","num","2014II","DE","3.5.1.1.3","5120"
"r_1","num","2014II","GR","3.5.1.1","64882"
"r_1","num","2014II","GR","3.5.1.1.1","10762"
"r_1","num","2014II","GR","3.5.1.1.2","15375"
"r_1","num","2014II","GR","3.5.1.1.3","38745"
"r_1","num","2014II","DK","3.5.1.1","915"
"r_1","num","2014II","DK","3.5.1.1.1","-"
"r_1","num","2014II","DK","3.5.1.1.2","203"
"r_1","num","2014II","DK","3.5.1.1.3","712"
"r_1","num","2014II","IE","3.5.1.1","106"
"r_1","num","2014II","IE","3.5.1.1.1","-"
"r_1","num","2014II","IE","3.5.1.1.2","-"
"r_1","num","2014II","IE","3.5.1.1.3","106"
"r_1","num","2014II","ES","3.5.1.1","8435"
"r_1","num","2014II","ES","3.5.1.1.1","2692"
"r_1","num","2014II","ES","3.5.1.1.2","1615"
"r_1","num","2014II","ES","3.5.1.1.3","4128"
"r_1","num","2014II","IT","3.5.1.1","6048"
"r_1","num","2014II","IT","3.5.1.1.1","1440"
"r_1","num","2014II","IT","3.5.1.1.2","1920"
"r_1","num","2014II","IT","3.5.1.1.3","2688"
"r_1","num","2014II","CY","3.5.1.1","410"
"r_1","num","2014II","CY","3.5.1.1.1","-"
"r_1","num","2014II","CY","3.5.1.1.2","82"
"r_1","num","2014II","CY","3.5.1.1.3","328"
"r_1","num","2014II","MT","3.5.1.1","192"
"r_1","num","2014II","MT","3.5.1.1.1","64"
"r_1","num","2014II","MT","3.5.1.1.2","-"
"r_1","num","2014II","MT","3.5.1.1.3","128"
"r_1","num","2014II","NL","3.5.1.1","2655"
"r_1","num","2014II","NL","3.5.1.1.1","415"
"r_1","num","2014II","NL","3.5.1.1.2","1078"
"r_1","num","2014II","NL","3.5.1.1.3","1162"
"r_1","num","2014II","GB","3.5.1.1","5096"
"r_1","num","2014II","GB","3.5.1.1.1","1195"
"r_1","num","2014II","GB","3.5.1.1.2","1321"
"r_1","num","2014II","GB","3.5.1.1.3","2580"
"r_1","num","2014II","PL","3.5.1.1","1663"
"r_1","num","2014II","PL","3.5.1.1.1","83"
"r_1","num","2014II","PL","3.5.1.1.2","665"
"r_1","num","2014II","PL","3.5.1.1.3","915"
"r_1","num","2014II","PT","3.5.1.1","1209"
"r_1","num","2014II","PT","3.5.1.1.1","-"
"r_1","num","2014II","PT","3.5.1.1.2","-"
"r_1","num","2014II","PT","3.5.1.1.3","1209"
"r_1","num","2014II","RO","3.5.1.1","12290"
"r_1","num","2014II","RO","3.5.1.1.1","2215"
"r_1","num","2014II","RO","3.5.1.1.2","2819"
"r_1","num","2014II","RO","3.5.1.1.3","7256"
"r_1","num","2014II","SK","3.5.1.1","320"
"r_1","num","2014II","SK","3.5.1.1.1","-"
"r_1","num","2014II","SK","3.5.1.1.2","160"
"r_1","num","2014II","SK","3.5.1.1.3","160"
"r_1","num","2014II","SI","3.5.1.1","213"
"r_1","num","2014II","SI","3.5.1.1.1","-"
"r_1","num","2014II","SI","3.5.1.1.2","213"
"r_1","num","2014II","SI","3.5.1.1.3","-"
"r_1","num","2014II","HU","3.5.1.1","562"
"r_1","num","2014II","HU","3.5.1.1.1","161"
"r_1","num","2014II","HU","3.5.1.1.2","321"
"r_1","num","2014II","HU","3.5.1.1.3","80"
"r_1","num","2014II","FI","3.5.1.1","256"
"r_1","num","2014II","FI","3.5.1.1.1","-"
"r_1","num","2014II","FI","3.5.1.1.2","-"
"r_1","num","2014II","FI","3.5.1.1.3","256"
"r_1","num","2014II","FR","3.5.1.1","6824"
"r_1","num","2014II","FR","3.5.1.1.1","2449"
"r_1","num","2014II","FR","3.5.1.1.2","1749"
"r_1","num","2014II","FR","3.5.1.1.3","2626"
"r_1","num","2014II","HR","3.5.1.1","306"
"r_1","num","2014II","HR","3.5.1.1.1","75"
"r_1","num","2014II","HR","3.5.1.1.2","231"
"r_1","num","2014II","HR","3.5.1.1.3","-"
"r_1","num","2014II","CZ","3.5.1.1","3815"
"r_1","num","2014II","CZ","3.5.1.1.1","848"
"r_1","num","2014II","CZ","3.5.1.1.2","424"
"r_1","num","2014II","CZ","3.5.1.1.3","2543"
"r_1","num","2014II","SE","3.5.1.1","1672"
"r_1","num","2014II","SE","3.5.1.1.1","170"
"r_1","num","2014II","SE","3.5.1.1.2","202"
"r_1","num","2014II","SE","3.5.1.1.3","1300"
"r_1","num","2014II","OTH_EU","3.5.1.1","515"
"r_1","num","2014II","OTH_EU","3.5.1.1.1","-"
"r_1","num","2014II","OTH_EU","3.5.1.1.2","323"
"r_1","num","2014II","OTH_EU","3.5.1.1.3","192"
"r_1","num","2014II","OTH_EUR","3.5.1.1","105821"
"r_1","num","2014II","OTH_EUR","3.5.1.1.1","19827"
"r_1","num","2014II","OTH_EUR","3.5.1.1.2","22614"
"r_1","num","2014II","OTH_EUR","3.5.1.1.3","63380"
"r_1","num","2014II","MK","3.5.1.1","15200"
"r_1","num","2014II","MK","3.5.1.1.1","3289"
"r_1","num","2014II","MK","3.5.1.1.2","5060"
"r_1","num","2014II","MK","3.5.1.1.3","6851"
"r_1","num","2014II","NO","3.5.1.1","193"
"r_1","num","2014II","NO","3.5.1.1.1","-"
"r_1","num","2014II","NO","3.5.1.1.2","129"
"r_1","num","2014II","NO","3.5.1.1.3","64"
"r_1","num","2014II","RU","3.5.1.1","2275"
"r_1","num","2014II","RU","3.5.1.1.1","207"
"r_1","num","2014II","RU","3.5.1.1.2","827"
"r_1","num","2014II","RU","3.5.1.1.3","1241"
"r_1","num","2014II","RS","3.5.1.1","14562"
"r_1","num","2014II","RS","3.5.1.1.1","2240"
"r_1","num","2014II","RS","3.5.1.1.2","5601"
"r_1","num","2014II","RS","3.5.1.1.3","6721"
"r_1","num","2014II","TR","3.5.1.1","72301"
"r_1","num","2014II","TR","3.5.1.1.1","13785"
"r_1","num","2014II","TR","3.5.1.1.2","10690"
"r_1","num","2014II","TR","3.5.1.1.3","47826"
"r_1","num","2014II","UA","3.5.1.1","740"
"r_1","num","2014II","UA","3.5.1.1.1","123"
"r_1","num","2014II","UA","3.5.1.1.2","185"
"r_1","num","2014II","UA","3.5.1.1.3","432"
"r_1","num","2014II","CH","3.5.1.1","550"
"r_1","num","2014II","CH","3.5.1.1.1","183"
"r_1","num","2014II","CH","3.5.1.1.2","122"
"r_1","num","2014II","CH","3.5.1.1.3","245"
"r_1","num","2014II","OTH","3.5.1.1","1542"
"r_1","num","2014II","OTH","3.5.1.1.1","253"
"r_1","num","2014II","OTH","3.5.1.1.2","148"
"r_1","num","2014II","OTH","3.5.1.1.3","1141"
"r_1","num","2014II","IL","3.5.1.1","368"
"r_1","num","2014II","IL","3.5.1.1.1","92"
"r_1","num","2014II","IL","3.5.1.1.2","46"
"r_1","num","2014II","IL","3.5.1.1.3","230"
"r_1","num","2014II","CA","3.5.1.1","346"
"r_1","num","2014II","CA","3.5.1.1.1","43"
"r_1","num","2014II","CA","3.5.1.1.2","43"
"r_1","num","2014II","CA","3.5.1.1.3","260"
"r_1","num","2014II","US","3.5.1.1","828"
"r_1","num","2014II","US","3.5.1.1.1","118"
"r_1","num","2014II","US","3.5.1.1.2","59"
"r_1","num","2014II","US","3.5.1.1.3","651"
"r_1","num","2014II","RoW","3.5.1.1","6646"
"r_1","num","2014II","RoW","3.5.1.1.1","1850"
"r_1","num","2014II","RoW","3.5.1.1.2","3292"
"r_1","num","2014II","RoW","3.5.1.1.3","1504"
"r_1","num","2014III","total","3.5.1.1","313414"
"r_1","num","2014III","total","3.5.1.1.1","90815"
"r_1","num","2014III","total","3.5.1.1.2","83106"
"r_1","num","2014III","total","3.5.1.1.3","139493"
"r_1","num","2014III","EU","3.5.1.1","133129"
"r_1","num","2014III","EU","3.5.1.1.1","26574"
"r_1","num","2014III","EU","3.5.1.1.2","45654"
"r_1","num","2014III","EU","3.5.1.1.3","60901"
"r_1","num","2014III","AT","3.5.1.1","8657"
"r_1","num","2014III","AT","3.5.1.1.1","2164"
"r_1","num","2014III","AT","3.5.1.1.2","2664"
"r_1","num","2014III","AT","3.5.1.1.3","3829"
"r_1","num","2014III","BE","3.5.1.1","2951"
"r_1","num","2014III","BE","3.5.1.1.1","738"
"r_1","num","2014III","BE","3.5.1.1.2","1352"
"r_1","num","2014III","BE","3.5.1.1.3","861"
"r_1","num","2014III","DE","3.5.1.1","15751"
"r_1","num","2014III","DE","3.5.1.1.1","2042"
"r_1","num","2014III","DE","3.5.1.1.2","6271"
"r_1","num","2014III","DE","3.5.1.1.3","7438"
"r_1","num","2014III","GR","3.5.1.1","37740"
"r_1","num","2014III","GR","3.5.1.1.1","3478"
"r_1","num","2014III","GR","3.5.1.1.2","13392"
"r_1","num","2014III","GR","3.5.1.1.3","20870"
"r_1","num","2014III","DK","3.5.1.1","790"
"r_1","num","2014III","DK","3.5.1.1.1","113"
"r_1","num","2014III","DK","3.5.1.1.2","451"
"r_1","num","2014III","DK","3.5.1.1.3","226"
"r_1","num","2014III","IE","3.5.1.1","154"
"r_1","num","2014III","IE","3.5.1.1.1","-"
"r_1","num","2014III","IE","3.5.1.1.2","154"
"r_1","num","2014III","IE","3.5.1.1.3","-"
"r_1","num","2014III","ES","3.5.1.1","7655"
"r_1","num","2014III","ES","3.5.1.1.1","3062"
"r_1","num","2014III","ES","3.5.1.1.2","1378"
"r_1","num","2014III","ES","3.5.1.1.3","3215"
"r_1","num","2014III","IT","3.5.1.1","10065"
"r_1","num","2014III","IT","3.5.1.1.1","3451"
"r_1","num","2014III","IT","3.5.1.1.2","3738"
"r_1","num","2014III","IT","3.5.1.1.3","2876"
"r_1","num","2014III","CY","3.5.1.1","244"
"r_1","num","2014III","CY","3.5.1.1.1","55"
"r_1","num","2014III","CY","3.5.1.1.2","122"
"r_1","num","2014III","CY","3.5.1.1.3","67"
"r_1","num","2014III","MT","3.5.1.1","46"
"r_1","num","2014III","MT","3.5.1.1.1","46"
"r_1","num","2014III","MT","3.5.1.1.2","-"
"r_1","num","2014III","MT","3.5.1.1.3","-"
"r_1","num","2014III","NL","3.5.1.1","2084"
"r_1","num","2014III","NL","3.5.1.1.1","313"
"r_1","num","2014III","NL","3.5.1.1.2","625"
"r_1","num","2014III","NL","3.5.1.1.3","1146"
"r_1","num","2014III","GB","3.5.1.1","8354"
"r_1","num","2014III","GB","3.5.1.1.1","1652"
"r_1","num","2014III","GB","3.5.1.1.2","2294"
"r_1","num","2014III","GB","3.5.1.1.3","4408"
"r_1","num","2014III","PL","3.5.1.1","2609"
"r_1","num","2014III","PL","3.5.1.1.1","-"
"r_1","num","2014III","PL","3.5.1.1.2","1957"
"r_1","num","2014III","PL","3.5.1.1.3","652"
"r_1","num","2014III","PT","3.5.1.1","-"
"r_1","num","2014III","PT","3.5.1.1.1","-"
"r_1","num","2014III","PT","3.5.1.1.2","-"
"r_1","num","2014III","PT","3.5.1.1.3","-"
"r_1","num","2014III","RO","3.5.1.1","17162"
"r_1","num","2014III","RO","3.5.1.1.1","4351"
"r_1","num","2014III","RO","3.5.1.1.2","6043"
"r_1","num","2014III","RO","3.5.1.1.3","6768"
"r_1","num","2014III","SK","3.5.1.1","561"
"r_1","num","2014III","SK","3.5.1.1.1","-"
"r_1","num","2014III","SK","3.5.1.1.2","421"
"r_1","num","2014III","SK","3.5.1.1.3","140"
"r_1","num","2014III","SI","3.5.1.1","420"
"r_1","num","2014III","SI","3.5.1.1.1","-"
"r_1","num","2014III","SI","3.5.1.1.2","-"
"r_1","num","2014III","SI","3.5.1.1.3","420"
"r_1","num","2014III","HU","3.5.1.1","843"
"r_1","num","2014III","HU","3.5.1.1.1","316"
"r_1","num","2014III","HU","3.5.1.1.2","211"
"r_1","num","2014III","HU","3.5.1.1.3","316"
"r_1","num","2014III","FI","3.5.1.1","418"
"r_1","num","2014III","FI","3.5.1.1.1","-"
"r_1","num","2014III","FI","3.5.1.1.2","309"
"r_1","num","2014III","FI","3.5.1.1.3","109"
"r_1","num","2014III","FR","3.5.1.1","8724"
"r_1","num","2014III","FR","3.5.1.1.1","2908"
"r_1","num","2014III","FR","3.5.1.1.2","2908"
"r_1","num","2014III","FR","3.5.1.1.3","2908"
"r_1","num","2014III","HR","3.5.1.1","568"
"r_1","num","2014III","HR","3.5.1.1.1","139"
"r_1","num","2014III","HR","3.5.1.1.2","429"
"r_1","num","2014III","HR","3.5.1.1.3","-"
"r_1","num","2014III","CZ","3.5.1.1","5586"
"r_1","num","2014III","CZ","3.5.1.1.1","1596"
"r_1","num","2014III","CZ","3.5.1.1.2","798"
"r_1","num","2014III","CZ","3.5.1.1.3","3192"
"r_1","num","2014III","SE","3.5.1.1","1049"
"r_1","num","2014III","SE","3.5.1.1.1","150"
"r_1","num","2014III","SE","3.5.1.1.2","-"
"r_1","num","2014III","SE","3.5.1.1.3","899"
"r_1","num","2014III","OTH_EU","3.5.1.1","698"
"r_1","num","2014III","OTH_EU","3.5.1.1.1","-"
"r_1","num","2014III","OTH_EU","3.5.1.1.2","137"
"r_1","num","2014III","OTH_EU","3.5.1.1.3","561"
"r_1","num","2014III","OTH_EUR","3.5.1.1","169685"
"r_1","num","2014III","OTH_EUR","3.5.1.1.1","61808"
"r_1","num","2014III","OTH_EUR","3.5.1.1.2","33680"
"r_1","num","2014III","OTH_EUR","3.5.1.1.3","74197"
"r_1","num","2014III","MK","3.5.1.1","27706"
"r_1","num","2014III","MK","3.5.1.1.1","8081"
"r_1","num","2014III","MK","3.5.1.1.2","11159"
"r_1","num","2014III","MK","3.5.1.1.3","8466"
"r_1","num","2014III","NO","3.5.1.1","140"
"r_1","num","2014III","NO","3.5.1.1.1","-"
"r_1","num","2014III","NO","3.5.1.1.2","140"
"r_1","num","2014III","NO","3.5.1.1.3","-"
"r_1","num","2014III","RU","3.5.1.1","3773"
"r_1","num","2014III","RU","3.5.1.1.1","397"
"r_1","num","2014III","RU","3.5.1.1.2","1390"
"r_1","num","2014III","RU","3.5.1.1.3","1986"
"r_1","num","2014III","RS","3.5.1.1","32042"
"r_1","num","2014III","RS","3.5.1.1.1","13885"
"r_1","num","2014III","RS","3.5.1.1.2","3738"
"r_1","num","2014III","RS","3.5.1.1.3","14419"
"r_1","num","2014III","TR","3.5.1.1","104780"
"r_1","num","2014III","TR","3.5.1.1.1","39227"
"r_1","num","2014III","TR","3.5.1.1.2","16811"
"r_1","num","2014III","TR","3.5.1.1.3","48742"
"r_1","num","2014III","UA","3.5.1.1","228"
"r_1","num","2014III","UA","3.5.1.1.1","-"
"r_1","num","2014III","UA","3.5.1.1.2","152"
"r_1","num","2014III","UA","3.5.1.1.3","76"
"r_1","num","2014III","CH","3.5.1.1","1016"
"r_1","num","2014III","CH","3.5.1.1.1","218"
"r_1","num","2014III","CH","3.5.1.1.2","290"
"r_1","num","2014III","CH","3.5.1.1.3","508"
"r_1","num","2014III","OTH","3.5.1.1","6561"
"r_1","num","2014III","OTH","3.5.1.1.1","1384"
"r_1","num","2014III","OTH","3.5.1.1.2","1811"
"r_1","num","2014III","OTH","3.5.1.1.3","3366"
"r_1","num","2014III","IL","3.5.1.1","2768"
"r_1","num","2014III","IL","3.5.1.1.1","1384"
"r_1","num","2014III","IL","3.5.1.1.2","1038"
"r_1","num","2014III","IL","3.5.1.1.3","346"
"r_1","num","2014III","CA","3.5.1.1","296"
"r_1","num","2014III","CA","3.5.1.1.1","-"
"r_1","num","2014III","CA","3.5.1.1.2","221"
"r_1","num","2014III","CA","3.5.1.1.3","75"
"r_1","num","2014III","US","3.5.1.1","3497"
"r_1","num","2014III","US","3.5.1.1.1","-"
"r_1","num","2014III","US","3.5.1.1.2","552"
"r_1","num","2014III","US","3.5.1.1.3","2945"
"r_1","num","2014III","RoW","3.5.1.1","4039"
"r_1","num","2014III","RoW","3.5.1.1.1","1049"
"r_1","num","2014III","RoW","3.5.1.1.2","1961"
"r_1","num","2014III","RoW","3.5.1.1.3","1029"
"r_1","num","2014IV","total","3.5.1.1","323622"
"r_1","num","2014IV","total","3.5.1.1.1","87980"
"r_1","num","2014IV","total","3.5.1.1.2","79968"
"r_1","num","2014IV","total","3.5.1.1.3","155674"
"r_1","num","2014IV","EU","3.5.1.1","144071"
"r_1","num","2014IV","EU","3.5.1.1.1","38788"
"r_1","num","2014IV","EU","3.5.1.1.2","39459"
"r_1","num","2014IV","EU","3.5.1.1.3","65824"
"r_1","num","2014IV","AT","3.5.1.1","7075"
"r_1","num","2014IV","AT","3.5.1.1.1","1077"
"r_1","num","2014IV","AT","3.5.1.1.2","2153"
"r_1","num","2014IV","AT","3.5.1.1.3","3845"
"r_1","num","2014IV","BE","3.5.1.1","3355"
"r_1","num","2014IV","BE","3.5.1.1.1","903"
"r_1","num","2014IV","BE","3.5.1.1.2","1678"
"r_1","num","2014IV","BE","3.5.1.1.3","774"
"r_1","num","2014IV","DE","3.5.1.1","14814"
"r_1","num","2014IV","DE","3.5.1.1.1","3112"
"r_1","num","2014IV","DE","3.5.1.1.2","4357"
"r_1","num","2014IV","DE","3.5.1.1.3","7345"
"r_1","num","2014IV","GR","3.5.1.1","40739"
"r_1","num","2014IV","GR","3.5.1.1.1","16709"
"r_1","num","2014IV","GR","3.5.1.1.2","10513"
"r_1","num","2014IV","GR","3.5.1.1.3","13517"
"r_1","num","2014IV","DK","3.5.1.1","-"
"r_1","num","2014IV","DK","3.5.1.1.1","-"
"r_1","num","2014IV","DK","3.5.1.1.2","-"
"r_1","num","2014IV","DK","3.5.1.1.3","-"
"r_1","num","2014IV","IE","3.5.1.1","51"
"r_1","num","2014IV","IE","3.5.1.1.1","-"
"r_1","num","2014IV","IE","3.5.1.1.2","51"
"r_1","num","2014IV","IE","3.5.1.1.3","-"
"r_1","num","2014IV","ES","3.5.1.1","8872"
"r_1","num","2014IV","ES","3.5.1.1.1","3778"
"r_1","num","2014IV","ES","3.5.1.1.2","986"
"r_1","num","2014IV","ES","3.5.1.1.3","4108"
"r_1","num","2014IV","IT","3.5.1.1","12046"
"r_1","num","2014IV","IT","3.5.1.1.1","3236"
"r_1","num","2014IV","IT","3.5.1.1.2","2876"
"r_1","num","2014IV","IT","3.5.1.1.3","5934"
"r_1","num","2014IV","CY","3.5.1.1","576"
"r_1","num","2014IV","CY","3.5.1.1.1","192"
"r_1","num","2014IV","CY","3.5.1.1.2","299"
"r_1","num","2014IV","CY","3.5.1.1.3","85"
"r_1","num","2014IV","MT","3.5.1.1","-"
"r_1","num","2014IV","MT","3.5.1.1.1","-"
"r_1","num","2014IV","MT","3.5.1.1.2","-"
"r_1","num","2014IV","MT","3.5.1.1.3","-"
"r_1","num","2014IV","NL","3.5.1.1","1049"
"r_1","num","2014IV","NL","3.5.1.1.1","315"
"r_1","num","2014IV","NL","3.5.1.1.2","210"
"r_1","num","2014IV","NL","3.5.1.1.3","524"
"r_1","num","2014IV","GB","3.5.1.1","8168"
"r_1","num","2014IV","GB","3.5.1.1.1","2367"
"r_1","num","2014IV","GB","3.5.1.1.2","1657"
"r_1","num","2014IV","GB","3.5.1.1.3","4144"
"r_1","num","2014IV","PL","3.5.1.1","4978"
"r_1","num","2014IV","PL","3.5.1.1.1","452"
