RevisionColumn,GenderID,Age10_LFS,Units,periods,ValueColumn
"r_2","0","65+","1000cp","2007Q4","48.4"
"r_2","0","65+","1000cp","2008Q1","51.3"
"r_2","0","65+","1000cp","2008Q2","56.4"
"r_2","0","65+","1000cp","2008Q3","56.9"
"r_2","0","65+","1000cp","2008Q4","53.2"
"r_2","0","65+","1000cp","2009Q1","48.8"
"r_2","0","65+","1000cp","2009Q2","50.9"
"r_2","0","65+","1000cp","2009Q3","48.4"
"r_2","0","65+","1000cp","2009Q4","47.2"
"r_2","0","65+","1000cp","2010Q1","38.5"
"r_2","0","65+","1000cp","2010Q2","35.8"
"r_2","0","65+","1000cp","2010Q3","38.5"
"r_2","0","65+","1000cp","2010Q4","40.2"
"r_2","0","65+","1000cp","2011Q1","37.8"
"r_2","0","65+","1000cp","2011Q2","35.5"
"r_2","0","65+","1000cp","2011Q3","39.3"
"r_2","0","65+","1000cp","2011Q4","38.2"
"r_2","0","65+","1000cp","2012Q1","37.4"
"r_2","0","65+","1000cp","2012Q2","38.4"
"r_2","0","65+","1000cp","2012Q3","38.7"
"r_2","0","65+","1000cp","2012Q4","41.9"
"r_2","0","65+","1000cp","2013Q1","39.6"
"r_2","0","65+","1000cp","2013Q2","43.1"
"r_2","0","65+","1000cp","2013Q3","47.9"
"r_2","0","65+","1000cp","2013Q4","51.4"
"r_2","0","65+","1000cp","2014Q1","51.9"
"r_2","0","65+","1000cp","2014Q2","53.5"
"r_2","0","65+","1000cp","2014Q3","54.7"
"r_2","0","65+","1000cp","2014Q4","55.7"
"r_2","0","65+","1000cp","2015Q1","55"
"r_2","0","65+","1000cp","2015Q2","55.7"
"r_2","0","65+","1000cp","2015Q3","60.6"
"r_2","0","65+","1000cp","2015Q4","62.2"
"r_2","1","0","1000cp","2003Q1","1424"
"r_2","1","0","1000cp","2003Q2","1525.9"
"r_2","1","0","1000cp","2003Q3","1555.3"
"r_2","1","0","1000cp","2003Q4","1497.7"
"r_2","1","0","1000cp","2004Q1","1482.2"
"r_2","1","0","1000cp","2004Q2","1575.3"
"r_2","1","0","1000cp","2004Q3","1597.3"
"r_2","1","0","1000cp","2004Q4","1545.6"
"r_2","1","0","1000cp","2005Q1","1511.8"
"r_2","1","0","1000cp","2005Q2","1603.6"
"r_2","1","0","1000cp","2005Q3","1656.4"
"r_2","1","0","1000cp","2005Q4","1596.7"
"r_2","1","0","1000cp","2006Q1","1563.2"
"r_2","1","0","1000cp","2006Q2","1667"
"r_2","1","0","1000cp","2006Q3","1694.8"
"r_2","1","0","1000cp","2006Q4","1686.2"
"r_2","1","0","1000cp","2007Q1","1667.4"
"r_2","1","0","1000cp","2007Q2","1723.8"
"r_2","1","0","1000cp","2007Q3","1765.1"
"r_2","1","0","1000cp","2007Q4","1769.8"
"r_2","1","0","1000cp","2008Q1","1749.1"
"r_2","1","0","1000cp","2008Q2","1794.4"
"r_2","1","0","1000cp","2008Q3","1825.7"
"r_2","1","0","1000cp","2008Q4","1802.3"
"r_2","1","0","1000cp","2009Q1","1738.7"
"r_2","1","0","1000cp","2009Q2","1754.5"
"r_2","1","0","1000cp","2009Q3","1744.6"
"r_2","1","0","1000cp","2009Q4","1691.6"
"r_2","1","0","1000cp","2010Q1","1622.6"
"r_2","1","0","1000cp","2010Q2","1657.3"
"r_2","1","0","1000cp","2010Q3","1672"
"r_2","1","0","1000cp","2010Q4","1607.6"
"r_2","1","0","1000cp","2011Q1","1538.6"
"r_2","1","0","1000cp","2011Q2","1560.7"
"r_2","1","0","1000cp","2011Q3","1610.3"
"r_2","1","0","1000cp","2011Q4","1558.7"
"r_2","1","0","1000cp","2012Q1","1492.5"
"r_2","1","0","1000cp","2012Q2","1528.7"
"r_2","1","0","1000cp","2012Q3","1584.6"
"r_2","1","0","1000cp","2012Q4","1560.9"
"r_2","1","0","1000cp","2013Q1","1499"
"r_2","1","0","1000cp","2013Q2","1540.5"
"r_2","1","0","1000cp","2013Q3","1592.3"
"r_2","1","0","1000cp","2013Q4","1555.6"
"r_2","1","0","1000cp","2014Q1","1533.5"
"r_2","1","0","1000cp","2014Q2","1576.4"
"r_2","1","0","1000cp","2014Q3","1624.1"
"r_2","1","0","1000cp","2014Q4","1574.4"
"r_2","1","0","1000cp","2015Q1","1561.3"
"r_2","1","0","1000cp","2015Q2","1595.5"
"r_2","1","0","1000cp","2015Q3","1646"
"r_2","1","0","1000cp","2015Q4","1627.3"
"r_2","1","15 - 64","1000cp","2003Q1","1395.1"
"r_2","1","15 - 64","1000cp","2003Q2","1486"
"r_2","1","15 - 64","1000cp","2003Q3","1518"
"r_2","1","15 - 64","1000cp","2003Q4","1465.6"
"r_2","1","15 - 64","1000cp","2004Q1","1451.5"
"r_2","1","15 - 64","1000cp","2004Q2","1542.1"
"r_2","1","15 - 64","1000cp","2004Q3","1565.8"
"r_2","1","15 - 64","1000cp","2004Q4","1518.5"
"r_2","1","15 - 64","1000cp","2005Q1","1486.4"
"r_2","1","15 - 64","1000cp","2005Q2","1577.9"
"r_2","1","15 - 64","1000cp","2005Q3","1633.3"
"r_2","1","15 - 64","1000cp","2005Q4","1576.8"
"r_2","1","15 - 64","1000cp","2006Q1","1539.7"
"r_2","1","15 - 64","1000cp","2006Q2","1640.1"
"r_2","1","15 - 64","1000cp","2006Q3","1666.3"
"r_2","1","15 - 64","1000cp","2006Q4","1658.4"
"r_2","1","15 - 64","1000cp","2007Q1","1642"
"r_2","1","15 - 64","1000cp","2007Q2","1694.1"
"r_2","1","15 - 64","1000cp","2007Q3","1730.6"
"r_2","1","15 - 64","1000cp","2007Q4","1735.3"
"r_2","1","15 - 64","1000cp","2008Q1","1713.1"
"r_2","1","15 - 64","1000cp","2008Q2","1756.8"
"r_2","1","15 - 64","1000cp","2008Q3","1786.9"
"r_2","1","15 - 64","1000cp","2008Q4","1765.1"
"r_2","1","15 - 64","1000cp","2009Q1","1703.9"
"r_2","1","15 - 64","1000cp","2009Q2","1721.1"
"r_2","1","15 - 64","1000cp","2009Q3","1712.6"
"r_2","1","15 - 64","1000cp","2009Q4","1657.2"
"r_2","1","15 - 64","1000cp","2010Q1","1595"
"r_2","1","15 - 64","1000cp","2010Q2","1633.2"
"r_2","1","15 - 64","1000cp","2010Q3","1646.3"
"r_2","1","15 - 64","1000cp","2010Q4","1580.1"
"r_2","1","15 - 64","1000cp","2011Q1","1512.4"
"r_2","1","15 - 64","1000cp","2011Q2","1535.4"
"r_2","1","15 - 64","1000cp","2011Q3","1583.9"
"r_2","1","15 - 64","1000cp","2011Q4","1532.6"
"r_2","1","15 - 64","1000cp","2012Q1","1467.9"
"r_2","1","15 - 64","1000cp","2012Q2","1506.2"
"r_2","1","15 - 64","1000cp","2012Q3","1560.3"
"r_2","1","15 - 64","1000cp","2012Q4","1534.3"
"r_2","1","15 - 64","1000cp","2013Q1","1474.8"
"r_2","1","15 - 64","1000cp","2013Q2","1513.8"
"r_2","1","15 - 64","1000cp","2013Q3","1560.7"
"r_2","1","15 - 64","1000cp","2013Q4","1522.6"
"r_2","1","15 - 64","1000cp","2014Q1","1500.1"
"r_2","1","15 - 64","1000cp","2014Q2","1541.9"
"r_2","1","15 - 64","1000cp","2014Q3","1589.9"
"r_2","1","15 - 64","1000cp","2014Q4","1541.4"
"r_2","1","15 - 64","1000cp","2015Q1","1527.4"
"r_2","1","15 - 64","1000cp","2015Q2","1560.2"
"r_2","1","15 - 64","1000cp","2015Q3","1608.6"
"r_2","1","15 - 64","1000cp","2015Q4","1590.6"
"r_2","1","20 - 64","1000cp","2003Q1","1390.3"
"r_2","1","20 - 64","1000cp","2003Q2","1475.4"
"r_2","1","20 - 64","1000cp","2003Q3","1505.9"
"r_2","1","20 - 64","1000cp","2003Q4","1458.1"
"r_2","1","20 - 64","1000cp","2004Q1","1444.7"
"r_2","1","20 - 64","1000cp","2004Q2","1532.3"
"r_2","1","20 - 64","1000cp","2004Q3","1554.4"
"r_2","1","20 - 64","1000cp","2004Q4","1509"
"r_2","1","20 - 64","1000cp","2005Q1","1477.9"
"r_2","1","20 - 64","1000cp","2005Q2","1565.6"
"r_2","1","20 - 64","1000cp","2005Q3","1615.3"
"r_2","1","20 - 64","1000cp","2005Q4","1562"
"r_2","1","20 - 64","1000cp","2006Q1","1527"
"r_2","1","20 - 64","1000cp","2006Q2","1627.1"
"r_2","1","20 - 64","1000cp","2006Q3","1647.8"
"r_2","1","20 - 64","1000cp","2006Q4","1643.2"
"r_2","1","20 - 64","1000cp","2007Q1","1629.9"
"r_2","1","20 - 64","1000cp","2007Q2","1679.8"
"r_2","1","20 - 64","1000cp","2007Q3","1712.1"
"r_2","1","20 - 64","1000cp","2007Q4","1718.4"
"r_2","1","20 - 64","1000cp","2008Q1","1696"
"r_2","1","20 - 64","1000cp","2008Q2","1737.6"
"r_2","1","20 - 64","1000cp","2008Q3","1767.8"
"r_2","1","20 - 64","1000cp","2008Q4","1746.4"
"r_2","1","20 - 64","1000cp","2009Q1","1688"
"r_2","1","20 - 64","1000cp","2009Q2","1704.3"
"r_2","1","20 - 64","1000cp","2009Q3","1695.8"
"r_2","1","20 - 64","1000cp","2009Q4","1644.3"
"r_2","1","20 - 64","1000cp","2010Q1","1588.1"
"r_2","1","20 - 64","1000cp","2010Q2","1623.3"
"r_2","1","20 - 64","1000cp","2010Q3","1635"
"r_2","1","20 - 64","1000cp","2010Q4","1573.8"
"r_2","1","20 - 64","1000cp","2011Q1","1508.2"
"r_2","1","20 - 64","1000cp","2011Q2","1529.7"
"r_2","1","20 - 64","1000cp","2011Q3","1576.1"
"r_2","1","20 - 64","1000cp","2011Q4","1526.7"
"r_2","1","20 - 64","1000cp","2012Q1","1464.4"
"r_2","1","20 - 64","1000cp","2012Q2","1502.6"
"r_2","1","20 - 64","1000cp","2012Q3","1551.8"
"r_2","1","20 - 64","1000cp","2012Q4","1525.2"
"r_2","1","20 - 64","1000cp","2013Q1","1469.4"
"r_2","1","20 - 64","1000cp","2013Q2","1508.6"
"r_2","1","20 - 64","1000cp","2013Q3","1553.4"
"r_2","1","20 - 64","1000cp","2013Q4","1516.7"
"r_2","1","20 - 64","1000cp","2014Q1","1495.7"
"r_2","1","20 - 64","1000cp","2014Q2","1534.4"
"r_2","1","20 - 64","1000cp","2014Q3","1582.1"
"r_2","1","20 - 64","1000cp","2014Q4","1534.7"
"r_2","1","20 - 64","1000cp","2015Q1","1521.3"
"r_2","1","20 - 64","1000cp","2015Q2","1553.8"
"r_2","1","20 - 64","1000cp","2015Q3","1600.7"
"r_2","1","20 - 64","1000cp","2015Q4","1586.8"
"r_2","1","15 - 29","1000cp","2003Q1","294.4"
"r_2","1","15 - 29","1000cp","2003Q2","308.7"
"r_2","1","15 - 29","1000cp","2003Q3","310.2"
"r_2","1","15 - 29","1000cp","2003Q4","292.8"
"r_2","1","15 - 29","1000cp","2004Q1","295.8"
"r_2","1","15 - 29","1000cp","2004Q2","316.5"
"r_2","1","15 - 29","1000cp","2004Q3","305.5"
"r_2","1","15 - 29","1000cp","2004Q4","302.8"
"r_2","1","15 - 29","1000cp","2005Q1","309.1"
"r_2","1","15 - 29","1000cp","2005Q2","312.4"
"r_2","1","15 - 29","1000cp","2005Q3","320.5"
"r_2","1","15 - 29","1000cp","2005Q4","314.3"
"r_2","1","15 - 29","1000cp","2006Q1","310.8"
"r_2","1","15 - 29","1000cp","2006Q2","314.6"
"r_2","1","15 - 29","1000cp","2006Q3","316.7"
"r_2","1","15 - 29","1000cp","2006Q4","320.2"
"r_2","1","15 - 29","1000cp","2007Q1","312.1"
"r_2","1","15 - 29","1000cp","2007Q2","320.9"
"r_2","1","15 - 29","1000cp","2007Q3","325.5"
"r_2","1","15 - 29","1000cp","2007Q4","338.4"
"r_2","1","15 - 29","1000cp","2008Q1","337.2"
"r_2","1","15 - 29","1000cp","2008Q2","337.8"
"r_2","1","15 - 29","1000cp","2008Q3","343"
"r_2","1","15 - 29","1000cp","2008Q4","331.6"
"r_2","1","15 - 29","1000cp","2009Q1","317.9"
"r_2","1","15 - 29","1000cp","2009Q2","322.6"
"r_2","1","15 - 29","1000cp","2009Q3","320.1"
"r_2","1","15 - 29","1000cp","2009Q4","296.8"
"r_2","1","15 - 29","1000cp","2010Q1","300.4"
"r_2","1","15 - 29","1000cp","2010Q2","320.8"
"r_2","1","15 - 29","1000cp","2010Q3","325.8"
"r_2","1","15 - 29","1000cp","2010Q4","295.4"
"r_2","1","15 - 29","1000cp","2011Q1","266.9"
"r_2","1","15 - 29","1000cp","2011Q2","277.3"
"r_2","1","15 - 29","1000cp","2011Q3","309"
"r_2","1","15 - 29","1000cp","2011Q4","282.4"
"r_2","1","15 - 29","1000cp","2012Q1","262.2"
"r_2","1","15 - 29","1000cp","2012Q2","270"
"r_2","1","15 - 29","1000cp","2012Q3","294.4"
"r_2","1","15 - 29","1000cp","2012Q4","280.6"
"r_2","1","15 - 29","1000cp","2013Q1","255.1"
"r_2","1","15 - 29","1000cp","2013Q2","260.3"
"r_2","1","15 - 29","1000cp","2013Q3","275.7"
"r_2","1","15 - 29","1000cp","2013Q4","262.7"
"r_2","1","15 - 29","1000cp","2014Q1","249.9"
"r_2","1","15 - 29","1000cp","2014Q2","268.6"
"r_2","1","15 - 29","1000cp","2014Q3","286.8"
"r_2","1","15 - 29","1000cp","2014Q4","253.4"
"r_2","1","15 - 29","1000cp","2015Q1","251.3"
"r_2","1","15 - 29","1000cp","2015Q2","276.5"
"r_2","1","15 - 29","1000cp","2015Q3","284.6"
"r_2","1","15 - 29","1000cp","2015Q4","247.7"
"r_2","1","15 - 24","1000cp","2003Q1","112.8"
"r_2","1","15 - 24","1000cp","2003Q2","123.5"
"r_2","1","15 - 24","1000cp","2003Q3","118.3"
"r_2","1","15 - 24","1000cp","2003Q4","109.6"
"r_2","1","15 - 24","1000cp","2004Q1","117.6"
"r_2","1","15 - 24","1000cp","2004Q2","133.9"
"r_2","1","15 - 24","1000cp","2004Q3","126.6"
"r_2","1","15 - 24","1000cp","2004Q4","121.6"
"r_2","1","15 - 24","1000cp","2005Q1","119.8"
"r_2","1","15 - 24","1000cp","2005Q2","126.4"
"r_2","1","15 - 24","1000cp","2005Q3","133.2"
"r_2","1","15 - 24","1000cp","2005Q4","127.3"
"r_2","1","15 - 24","1000cp","2006Q1","122.7"
"r_2","1","15 - 24","1000cp","2006Q2","132.5"
"r_2","1","15 - 24","1000cp","2006Q3","139.8"
"r_2","1","15 - 24","1000cp","2006Q4","137.8"
"r_2","1","15 - 24","1000cp","2007Q1","130.8"
"r_2","1","15 - 24","1000cp","2007Q2","139.2"
"r_2","1","15 - 24","1000cp","2007Q3","141.8"
"r_2","1","15 - 24","1000cp","2007Q4","151.3"
"r_2","1","15 - 24","1000cp","2008Q1","141.7"
"r_2","1","15 - 24","1000cp","2008Q2","153.6"
"r_2","1","15 - 24","1000cp","2008Q3","155.2"
"r_2","1","15 - 24","1000cp","2008Q4","149.8"
"r_2","1","15 - 24","1000cp","2009Q1","141.4"
"r_2","1","15 - 24","1000cp","2009Q2","140.4"
"r_2","1","15 - 24","1000cp","2009Q3","142.4"
"r_2","1","15 - 24","1000cp","2009Q4","131.9"
"r_2","1","15 - 24","1000cp","2010Q1","121.7"
"r_2","1","15 - 24","1000cp","2010Q2","130.6"
"r_2","1","15 - 24","1000cp","2010Q3","137.5"
"r_2","1","15 - 24","1000cp","2010Q4","114.1"
"r_2","1","15 - 24","1000cp","2011Q1","96.7"
"r_2","1","15 - 24","1000cp","2011Q2","107.9"
"r_2","1","15 - 24","1000cp","2011Q3","127.1"
"r_2","1","15 - 24","1000cp","2011Q4","111.2"
"r_2","1","15 - 24","1000cp","2012Q1","92.4"
"r_2","1","15 - 24","1000cp","2012Q2","98"
"r_2","1","15 - 24","1000cp","2012Q3","117.7"
"r_2","1","15 - 24","1000cp","2012Q4","107.8"
"r_2","1","15 - 24","1000cp","2013Q1","96.4"
"r_2","1","15 - 24","1000cp","2013Q2","94.4"
"r_2","1","15 - 24","1000cp","2013Q3","98.6"
"r_2","1","15 - 24","1000cp","2013Q4","91.7"
"r_2","1","15 - 24","1000cp","2014Q1","83.1"
"r_2","1","15 - 24","1000cp","2014Q2","93.5"
"r_2","1","15 - 24","1000cp","2014Q3","104.6"
"r_2","1","15 - 24","1000cp","2014Q4","82.1"
"r_2","1","15 - 24","1000cp","2015Q1","85"
"r_2","1","15 - 24","1000cp","2015Q2","91.9"
"r_2","1","15 - 24","1000cp","2015Q3","95.3"
"r_2","1","15 - 24","1000cp","2015Q4","75.4"
"r_2","1","25 - 34","1000cp","2003Q1","375.2"
"r_2","1","25 - 34","1000cp","2003Q2","389.7"
"r_2","1","25 - 34","1000cp","2003Q3","400.6"
"r_2","1","25 - 34","1000cp","2003Q4","381.4"
"r_2","1","25 - 34","1000cp","2004Q1","372.5"
"r_2","1","25 - 34","1000cp","2004Q2","389.5"
"r_2","1","25 - 34","1000cp","2004Q3","391"
"r_2","1","25 - 34","1000cp","2004Q4","386.9"
"r_2","1","25 - 34","1000cp","2005Q1","389.7"
"r_2","1","25 - 34","1000cp","2005Q2","402.6"
"r_2","1","25 - 34","1000cp","2005Q3","401.2"
"r_2","1","25 - 34","1000cp","2005Q4","390.4"
"r_2","1","25 - 34","1000cp","2006Q1","388.6"
"r_2","1","25 - 34","1000cp","2006Q2","402.4"
"r_2","1","25 - 34","1000cp","2006Q3","397.3"
"r_2","1","25 - 34","1000cp","2006Q4","405.5"
"r_2","1","25 - 34","1000cp","2007Q1","405"
"r_2","1","25 - 34","1000cp","2007Q2","394.4"
"r_2","1","25 - 34","1000cp","2007Q3","398.3"
"r_2","1","25 - 34","1000cp","2007Q4","414.8"
"r_2","1","25 - 34","1000cp","2008Q1","426.3"
"r_2","1","25 - 34","1000cp","2008Q2","411.1"
"r_2","1","25 - 34","1000cp","2008Q3","405.3"
"r_2","1","25 - 34","1000cp","2008Q4","404.3"
"r_2","1","25 - 34","1000cp","2009Q1","391.7"
"r_2","1","25 - 34","1000cp","2009Q2","397.7"
"r_2","1","25 - 34","1000cp","2009Q3","397.6"
"r_2","1","25 - 34","1000cp","2009Q4","384.1"
"r_2","1","25 - 34","1000cp","2010Q1","400.3"
"r_2","1","25 - 34","1000cp","2010Q2","419.5"
"r_2","1","25 - 34","1000cp","2010Q3","419.4"
"r_2","1","25 - 34","1000cp","2010Q4","403.1"
"r_2","1","25 - 34","1000cp","2011Q1","372.5"
"r_2","1","25 - 34","1000cp","2011Q2","379.1"
"r_2","1","25 - 34","1000cp","2011Q3","394.8"
"r_2","1","25 - 34","1000cp","2011Q4","381"
"r_2","1","25 - 34","1000cp","2012Q1","370.6"
"r_2","1","25 - 34","1000cp","2012Q2","372.9"
"r_2","1","25 - 34","1000cp","2012Q3","381.8"
"r_2","1","25 - 34","1000cp","2012Q4","377.7"
"r_2","1","25 - 34","1000cp","2013Q1","358"
"r_2","1","25 - 34","1000cp","2013Q2","361.5"
"r_2","1","25 - 34","1000cp","2013Q3","379.7"
"r_2","1","25 - 34","1000cp","2013Q4","367.6"
"r_2","1","25 - 34","1000cp","2014Q1","363"
"r_2","1","25 - 34","1000cp","2014Q2","374.7"
"r_2","1","25 - 34","1000cp","2014Q3","382"
"r_2","1","25 - 34","1000cp","2014Q4","367.4"
"r_2","1","25 - 34","1000cp","2015Q1","359.5"
"r_2","1","25 - 34","1000cp","2015Q2","382.7"
"r_2","1","25 - 34","1000cp","2015Q3","390.9"
"r_2","1","25 - 34","1000cp","2015Q4","378.4"
"r_2","1","35 - 44","1000cp","2003Q1","384.6"
"r_2","1","35 - 44","1000cp","2003Q2","401.4"
"r_2","1","35 - 44","1000cp","2003Q3","420.6"
"r_2","1","35 - 44","1000cp","2003Q4","408.3"
"r_2","1","35 - 44","1000cp","2004Q1","404.5"
"r_2","1","35 - 44","1000cp","2004Q2","423.1"
"r_2","1","35 - 44","1000cp","2004Q3","434.3"
"r_2","1","35 - 44","1000cp","2004Q4","429.8"
"r_2","1","35 - 44","1000cp","2005Q1","403.6"
"r_2","1","35 - 44","1000cp","2005Q2","426.3"
"r_2","1","35 - 44","1000cp","2005Q3","453.4"
"r_2","1","35 - 44","1000cp","2005Q4","444.4"
"r_2","1","35 - 44","1000cp","2006Q1","425.6"
"r_2","1","35 - 44","1000cp","2006Q2","459.2"
"r_2","1","35 - 44","1000cp","2006Q3","478.7"
"r_2","1","35 - 44","1000cp","2006Q4","468.8"
"r_2","1","35 - 44","1000cp","2007Q1","464.4"
"r_2","1","35 - 44","1000cp","2007Q2","484.4"
"r_2","1","35 - 44","1000cp","2007Q3","505.3"
"r_2","1","35 - 44","1000cp","2007Q4","501.8"
"r_2","1","35 - 44","1000cp","2008Q1","473.3"
"r_2","1","35 - 44","1000cp","2008Q2","504.2"
"r_2","1","35 - 44","1000cp","2008Q3","511.4"
"r_2","1","35 - 44","1000cp","2008Q4","515.7"
"r_2","1","35 - 44","1000cp","2009Q1","510.6"
"r_2","1","35 - 44","1000cp","2009Q2","506"
"r_2","1","35 - 44","1000cp","2009Q3","484.1"
"r_2","1","35 - 44","1000cp","2009Q4","482.6"
"r_2","1","35 - 44","1000cp","2010Q1","429.9"
"r_2","1","35 - 44","1000cp","2010Q2","434.1"
"r_2","1","35 - 44","1000cp","2010Q3","439.8"
"r_2","1","35 - 44","1000cp","2010Q4","429.7"
"r_2","1","35 - 44","1000cp","2011Q1","426"
"r_2","1","35 - 44","1000cp","2011Q2","420"
"r_2","1","35 - 44","1000cp","2011Q3","427.1"
"r_2","1","35 - 44","1000cp","2011Q4","423.5"
"r_2","1","35 - 44","1000cp","2012Q1","414.3"
"r_2","1","35 - 44","1000cp","2012Q2","419.4"
"r_2","1","35 - 44","1000cp","2012Q3","435.7"
"r_2","1","35 - 44","1000cp","2012Q4","435.6"
"r_2","1","35 - 44","1000cp","2013Q1","421.2"
"r_2","1","35 - 44","1000cp","2013Q2","436.9"
"r_2","1","35 - 44","1000cp","2013Q3","450.5"
"r_2","1","35 - 44","1000cp","2013Q4","442.7"
"r_2","1","35 - 44","1000cp","2014Q1","437.4"
"r_2","1","35 - 44","1000cp","2014Q2","442.5"
"r_2","1","35 - 44","1000cp","2014Q3","455.4"
"r_2","1","35 - 44","1000cp","2014Q4","451.1"
"r_2","1","35 - 44","1000cp","2015Q1","446.2"
"r_2","1","35 - 44","1000cp","2015Q2","443.4"
"r_2","1","35 - 44","1000cp","2015Q3","457.2"
"r_2","1","35 - 44","1000cp","2015Q4","462.1"
"r_2","1","45 - 54","1000cp","2003Q1","359.7"
"r_2","1","45 - 54","1000cp","2003Q2","388.3"
"r_2","1","45 - 54","1000cp","2003Q3","388"
"r_2","1","45 - 54","1000cp","2003Q4","387.2"
"r_2","1","45 - 54","1000cp","2004Q1","385.7"
"r_2","1","45 - 54","1000cp","2004Q2","405.9"
"r_2","1","45 - 54","1000cp","2004Q3","412.2"
"r_2","1","45 - 54","1000cp","2004Q4","397.5"
"r_2","1","45 - 54","1000cp","2005Q1","390.4"
"r_2","1","45 - 54","1000cp","2005Q2","423.5"
"r_2","1","45 - 54","1000cp","2005Q3","428.7"
"r_2","1","45 - 54","1000cp","2005Q4","400.1"
"r_2","1","45 - 54","1000cp","2006Q1","395.3"
"r_2","1","45 - 54","1000cp","2006Q2","423.6"
"r_2","1","45 - 54","1000cp","2006Q3","418.6"
"r_2","1","45 - 54","1000cp","2006Q4","420.9"
"r_2","1","45 - 54","1000cp","2007Q1","417.3"
"r_2","1","45 - 54","1000cp","2007Q2","438"
"r_2","1","45 - 54","1000cp","2007Q3","442.1"
"r_2","1","45 - 54","1000cp","2007Q4","433.8"
"r_2","1","45 - 54","1000cp","2008Q1","427.1"
"r_2","1","45 - 54","1000cp","2008Q2","434.6"
"r_2","1","45 - 54","1000cp","2008Q3","452.6"
"r_2","1","45 - 54","1000cp","2008Q4","442.6"
"r_2","1","45 - 54","1000cp","2009Q1","418.9"
"r_2","1","45 - 54","1000cp","2009Q2","433"
"r_2","1","45 - 54","1000cp","2009Q3","439.5"
"r_2","1","45 - 54","1000cp","2009Q4","415.1"
"r_2","1","45 - 54","1000cp","2010Q1","383.5"
"r_2","1","45 - 54","1000cp","2010Q2","386.6"
"r_2","1","45 - 54","1000cp","2010Q3","396.9"
"r_2","1","45 - 54","1000cp","2010Q4","386.9"
"r_2","1","45 - 54","1000cp","2011Q1","365"
"r_2","1","45 - 54","1000cp","2011Q2","368.5"
"r_2","1","45 - 54","1000cp","2011Q3","381"
"r_2","1","45 - 54","1000cp","2011Q4","374.3"
"r_2","1","45 - 54","1000cp","2012Q1","349.8"
"r_2","1","45 - 54","1000cp","2012Q2","361.7"
"r_2","1","45 - 54","1000cp","2012Q3","368.9"
"r_2","1","45 - 54","1000cp","2012Q4","363.9"
"r_2","1","45 - 54","1000cp","2013Q1","354.9"
"r_2","1","45 - 54","1000cp","2013Q2","365.7"
"r_2","1","45 - 54","1000cp","2013Q3","370.9"
"r_2","1","45 - 54","1000cp","2013Q4","366.3"
"r_2","1","45 - 54","1000cp","2014Q1","362.7"
"r_2","1","45 - 54","1000cp","2014Q2","368.7"
"r_2","1","45 - 54","1000cp","2014Q3","377.4"
"r_2","1","45 - 54","1000cp","2014Q4","374.1"
"r_2","1","45 - 54","1000cp","2015Q1","377.7"
"r_2","1","45 - 54","1000cp","2015Q2","379.2"
"r_2","1","45 - 54","1000cp","2015Q3","387.3"
"r_2","1","45 - 54","1000cp","2015Q4","396.7"
"r_2","1","55 - 64","1000cp","2003Q1","162.7"
"r_2","1","55 - 64","1000cp","2003Q2","183"
"r_2","1","55 - 64","1000cp","2003Q3","190.4"
"r_2","1","55 - 64","1000cp","2003Q4","179.1"
"r_2","1","55 - 64","1000cp","2004Q1","171.2"
"r_2","1","55 - 64","1000cp","2004Q2","189.7"
"r_2","1","55 - 64","1000cp","2004Q3","201.6"
"r_2","1","55 - 64","1000cp","2004Q4","182.6"
"r_2","1","55 - 64","1000cp","2005Q1","183"
"r_2","1","55 - 64","1000cp","2005Q2","199"
"r_2","1","55 - 64","1000cp","2005Q3","216.8"
"r_2","1","55 - 64","1000cp","2005Q4","214.7"
"r_2","1","55 - 64","1000cp","2006Q1","207.4"
"r_2","1","55 - 64","1000cp","2006Q2","222.5"
"r_2","1","55 - 64","1000cp","2006Q3","231.9"
"r_2","1","55 - 64","1000cp","2006Q4","225.4"
"r_2","1","55 - 64","1000cp","2007Q1","224.5"
"r_2","1","55 - 64","1000cp","2007Q2","238"
"r_2","1","55 - 64","1000cp","2007Q3","243.2"
"r_2","1","55 - 64","1000cp","2007Q4","233.7"
"r_2","1","55 - 64","1000cp","2008Q1","244.6"
"r_2","1","55 - 64","1000cp","2008Q2","253.4"
"r_2","1","55 - 64","1000cp","2008Q3","262.4"
"r_2","1","55 - 64","1000cp","2008Q4","252.7"
"r_2","1","55 - 64","1000cp","2009Q1","241.3"
"r_2","1","55 - 64","1000cp","2009Q2","244.1"
"r_2","1","55 - 64","1000cp","2009Q3","249"
"r_2","1","55 - 64","1000cp","2009Q4","243.4"
"r_2","1","55 - 64","1000cp","2010Q1","259.6"
"r_2","1","55 - 64","1000cp","2010Q2","262.4"
"r_2","1","55 - 64","1000cp","2010Q3","252.5"
"r_2","1","55 - 64","1000cp","2010Q4","246.3"
"r_2","1","55 - 64","1000cp","2011Q1","252"
"r_2","1","55 - 64","1000cp","2011Q2","259.9"
"r_2","1","55 - 64","1000cp","2011Q3","254"
"r_2","1","55 - 64","1000cp","2011Q4","242.6"
"r_2","1","55 - 64","1000cp","2012Q1","240.8"
"r_2","1","55 - 64","1000cp","2012Q2","254.3"
"r_2","1","55 - 64","1000cp","2012Q3","256.2"
"r_2","1","55 - 64","1000cp","2012Q4","249.2"
