RevisionColumn,PlaceResidence,GenderID,periods,Units,ValueColumn
"r_3","2","2","2016Q1","perc","34.2"
"r_4","0","0","2016Q2","perc","53.8"
"r_4","0","1","2016Q2","perc","59.9"
"r_4","0","2","2016Q2","perc","48.3"
"r_4","1","0","2016Q2","perc","57.7"
"r_4","1","1","2016Q2","perc","63.2"
"r_4","1","2","2016Q2","perc","52.6"
"r_4","2","0","2016Q2","perc","43.6"
"r_4","2","1","2016Q2","perc","51.3"
"r_4","2","2","2016Q2","perc","36"
"r_5","0","0","2016Q3","perc","53.6"
"r_5","0","1","2016Q3","perc","59.6"
"r_5","0","2","2016Q3","perc","48.1"
"r_5","1","0","2016Q3","perc","57.6"
"r_5","1","1","2016Q3","perc","63.1"
"r_5","1","2","2016Q3","perc","52.6"
"r_5","2","0","2016Q3","perc","43"
"r_5","2","1","2016Q3","perc","50.7"
"r_5","2","2","2016Q3","perc","35.5"
"r_6","0","0","2016Q4","perc","52.7"
"r_6","0","1","2016Q4","perc","59"
"r_6","0","2","2016Q4","perc","47"
"r_6","1","0","2016Q4","perc","57.2"
"r_6","1","1","2016Q4","perc","62.8"
"r_6","1","2","2016Q4","perc","52"
"r_6","2","0","2016Q4","perc","40.8"
"r_6","2","1","2016Q4","perc","49"
"r_6","2","2","2016Q4","perc","32.7"
"r_7","0","0","2017Q1","perc","53.7"
"r_7","0","1","2017Q1","perc","59.7"
"r_7","0","2","2017Q1","perc","48.1"
"r_7","1","0","2017Q1","perc","57.8"
"r_7","1","1","2017Q1","perc","63.3"
"r_7","1","2","2017Q1","perc","52.8"
"r_7","2","0","2017Q1","perc","42.4"
"r_7","2","1","2017Q1","perc","50.4"
"r_7","2","2","2017Q1","perc","34.6"
"r_8","0","0","2017Q2","perc","55.8"
"r_8","0","1","2017Q2","perc","61.9"
"r_8","0","2","2017Q2","perc","50.1"
"r_8","1","0","2017Q2","perc","59.4"
"r_8","1","1","2017Q2","perc","65.1"
"r_8","1","2","2017Q2","perc","54.2"
"r_8","2","0","2017Q2","perc","46"
"r_8","2","1","2017Q2","perc","53.6"
"r_8","2","2","2017Q2","perc","38.5"
"r_9","0","0","2017Q3","perc","56.5"
"r_9","0","1","2017Q3","perc","63"
"r_9","0","2","2017Q3","perc","50.6"
"r_9","1","0","2017Q3","perc","59.9"
"r_9","1","1","2017Q3","perc","65.6"
"r_9","1","2","2017Q3","perc","54.9"
"r_9","2","0","2017Q3","perc","47.2"
"r_9","2","1","2017Q3","perc","56.1"
"r_9","2","2","2017Q3","perc","38.6"
"r_10","0","0","2017Q4","perc","55.5"
"r_10","0","1","2017Q4","perc","62.1"
"r_10","0","2","2017Q4","perc","49.3"
"r_10","1","0","2017Q4","perc","59.1"
"r_10","1","1","2017Q4","perc","65"
"r_10","1","2","2017Q4","perc","53.7"
"r_10","2","0","2017Q4","perc","45.6"
"r_10","2","1","2017Q4","perc","54.5"
"r_10","2","2","2017Q4","perc","36.8"
